반기문,潘基文
한홍구,韓洪九
김형일 (1923년),金炯一
이현진 (성우),イ・ヒョンジン・(声優)
정광태,チョン・グァンテ
전상국,全商国
장호연,張浩淵
임종국 (1929년),林鍾国
전우엽,田玗曄
장종훈,張鍾勲
전영택,田栄沢
정민철,鄭珉哲
정남규 (범죄인),チョン・ナムギュ
전준우,田峻玗
정상호,鄭相昊
이희호,李姫鎬
전준호 (1975년),田俊鎬
후쿠시 히로아키,福士敬章
이한위,イ・ハヌィ
정동환,チョン・ドンファン
전재희,全在姫
인태식,印泰植
전진한,銭鎮漢
이한진,李翰珍
김홍일 (1898년),金弘壹
로이킴,ロイ・キム
이효희,イ・ヒョヒ
박정아 (배구 선수),パク・チョンア・(バレーボール)
김홍일 (1948년),金弘一
이대호,李大浩
김상경,キム・サンギョン
정몽준,鄭夢準
정명석,鄭明析
설경구,ソル・ギョング
이진영 (1980년),李晋暎
김명민,キム・ミョンミン
김후란,金后蘭
김효석 (1893년),金孝錫
나경석,羅景錫
구대성,具臺晟
이지아,イ・ジア
김완선,キム・ワンソン
주현미,チュ・ヒョンミ
신승훈,シン・スンフン
신현준 (배우),シン・ヒョンジュン
정준호,チョン・ジュノ
김동주 (야구인),金東柱
박성화,朴成華
정근우,鄭根宇
이종욱 (야구인),李鍾旭
정민태,鄭珉台
한기주,韓基周
장원삼,張洹三
박진만,朴鎮萬
이병규 (1974년),李炳圭
김민재 (1973년),金敏宰
박노자,朴露子
김주혁,キム・ジュヒョク
배슬기,ペ・スルギ
윤두준,ユン・ドゥジュン
연정훈,ヨン・ジョンフン
박은빈,パク・ウンビン
박가령,パク・チミ
박종화,朴鍾和
문준영,ムン・ジュンヨン
노재현,盧載鉉
박준서 (야구인),朴夋序
노재봉,盧在鳳
박철우 (배구 선수),パク・チョルウ
임영신,任永信
박현준 (야구 선수),朴顯俊
유인나,ユ・インナ
정동영,鄭東泳
최진영 (배우),チェ・ジニョン
박솔미,パク・ソルミ
박상민 (배우),パク・サンミン
최영일 (축구인),崔英一
함태영,咸台永
전효성,チョン・ヒョソン
나나 (배우),ナナ・(女優)
김용배 (1923년),金容培
이현선,イ・ヒョンソン
이호준 (야구인),李昊俊
정성훈 (1980년),鄭成勲
김용화 (영화 감독),キム・ヨンファ
김용배 (1921년),金龍培
임기준,任基準
정성철 (야구 선수),鄭成哲
김용제 (시인),金龍済
김용무,金用茂
김우성 (1912년),金宇城
부완혁,夫琓爀
배장호,裵莊鎬
송광민,宋光敏
방수원,房水源
서영은 (가수),ソ・ヨンウン
배정미,ペ・ジョンミ
설운도,ソル・ウンド
손영민,孫詠敏
박천호,朴千鎬
박명환 (야구인),朴明桓
서태화,ソ・テファ
변영로,卞栄魯
이시야마 가즈히데,石山一秀
배영섭,裵栄燮
박형진,朴亨鎮
손정아,ソン・ジョンア
백낙청,白楽晴
박경남,朴慶南
박영선 (정치인),朴映宣
배유미 (1984년),ペ・ユミ
서영은 (소설가),徐永恩
이재우 (핸드볼 선수),李才佑
이성애 (가수),李成愛
이근호 (1993년),李根鎬・(1993年生のサッカー選手)
이무영 (소설가),李無影
박태원 (1909년),朴泰遠
이영수 (야구인),李永洙
이태진,李泰鎭
이진희 (역사가),李進熙
이남교,李南教
이영신,李英信
박유하,朴裕河
이수경 (사회학자),李修京
이용수 (1928년),李容洙
조승수,趙承洙
정재복,鄭載福
주동식,宇田東植
정수일,鄭守一
정의신,鄭義信
정수라,チョン・スラ
조태수,趙兌洙
정재은 (가수),チェウニ
조동화 (야구인),趙東和
정인욱,鄭寅煜
채민서,チェ・ミンソ
조정은 (1996년),チョ・ジョンウン
정세균,丁世均
주요섭,朱耀燮
조영훈 (야구인),趙煐勲
조성환 (야구인),趙晟桓・(野球)
차일목,車一木
정용운,鄭用雲
진도희 (1971년),ジンドフイ
정유미 (성우),チョン・ユミ・(声優)
조순,趙淳
김원우,金源祐
남규리,ナム・ギュリ
이언 (배우),イ・オン
나홍진,ナ・ホンジン
한채영,ハン・チェヨン
박해일,パク・ヘイル
최종훈 (1990년),チェ・ジョンフン
김현정 (가수),キム・ヒョンジョン・(歌手)
하정우,ハ・ジョンウ
송민순,宋旻淳
김민준 (1976년),キム・ミンジュン
정보석,チョン・ボソク
한석규,ハン・ソッキュ
신하균 (배우),シン・ハギュン
김익렬,金益烈
김윤영,金侖映
김원중 (야구 선수),金元中
김은하,金殷夏
김윤지 (아나운서),金玧志
김응조 (군인),金応祚
김응용,金應龍
김윤환 (1932년),金潤煥
오인성,オ・インソン
송재박,吉本博
신사동호랭이,新沙洞の虎
양의지,梁義智
오정복,呉正福
신용운,申龍雲
신종길,辛鍾吉
안병직,安秉直
양성길,梁成吉
심상정,沈相奵
안재홍,安在鴻
양유찬,梁裕燦
제로 (1972년),Zero・(歌手)
신도성,愼道晟
양동일,梁東一
신우 (가수),シヌゥ
연경흠,延卿欽
심동섭,沈東燮
심정수,沈正洙
오상순,呉相淳
김향기,キム・ヒャンギ
김해강,金海剛
유진오,兪鎮午
윤길현,尹吉鉉
유해준,ユ・ヘジュン
유재웅,兪在雄
윤성현 (바둑 기사),尹盛鉉
유승진 (필드하키 선수),柳承辰
유봉식,青木定雄
윤성혜 (성우),ユン・ソンヘ
우정신,ウ・ジョンシン
윤미나,ユン・ミナ
윤미라,ユン・ミラ
유동훈 (야구인),劉東勳
윤경로 (1947년),尹慶老
윤요섭,尹耀渉
옥한흠,玉漢欽
유해진,ユ・ヘジン
원혜영,元恵栄
윤규진,尹奎真
유동룡,伊丹潤
윤길중,尹吉重
류지현,柳志炫
온소진,温昭珍
유일한,柳一韓
권태하,権泰夏
홍인순,洪仁順
김주진,金周珍
김성룡 (바둑 기사),金成龍
양해준 (축구 선수),梁海俊
홍윤기 (시인),洪潤基
이봉조,李鳳祚
양윤옥,梁潤玉
현리,玄理
신각수,申珏秀
나성수,羅誠洙
황민부,若闘将敏男
이진일,李鎮日
이정혜,江畑晶慧
노영하,盧永夏
최현주 (1980년),チェ・ヒョンジュ・(女優)
전륭법,田隆法
하동안,笑福亭小松
나현 (바둑 기사),羅玄
허장회,許壮会
허영중,許永中
임선근,林宣根
강홍문,橋本弘文
윤여정,ユン・ヨジョン
남지현 (배우),ナム・ジヒョン
수애,スエ
백성현,ペク・ソンヒョン
JAY B,JAY・B
이민혜,李敏慧
이보영 (배우),イ・ボヨン
김유리 (모델),キム・ユリ
서용덕,徐庸徳
이용래,李容來
김동수 (1986년),金東秀・(1986年生のサッカー選手)
고태보,高泰保
한영혜,韓英恵
김승락,金すんら
황대준,黄大俊
황연대,黄年代
김우진 (양궁 선수),キム・ウジン
김수지 (배구 선수),キム・スジ・(バレーボール)
정준문,麗羅・(小説家)
이충남,山本忠男
이학인,李學仁
음승민,陰承民
박경미 (배우),雅原慶
이창환 (배우),イ・チャンファン
이민혁 (가수),イ・ミンヒョク
이인제,李仁済
이영훈 (경제학자),李栄薫
이영구 (야구 선수),木山英求
이인성 (성우),イ・インソン
이용훈 (야구인),李勇勳
이종원 (1953년),李鍾元
이재용 (배우),イ・ジェヨン・(俳優)
이윤우 (1946년),イ・ユンウ
이원석 (1986년),李沅錫
이우선,李宇善
이어령,李御寧
이정민 (1979년),李貞旼
이종환 (1986년),李鍾煥・(野球)
이연숙 (사회언어학자),イ・ヨンスク
홍기 (1916년),洪基
이장수 (방송인),イ・ジャンス
홍사용,洪思容
힘찬,ヒムチャン
40 (가수),40・(歌手)
옥고운,オク・チヨン
김준현 (배우),キム・ジュンヒョン
최원영 (배우),チェ・ウォニョン
황재균,黄載均
장필순,チャン・ピルスン
호사카 유지,保坂祐二
허창수,許昌秀
황두성,黄斗聖
현정은 (1955년),玄貞恩
황종률 (정치인),黄鍾律
최고은 (번역가),チェ・ゴウン
이광희 (종합격투기 선수),イ・グァンヒ
김영수 (1935년),金栄洙
김영옥 (배우),キム・ヨンオク・(1937年生の女優)
김약수,金若水
김영도 (1924년),金永棹
노승환,盧承煥
노영민,盧英敏
가득희,賈得熙
강경호 (격투기 선수),カン・ギョンホ
방민수,C.A.P
갈소원,カル・ソウォン
갈홍기,葛弘基
윤준상,尹畯相
허영호 (바둑 기사),許映皓
이기제,李記帝
김종만 (격투기 선수),キム・ジョンマン
이형상 (1985년),李形像
하형주,河亨柱
한국영,韓国栄
김진수 (축구 선수),金珍洙
류우익,柳佑益
김종학,キム・ジョンハク・(プロデューサー)
김종해 (시인),金鍾海
서해주,大城敬三
김종삼,金宗三
김종철 (1920년),金鍾哲
강윤구 (축구 선수),姜潤求
김종문 (시인),金宗文
오대륙,呉大陸
강훈 (1957년 바둑 기사),姜勲
김종원 (1922년),金宗元
김종오,金鐘五
강재언,姜在彦
강덕경,姜徳景
김종진 (1901년),金宗鎭
김종석 (1918년),金鍾碩
김종민 (1986년),金鐘民
김종운 (1929년),金鍾云
류수민,柳秀旼
라미란,ラ・ミラン
김준섭,金俊燮
류승곤,リュ・スンゴン
김준원 (1888년),金埈元
류기수,柳驥秀
류덕천,柳徳天
김종회 (1923년),金従会
송진형,宋珍炯
태진아,テ・ジナ
이범수,イ・ボムス
조동건,趙東建
조세권,趙世權
최민수,チェ・ミンス
장사익,チャン・サイク
임헌영 (문학평론가),任軒永
주상욱,チュ・サンウク
황재원 (1981년),黄載元
김예원 (1987년),キム・イェウォン
김영환 (1921년),金英煥
김영철 (희극인),キム・ヨンチョル・(コメディアン)
김영현 (소설가),金永顯
김옥선,金玉仙
정병주,鄭柄宙
정연웅,鄭然雄
김효주,金孝周
김혜민 (바둑 기사),金恵敏
김솔희,キム・ソルフィ
정긍모,鄭兢謨
정수현,鄭壽鉉
신동주 (기업인),重光宏之
김굉명,金宏明
김은배 (육상 선수),金恩培
신숙옥,辛淑玉
정조묘,鄭早苗
정영호 (역사가),鄭永鎬
김하나 (1981년),金ハナ
김시우 (1994년),金廷錫
정우재 (축구 선수),鄭宇宰
김용운 (교수),金容雲
조박 (음악가),趙博
차지철,車智澈
김문경 (문학자),金文京
김공청,金功青
김재구 (바둑 기사),金在九
김수선,金寿善
김신 (군인),金信
김수희,キム・スヒ
김수한,金守漢
김승회,金承會
김승희 (시인),金勝熙
김숨,キム・スム
서인국,ソ・イングク
장정구,張正九
이해원 (1919년),李海瑗
지성 (배우),チソン
박시연,パク・シヨン
서지혜 (1984년),ソ・ジヘ
에릭 (가수),エリック・(歌手)
전지윤,チョン・ジユン
함병춘,咸秉春
최병렬 (정치인),崔秉烈
채병용,蔡秉龍
조명철,趙明哲
최용규 (1985년),崔容奎
채종범,蔡鍾範
최영필,崔映弼
최화정,チェ・ファジョン
최형우 (야구 선수),崔炯宇
하쿠류,白竜・(俳優)
탁원제,タク・ウォンジェ
최훈락,崔勳洛
허웅 (1918년),許雄・(言語学者)
하은주,河恩珠
허준호,ホ・ジュノ
최일언,崔一彦
최인훈,崔仁勲
추미애,秋美愛
남재희,南載熙
김재기,キム・ジェギ
김재원 (아나운서),金載元
허영만,ホ・ヨンマン
남경필,南景弼
김인태 (야구 선수),金仁泰
남승우,南昇佑
남다름,ナム・ダルム
이설아 (배우),イ・ソラ
나영석,ナ・ヨンソク
나창헌 (1896년),羅昌憲
김재홍 (아나운서),キム・ジェホン
김일환 (1914년),金一煥・(軍人)
김점곤,金點坤
김재경 (연예인),キム・ジェギョン
김장군,キム・ジャングン
김재광,金在光
김재열 (기업인),金載烈
최현미 (권투 선수),崔賢美
신동호 (1994년),シン・ドンホ
이천군 (피겨스케이팅 선수),イ・チョングン
건일,ゴニル
전노민,チョン・ノミン
금보라,クム・ボラ
선민 (가수),SunMin
지혁,ジヒョク
용준형,ヨン・ジュンヒョン
성제 (가수),ソンジェ
김해진,金海珍
손승락,孫勝洛
김민 (1973년),キム・ミン
여성해,呂成海
이희준,イ・ヒジュン
목진석,睦鎮碩
황순민,黄順旻
이호승 (축구 선수),李昊乗
이정신,イ・ジョンシン
백홍석 (군인),白洪錫
박남수,朴南秀
박기성 (1907년),朴基成
박경수 (야구 선수),朴慶洙
박경원 (1923년),朴璟遠
박건우 (1990년),朴健祐
백승주 (1976년),白承株
박광온,朴洸オン
신성록,シン・ソンロク
성준 (배우),ソンジュン
송태곤,宋泰坤
홍혜정,ホン・ヘジョン
박진영 (1994년),ジニョン・(GOT7)
공선옥,孔善玉
공로명,孔魯明
공서영,コン・ソヨン
고재필,高在珌
곽동연,クァク・ドンヨン
공필성,孔弼聖
고황경,高凰京
이규현 (피겨스케이팅 선수),イ・キュヒョン
이동명 (1987년),李東明
박정환 (바둑 기사),朴廷桓
이동훈 (피겨스케이팅 선수),李東勳
김인성,金寅成
강동윤,姜東潤
신예지 (1984년),申芮智
임수향,イム・スヒャン
조민선,曹敏仙
손나은,ソン・ナウン
최성근,崔誠根
이상희 (육군 군인),李相熹
배천석,裵千奭
진세연,チン・セヨン
김선민 (축구 선수),金善珉
함서희,ハム・ソヒ
김재환 (1988년 5월),金載桓
강수정,姜水晶
강승호,姜勝淏
강은교,姜恩喬
강예서,カン・イェソ
강유미,カン・ユミ・(お笑い芸人)
문태준 (정치인),文太俊・(政治家)
문주란 (가수),文珠蘭
문희상,文喜相
문태준 (시인),文太俊
문정숙,ムン・ジョンスク
변동림,卞東琳
백승호 (축구 선수),白昇浩
김정학 (배우),キム・ジョンハク・(俳優)
김제만,金済万
김종길,金宗吉
김정환 (시인),金正煥
김정현 (소설가),金正賢・(小説家)
김제능,金済能
강하늘,カン・ハヌル
강창희 (정치인),姜昌熙
계광순,桂珖淳
강혁 (야구인),姜赫
경헌호,慶憲浩
라형진,羅炯真
전여진,チョン・ジエ
민준호,ミン・ジュンホ
양진우,ヤン・ジヌ
강광회,姜光会
정호근 (배우),チョン・ホグン
구성윤,具聖潤
강문봉,姜文奉
오규철,呉圭喆
이리야 마이,入矢麻衣
김태관,キム・テグワン
한재호 (작곡가),ハン・ジェホ
박동하,パク・トンハ
영민,ヨンミン
조정훈 (야구인),曺正訓
남일우 (축구 선수),南溢祐
김종원 (유도 선수),キム・ジョンウォン
장은숙 (가수),チャン・ウンスク
신동엽 (희극인),シン・ドンヨプ
남정현,南廷賢
박윤기,朴潤基
이가은 (1994년),イ・カウン
박초롱,パク・チョロン
김성환 (1953년),金星煥・(政治家)
김성오,キム・ソンオ
강성우 (야구인),姜盛友
김지수 (가수),キム・ジス・(歌手)
김민서 (1984년),キム・ミンソ・(1984年生の女優)
강민규 (야구인),姜玟圭
강상수,姜相洙
강병규 (정치인),姜秉奎・(政治家)
강구진,姜求真
강석경,姜石景
노형구,盧亨求
도종환,都鍾煥
독고준,トッコ・ジュン
도경완,ト・ギョンワン
니엘 (가수),ニエル
단병호,段炳浩
김태형 (1967년),金泰亨
박노원,パク・ノウォン
박관용,朴寛用
박규채,パク・キュチェ
김청,キム・チョン・(女優)
국해성,鞠海成
권환,権煥
김태규 (아나운서),キム・テギュ
김철호 (1905년),金喆浩
권병길,クォン・ビョンギル
김칠성,金七星
국쾌남,鞠快男
우혜림,ヘリム
최덕신,崔徳新
조혜정 (배구인),チョ・ヘジョン
이화선,イ・ファソン
이훈 (배우),イ・フン
최자혜,チェ・ジャヘ
금진호,琴震鎬
신지수 (1985년),シン・ジス
변우영,辺雨英
김경란 (방송인),キム・ギョンナン
김가은 (1989년 1월),キム・ガウン
길전식,吉典植
김강률,金江栗
길옥윤,吉屋潤
서기철,徐基哲
민우 (1985년),ソ・ミヌ
변시원,卞視援
복효근,卜孝根
변훈 (1926년),辺焄
김중혁,金重赫
김지용,金志容
고민정,高旼廷
강창용,姜昌瑢
최수종,チェ・スジョン
배대원,裵大元
이동건,イ・ドンゴン
문성현 (야구 선수),文聖現
최정원 (1981년 4월),チェ・ジョンウォン・(1981年4月生)
김민균,金民均
신예지 (1988년),シン・イェジ・(1988年生)
이학주 (야구 선수),李學周
강철민 (바둑 기사),姜哲民
최지은 (1988년),崔智恩
문희옥,文喜玉
윤석호 (연출가),ユン・ソクホ
마종기,馬鍾基
리두균,李斗均
메이다니,メイダニ
마달천,馬澾千
문덕수,文徳守
류지혁,柳志赫
백대현,白大鉉
배호,ベ・ホ
배지현,ペ・ジヒョン
백난아,白蘭兒
이희도,イ・ヒド
광수 (가수),グァンス
김무열,キム・ムヨル
조진웅,チョ・ジヌン
안두희,安斗煕
김세현 (야구인),金勢玹
고원준,高源浚
송대남,宋大南
김민정 (1982년),キム・ミンジョン・(1982年生)
신세경,シン・セギョン
김지훈 (권투 선수),金智勲
최지우,チェ・ジウ
한효주,ハン・ヒョジュ
성모 (가수),ソンモ・(超新星)
최태준,チェ・テジュン
백승현 (배우),ペク・スンヒョン
명세빈,ミョン・セビン
유선 (배우),ユソン・(女優)
이서안,イ・スミ
윤학,ユナク
국혜정,鞠蕙汀
권정달,権正達
김동영 (정치인),金東英・(政治家)
김동길 (정치인),金東吉
석주암,石主岩
선우련,鮮于煉
석래명,石萊明
선우중호,鮮于仲皓
성득환,成得煥
유민상 (희극인),ユ・ミンサン
유라,ユラ
유기정,柳琦諪
유강남,劉江南
유민상 (1921년),劉敏相
이서진,イ・ソジン
정일우,チョン・イル
박은식,朴殷植
고은,高銀
노기남,盧基南
박민하 (2007년),パク・ミンハ
박명근,朴命根
박범계,朴範界
박범집,朴範集
서권순,ソ・グォンスン
서동욱 (야구인),徐東旭
변희재,邊熙宰
위훈,ウィ・フン
위재영,魏在永
서용교,徐瑢教
서상국,徐相国
우연이,ウ・ヨニ
원용덕,元容徳
박빛나,パク・ビンナ
장재근,張在根
박소연 (피겨스케이팅 선수),朴小宴
정인환,鄭仁煥
송윤아,ソン・ユナ
오종렬,呉宗烈
지소연,池笑然
김명인 (시인),金明仁
김미리,金美里
김민아 (아나운서),キム・ミナ
김민경 (희극인),キム・ミンギョン
김민기 (야구인),金敏基・(野球)
김민지 (아나운서),キム・ミンジ・(アナウンサー)
윤민석,尹珉錫
윤백남,尹白南
윤봉우,ユン・ボンウ
윤성희 (소설가),ユン・ソンヒ
지훈 (가수),ジフン
김창규 (1920년),金昌圭
김진희 (아나운서),金鎭熹
김진만 (1918년),金振晩
민관식,閔寛植
민영원,ミン・ヨンウォン
민병헌,閔炳憲
방민아,パン・ミナ
이한영,李韓永
이슬아 (바둑 기사),李瑟娥
이영구 (바둑 기사),李映九
윤광웅,尹光雄
원빈,ウォンビン
이필모,イ・ピルモ
구하라,ク・ハラ
고미영 (산악인),コ・ミヨン
서이안,ソ・イアン
서정인,徐廷仁
서상덕 (정치인),徐相徳
박순석,朴順碩
구자형,ク・ジャヒョン
구태회,具泰会
구효서,具孝書
구흥남,具興南
구수연,グ・スーヨン
구봉서,ク・ボンソ
구덕환,丘徳煥
구임회,具姙会
김도완 (야구 선수),金俊完
박상원,パク・サンウォン
박성원 (소설가),朴晟源
박소라 (희극인),パク・ソラ・(コメディアン)
박선영 (방송인),朴善英・(アナウンサー)
박성룡,朴成龍
김광진 (1963년),キム・グァンジン・(歌手)
김규식 (북로군정서),金圭植
박상범 (기자),朴商範・(記者)
박병권,朴炳権
고산 (기업인),高山・(宇宙飛行関係者)
김기영 (영화 감독),金綺泳
장나라,チャン・ナラ
성민 (1986년),ソンミン
오세훈,呉世勲
이근호 (축구인),李根鎬
이강석 (스피드스케이팅 선수),李康奭
조원희,趙源熙
김경배 (1895년),金庚培
김기택 (시인),キム・ギテク
김관동,金寛童
김기림,金起林
박동묘,朴東昴
김경욱 (소설가),金勁旭
김기승,金基昇
김교중,金教中
박용호 (1947년),朴容琥
유경렬,柳京烈
T.O.P,T.O.P
안병근,安柄根
박원석 (1923년),朴元錫
박윤원,朴允源
김혜성 (배우),キム・ヘソン・(俳優)
이유형,李裕ヒョン
윤여훈,尹汝訓
윤태빈,尹泰彬
윤주경,尹柱卿
송해,宋海
윤추섭,尹鄒燮
박영진 (1981년),パク・ヨンジン
박연경,パク・ヨンギョン
박용래,朴龍來
박영래 (1902년),朴栄来
박영출,朴永出
박봄,パク・ボム
홍진,洪震
이동녕,李東寧
이상룡 (1858년),李相龍
신소율,シン・ソユル
장서희,チャン・ソヒ
육종관,陸鍾寛
성석제,成碩濟
성세정,成世正
김상옥 (1920년),金相沃
김경주 (시인),キム・ギョンジュ
김상진 (1977년),金相辰
송영 (소설가),宋榮
송방용,宋邦鏞
박장희,朴将熙
박정배 (야구인),朴廷培
박정수 (1932년),朴定洙
박재용 (야구인),朴載容
박은영 (아나운서),パク・ウニョン
박정민 (배우),パク・ジョンミン・(俳優)
박임항,朴林恒
윤병호 (야구인),尹秉昊
박정근 (정치인),朴定根
신원호 (연출가),シン・ウォンホ・(演出家)
신석초,申石艸
방귀만,方貴満
방현석,パン・ヒョンソク
신석빈,辛錫斌
이강백,李康白
이강철 (야구인),李強喆
윤형빈,ユン・ヒョンビン
이가원,李家源
윤호중,尹昊重
강지영,知英
한승연,ハン・スンヨン
박규리,パク・ギュリ
신영록 (1987년),辛泳録
임호 (배우),イム・ホ
지드래곤,G-DRAGON
신상옥,申相玉
베르그송 구스타부 시우베이라 다 시우바,ベルグソン・グスタヴォ・シウヴェイラ・ダ・シウヴァ
민 (가수),ミン・(歌手)
박경모,朴敬模
윤경신,尹京信
한선화,ハン・ソナ
성완경 (성우),ソン・ワンギョン
성준 (야구인),成俊・(野球)
민현식,閔賢植
임정현 (기타 연주자),イム・ジョンヒョン
유준상 (배우),ユ・ジュンサン
이성진 (양궁 선수),李成震
유노윤호,ユンホ
장윤정,チャン・ユンジョン・(歌手)
방용국,バン・ヨングク
박산다라,パク・サンダラ
김선일 (통역사),イラク韓国人会社員殺害事件
데니스 락티오노프,デニス・ラクチオノフ
신의손,申宜孫
윤치왕,尹致旺
김용식 (축구인),金容植
김래원,キム・レウォン
박태준 (1927년),朴泰俊・(政治家)
김명순 (1896년),金明淳
유승호,ユ・スンホ
이애정,イ・エジョン
이택근,李宅根
배승진,裵乗振
김병로,金炳魯
장훈 (1975년),チャン・フン
김법린,金法麟
김부겸,金富謙
김병진,金秉鎮
김병걸 (문학평론가),金炳傑
조승희,チョ・スンヒ
이건희,李健熙
황인식 (1940년),黄仁植
문채원,ムン・チェウォン
박소진 (배우),パク・ソジン
유정복,劉正福
유재흥,劉載興
유한열,柳漢烈
손여은,ソン・ヨウン
송기원,宋基元
손주항,孫周恒
박지현 (1982년),パク・チヒョン
박지윤 (성우),パク・チユン・(声優)
박지윤 (방송인),朴芝潤
박창암,朴蒼岩
박찬익 (1884년),朴賛翊
박찬환,パク・チャンファン
박중양,朴重陽
박현승,朴玄升
윤지영 (아나운서),ユン・ジヨン
윤인구 (아나운서),尹寅求
윤창중,尹昶重
윤태진 (방송인),ユン・テジン
김대희 (희극인),キム・テヒ・(コメディアン)
유승민 (정치인),劉承旼
김남조,金南祚
김도태,金道泰
유승렬 (1893년),劉升烈
개리 (래퍼),ゲリ・(ラッパー)
김경중 (축구 선수),金京中
이광수,李光洙
조남철,趙南哲
윤은혜,ユン・ウネ
이동욱 (배우),イ・ドンウク
온유,オンユ
유희관,柳煕寛
육인수,陸寅修
윤내현,尹乃鉉
윤건차,尹健次
윤담,尹潭
주지훈,チュ・ジフン
규현,キュヒョン
은지원,ウン・ジウォン
이시영 (1868년),李始榮
박준표,朴峻杓
박화목,朴和穆
박태원 (아나운서),朴太遠
박현선 (아나운서),パク・ヒョンソン
박한상 (정치인),朴漢相・(1922年生)
박태순 (소설가),朴泰洵
박흥식 (1903년),朴興植・(実業家)
박주아 (아나운서),パク・チュア
김보민 (아나운서),金宝民
김별아,キム・ビョラ
박종환 (1904년),朴鐘煥
조두남,趙斗南
조백현,趙伯顕
신봉선,シン・ボンソン
조문정,チョ・ムンジョン
신상철 (1924년),申尚澈
신상우 (정치인),辛相佑
신상초,申相楚
조병문,曺秉雯
신민기 (1980년),辛玟起
신기선 (시인),申基宣
신구 (배우),シン・グ
조순권,趙順權
조수빈,趙修彬
조소앙,趙素昻
봉준호,ポン・ジュノ
유재순,柳在順
유애리,劉愛利
유재신,柳在信
유옥우,劉沃祐
최용덕 (1898년),崔用徳
이병규 (1983년),李柄奎
이범윤,李範允
이미영 (배우),イ・ミヨン・(1961年生)
이미자,李美子
이미경 (1958년),李美敬
이문구,李文求
이범준 (야구 선수),李範俊
조재호 (야구인),趙在浩・(野球)
조태일,趙泰一
조현룡,趙顕龍
조흔파,趙欣坡
조창인,趙昌仁
조태열,趙兌烈
이상훈 (1975년),李相勲・(1975年生)
이상철 (1893년),李相喆・(政治家)
이부진,李富真
이상익,李相翊
이상경 (1902년),李相慶
이재학 (야구 선수),李在學
이정호 (배우),イ・ジョンホ・(俳優)
이종두,李鍾斗
이정민 (1980년 5월),イ・ジョンミン・(1980年生のアナウンサー)
이종근 (1923년),李鍾根
신광순,申光淳
이정식 (1931년),李廷植
최상덕 (야구인),崔尚徳
최상수,崔常寿
최석필,チェ・ソクピル
최희서,チェ・ヒソ
최석 (군인),崔錫
최병주,崔丙柱
조용준,趙容浚
조우리,チョ・ウリ
이지현 (아나운서),イ・ジヒョン・(アナウンサー)
이지은 (1971년),イ・ジウン・(女優)
이진주 (만화가),イ・ジンジュ・(漫画家)
이진 (소설가),李真
이종형,李鍾栄
전근표,全根杓
전경린,全鏡潾
전병호 (야구인),田炳浩
전소민,チョン・ソミン・(1986年生の女優)
전부일 (1924년),全富一・(1924年生)
전민수,全敏秀
전성태,チョン・ソンテ
최원봉,崔元鳳
최은경 (방송인),崔恩慶
최우근,崔宇根
최윤영 (1983년),チェ・ユニョン・(ミスコリア)
최윤식 (수학자),崔允植
최원수,崔遠寿
장석남,張錫南
장영순,張栄淳
장영석,張英錫
장승태,張承台
최철원,崔哲源
최태원 (야구인),崔泰元
장연송,張連松
최헌길,崔献吉
최형우 (정치인),崔炯佑
크러쉬 (음악가),Crush・(韓国の歌手)
카이 (1981년),KAI・(声楽家)
최훈재,崔勳載
최희준 (가수),崔喜準
추경호,秋慶鎬
최현정 (방송인),チェ・ヒョンジョン
최훈 (정치인),崔薫
천종호,チョン・ジョンホ
천정배,千正培
최경환 (야구인),崔景煥
천운영,千雲寧
최경록,崔慶禄
최경철,崔敬哲
최광희 (배구인),チェ・ガンヒ・(バレーボール)
심영 (배우),沈影
심창민,沈昌珉
심재권,沈載権
아이린 (가수),ペ・ジュヒョン
심흥선,沈興善
심일,沈鎰
심상우,沈相宇
채종국,蔡鍾国
조원우 (야구인),趙原佑
조영수 (작곡가),チョ・ヨンス
조우종,チョ・ウジョン
조윤선,趙允旋
조원진,趙源震
조윤제 (1952년),チョ・ユンジェ
천계영,千桂永
이다인 (1985년),イ・ダイン
이기문 (언어학자),李基文
이낙연,李洛淵
이기호 (소설가),李起昊
이기건,李奇建
이긍종,李肯鍾
야광토끼,ネオン・バニー
안영미 (희극인),アン・ヨンミ
안춘생,安椿生
안희정,安熙正
안현미,安賢美
신학진,申鶴鎮
신응균,申應均
신태영 (1891년),申泰英
진선규,チン・ソンギュ
진선미,陳善美
진양혜,秦良恵
진성욱,陳成昱
진석중,陳石中
이치현,イ・チヒョン
이태현 (바둑 기사),李泰賢
이태양 (1990년),李太陽
이충환,李忠煥
임순례,イム・スルレ
진보 (가수),チンボ
지은희 (1947년),池銀姫
임준섭,林準燮
오정아 (바둑 기사),呉政娥
오언종,呉彦宗
오수연 (소설가),呉水娟
오수미,オ・スミ
오재일,呉在一
오승원,オ・スンウォン
오세응,呉世応
오유경 (아나운서),呉維景
임문환,任文桓
임종기,林鐘基
임영득,任煐得
진영 (정치인),陳永
찰리 박,チャーリー・パク
차명주,車明珠
차다혜,チャ・ダヘ
이광용,イ・グァンヨン
이규원 (아나운서),李揆媛
이경필,李慶弼
이광표,李光杓
이규봉,李奎鳳
이근석,李根晳
이경호 (1917년),李坰鎬
이관술,李観述
한상헌,ハン・サンホン
한규복 (1881년),韓圭復
한교원,韓敎元
한말숙,韓末淑
