Dortmund,多特蒙德
Ziegler,齐格勒
Iffezheim,伊费茨海姆
Landkreis Forchheim,福希海姆县
Landkreis Erlangen-Höchstadt,埃尔朗根-赫希施塔特县
Zeitschrift für Papyrologie und Epigraphik,紙草學和金石學雜誌
Ziegenhain,齐根海恩
Ahrbrück,阿尔布吕克
Landkreis Kronach,克罗纳赫县
Landkreis Kulmbach,库尔姆巴赫县
Landkreis Bayreuth,拜罗伊特县
Landkreis Coburg,科堡县
Zierenberg,齐伦贝尔格
Deutsche Eishockey Liga,德國冰球甲級聯賽
Gusterath,古斯特拉特
Sinzheim,辛茨海姆
Zimmern ob Rottweil,齐梅尔恩奥布罗特魏尔
Berlin-Neukölln,新克爾恩 (分區)
Bach,巴赫家族
Soldat auf Zeit,临时士兵
Halle (Westf.),哈雷
Rietberg,里特贝尔格
Raderthal,拉德塔爾
Zorneding,措尔内丁格
Schloß Holte-Stukenbrock,施洛斯霍尔特-斯图肯布罗克
Metzenhausen,梅岑豪森
Rombergpark,荣贝格公园植物园
Verl,费尔
Landkreis Schweinfurt,施韦因富特县
Landkreis Haßberge,哈斯贝格县
Zornheim,措尔恩海姆
Zossen,措森
Landkreis Neustadt a. d. Aisch-Bad Windsheim,艾施河畔诺伊施塔特-巴特文茨海姆县
Neandertal,尼安德河谷
Ampelmännchen,交通號誌小人
Landkreis Kitzingen,基钦根县
Versmold,费尔斯莫尔德
Landkreis Fürth,菲尔特县
Landkreis Würzburg,维尔茨堡县
Panzerspähwagen Sd.Kfz. 234,SdKfz 234/1裝甲車
Landkreis Regen,雷根县
Landkreis Ansbach,安斯巴赫县
Zotzensee,措岑湖 (哈弗爾河)
Zotzensee,措岑湖
Zotzenheim,措岑海姆
Landkreis Weißenburg-Gunzenhausen,魏森堡-贡岑豪森县
Zorge,措尔格
Staatsbibliothek zu Berlin,柏林国家图书馆
Evangelische Kirche in Deutschland,德國福音教會
Landkreis Straubing-Bogen,施特劳宾-博根县
35. SS- und Polizei-Grenadier-Division,親衛隊第35師
Zorge,措爾格河
Herrsching am Ammersee,阿默湖畔黑尔兴
Ziertheim,齐尔泰姆
Ziese,齊瑟河
Zierzow,齐尔措 (路德维希斯卢斯特-帕尔希姆县)
Landkreis Aschaffenburg,阿沙芬堡县
Landkreis Rottal-Inn,罗塔尔-因县
Landkreis Dingolfing-Landau,丁戈尔芬-兰道县
Zierow,齐罗
Landkreis Miltenberg,米尔腾贝格县
Landkreis Kelheim,凯尔海姆县
Landkreis Main-Spessart,美因-斯佩萨特县
Ziethen,齐滕 (梅前州)
Zierker See,齊爾克湖
Ziernsee,齊爾恩湖
Ziemetshausen,齐梅茨豪森
Landkreis Passau,帕绍县
Landkreis Eichstätt,艾希施泰特县
Landkreis Deggendorf,代根多夫县
Landkreis Freyung-Grafenau,弗赖永-格拉费瑙县
Zielitz,齐利茨
Ziemenbach,齊門巴赫河
Borgholzhausen,博尔格霍尔茨豪森
Aldenhoven,阿尔登霍芬
"Ziethen, Barnim",齐滕
Ziethen,齐滕
Hürtgenwald,许尔特根瓦尔德
Dingolfing,丁戈尔芬
Landkreis Miesbach,米斯巴赫县
Zieselsmaar,齊瑟爾斯湖
Zieskensee,齊斯肯湖
Ziesendorf,齐森多夫
Ziest,齊斯特湖
Ziestsee,齊斯特湖 (達默-施普雷瓦爾德縣)
Ziethe,齐特河
Landkreis Landshut,兰茨胡特县
Sommer-Paralympics 1972,1972年夏季帕拉林匹克運動會
FC Ingolstadt 04,因戈尔施塔特足球俱乐部
Zott SE & Co. KG,卓德乳制品公司
Zottelbach,措特爾巴赫河 (薩勒河支流)
SV Waldhof Mannheim,瓦德霍夫曼海姆
Wuppertaler SV,伍珀塔尔足球俱乐部
Niederzier,下齐尔
Neue Pinakothek,新绘画陈列馆
Rudolf-Harbig-Stadion,魯道夫·哈比格球場
Rot Weiss Ahlen,红白艾伦足球俱乐部
Märklin,馬克林
Frillensee,弗里倫湖
Eisbachtaler Sportfreunde,埃斯巴赫塔勒体育之友俱乐部
Bahnhof Quedlinburg,奎德林堡車站
Iseler,伊塞勒山
Landkreis Neuburg-Schrobenhausen,诺伊堡-施鲁本豪森县
Landkreis Pfaffenhofen a. d. Ilm,伊尔姆河畔普法芬霍芬县
Inden,因登
Berliner Schloss,柏林城市宮
St.-Hedwigs-Kathedrale,圣黑德维希主教座堂
Großer Preis von Deutschland 1973,1973年德国大奖赛
Langerwehe,兰格尔韦黑
Großer Preis von Deutschland 1970,1970年德国大奖赛
Großer Preis von Deutschland 1971,1971年德國大獎賽
Abchasen,阿布哈茲人
FC Rot-Weiß Erfurt,紅白埃爾福特足球俱樂部
Flughafen Hannover,汉诺威-朗根哈根机场
Rottenburg an der Laaber,拉贝尔河畔罗滕堡
Gendarmenmarkt,御林广场
Stuttgarter Kickers,斯圖加特踢球者足球俱樂部
Großer Preis von Deutschland 1968,1968年德國大獎賽
Rial Racing,里奧車隊
Südbadenbus,南巴登巴士
Zella-Mehlis,策拉-梅利斯
Landkreis Bad Tölz-Wolfratshausen,巴特特尔茨-沃尔夫拉茨豪森县
Merzenich,梅尔策尼希
Kreuzau,克罗伊曹
Landkreis Garmisch-Partenkirchen,加尔米施-帕滕基兴县
Titz,蒂茨
Linnich,利尼希
Landkreis Weilheim-Schongau,魏尔海姆-雄高县
Lufthansa Regional,汉莎区域航空
Auerbach,奥埃尔巴赫
Landkreis Freising,弗赖辛县
Landkreis Dachau,达豪县
Landkreis Mühldorf am Inn,因河畔米尔多夫县
Landkreis Erding,埃尔丁县
Legden,莱格登
Landkreis Landsberg am Lech,莱希河畔兰茨贝格县
Raesfeld,拉埃斯费尔德
Zell (Mosel),摩泽尔河畔采尔
Oberfranken,上弗兰肯行政区
Heimbach,海姆巴赫
Reken,雷肯
Zschopenthal,肖彭塔爾
Vettweiß,费特魏斯
Zuckerart,糖
376. Infanterie-Division,德國國防軍陸軍第376步兵師
Landkreis Fürstenfeldbruck,菲尔斯腾费尔德布鲁克县
Landkreis Starnberg,施塔恩贝格县
Nideggen,尼德根
Zell am Harmersbach,哈默斯河畔采尔
Großer Preis von Deutschland 1980,1980年德国大奖赛
Großer Preis von Deutschland 1978,1978年德国大奖赛
Großer Preis von Deutschland 1979,1979年德国大奖赛
Großer Preis von Deutschland 1985,1985年德國大獎賽
Großer Preis von Deutschland 1988,1988年德国大奖赛
Landkreis Rosenheim,罗森海姆县
Kellenbach,克伦巴赫
Landkreis Traunstein,特劳恩施泰因县
Landkreis Berchtesgadener Land,贝希特斯加登县
Großer Preis von Deutschland 1975,1975年德國大獎賽
Großer Preis von Deutschland 1976,1976年德國大獎賽
Großer Preis von Deutschland 1987,1987年德国大奖赛
Nörvenich,内尔费尼希
Wanne,黑尔讷-万讷
Großer Preis von Europa 2000,2000年歐洲大獎賽
Großer Preis von Deutschland 1953,1953年德國大獎賽
Oberbayern,上巴伐利亚行政区
Landkreis München,慕尼黑县
Südlohn,叙德洛恩
Zeller See,采爾湖 (博登湖)
Landkreis Ebersberg,埃伯斯贝格县
Ahrensburger TSV,阿伦斯堡体操及体育俱乐部
Bad Lausick,巴德劳西克
Heiden,海登
Landkreis Altötting,阿尔多廷县
Vreden,弗雷登
Heek,黑克
181. Infanterie-Division,德國國防軍陸軍第181步兵師
Zuffenhausen,楚芬豪森
Mariaposching,马里阿波欣格
Trüfte,特呂夫特河
Bahnhof Groß-Umstadt Wiebelsbach,大乌姆斯塔特维贝尔斯巴赫车站
Saalfelder Ostereierbaum,复活节彩蛋树
Hohenberg an der Eger,埃格尔河畔霍亨贝格
BMW M,BMW M公司
Niederbayern,下巴伐利亚行政区
Schweppenhausen,施韦彭豪森
Mühlberg/Elbe,米赫尔贝格
Thomaskirche,圣多马教堂
Großer Preis von Deutschland 1983,1983年德国大奖赛
Großer Preis von Deutschland 1981,1981年德国大奖赛
Großer Preis von Deutschland 1977,1977年德国大奖赛
Schöppingen,舍平根
383. Infanterie-Division,德國國防軍陸軍第383步兵師
384. Infanterie-Division,德國國防軍陸軍第384步兵師
Zugfunk,聯控裝置
Stadtlohn,施塔特洛恩
Großer Preis von Deutschland 1972,1972年德國大獎賽
Großer Preis von Deutschland 1969,1969年德國大獎賽
Großer Preis von Deutschland 1967,1967年德國大獎賽
Großer Preis von Deutschland 1974,1974年德国大奖赛
Rhede,瑞德
Roetgen,罗埃特根
Mittelfranken,中弗兰肯行政区
Schwaben,施瓦本行政区
Unterfranken,下弗兰肯行政区
Oberpfalz,上普法尔茨行政区
Machern,马黑尔恩
Böhlen,伯赫伦
Lossatal,洛萨塔尔
Führungsstab der Marine,德國海軍指揮參謀部
Borna,博尔纳
Wutach,武塔赫河
Bennewitz,贝内维茨
Belgershain,贝尔格尔斯海恩
Kienberg,金贝格
Zellingen,策林根
Borsdorf,博尔斯多夫
Essing,埃辛格
Großer Preis von Deutschland 1982,1982年德国大奖赛
Großer Preis von Deutschland 1984,1984年德国大奖赛
Großer Preis von Deutschland 1986,1986年德国大奖赛
Großer Preis von Deutschland 2000,2000年德國大獎賽
Transparency International,透明国际
Zellsee,采爾湖 (魏爾海姆-雄高縣)
Zelt-Musik-Festival,帐篷音乐节
Zeltingen-Rachtig,策尔廷根-拉蒂希
Z1,楚澤楚1
Zusmarshausen,楚斯马尔斯豪森
Deutzen,多伊岑
Zurow,楚罗
3sat,3sat
Zellertalbahn,策勒塔尔铁路
Zellertal,策莱尔塔尔
Zellersee,采爾湖
Zusam,楚薩姆河
Zusamaltheim,楚萨马尔泰姆
Phönix Mannheim,曼海姆凤凰
Walchensee,發肯其
Haunsheim,豪恩斯海姆
4. documenta,4.文獻展
Simmerath,西梅拉特
Bahnstrecke Bamberg–Rottendorf,班贝格－维尔茨堡铁路
Parthenstein,帕滕斯泰因
Heinrich-Wieland-Preis,海因里希·维兰德奖
Kirchheimbolanden,基希海姆博兰登
Neukieritzsch,诺伊基里茨希
Otterwisch,奥特尔维施
Espenhain,埃斯彭海恩
Narsdorf,纳尔斯多夫
Elstertrebnitz,埃尔斯特尔特雷布尼茨
Monschau,蒙绍
Großpösna,格罗斯珀斯纳
Zweiflingen,茨魏夫林根
Zweigbahn Schöneweide–Spindlersfeld,柏林-斯平德勒斯菲爾德車站
Zweifelscheid,茨魏费尔沙伊德
Isselburg,伊塞尔堡
Zemitz,策米茨
Velen,费伦
Truppendienstgericht,德國聯邦軍事法院
Kenn,肯恩
Herxheim bei Landau/Pfalz,普法尔茨地区兰道附近黑克斯海姆
Zemmer,策梅尔
Zempin,岑平
Walpurgisnacht,沃普尔吉斯之夜
Groitzsch,格罗伊茨希
Zenssee,岑斯湖
Zentbach,岑特巴赫河
Baesweiler,巴斯韦勒
Norddeutscher Rundfunk,北德廣播公司
Pegau,佩高
Zweckverband go.Rheinland,莱茵兰短途运输合作组织
Zweibrücken Hauptbahnhof,茨魏布吕肯火车总站
Uffe,烏費河
Plothen,普洛滕
Bad Laer,巴德拉埃尔
Internationales Paralympisches Komitee,國際帕拉林匹克委員會
Schloss Jägerhof,傑格霍夫宮
Alpsee,阿尔卑斯湖
Rheinlandpokal,莱茵兰杯
Großwaldbach,大瓦爾達赫河
SV Seligenporten,塞利根波滕足球俱乐部
Kahl am Main,卡尔阿姆迈因
Gescher,格舍尔
TSC Eintracht Dortmund,和睦多特蒙德
Schweinitz,施韋尼茨
Zentralrat Deutscher Sinti und Roma,德国辛提人和罗姆人中央委员会
Armenier in Deutschland,在德亞美尼亞人
Zentralrat der Ex-Muslime,前穆斯林中央委员会
Zentralrat der Juden in Deutschland,德國中央猶太人理事會
Kitzscher,基茨歇尔
zbMATH,數學文摘
Zentrale Infanterieschule der Reichswehr,防衛軍步兵學校
Zentrale Stelle der Landesjustizverwaltungen zur Aufklärung nationalsozialistischer Verbrechen,國家社會主義犯罪偵查司法行政部中央辦公室
Zentrale Unterstützungsgruppe Zoll,中央海關支援組
Schauenburg,绍恩堡
Frohburg,弗罗堡
Colditz,科尔迪茨
Spitzberg,施皮茨山
Wurzen,武尔岑
Gamlen,加姆伦
3. Panzer-Division,第3裝甲師
Hintersee,欣特塞
DDR-Fußball-Oberliga 1988/89,1988/89年
Bölkow GmbH,伯爾科公司
Hochstift Augsburg,奥格斯堡主教国
Regis-Breitingen,雷吉斯-布赖廷根
Rötha,勒塔
Laufen,劳芬 (德国)
VfB Friedberg,弗里德贝格体育俱乐部
Bondorf,邦多尔夫
Eppenberg,埃彭贝尔格
Zweiter Schafalpenkopf,茨韋特沙法爾蓬山
Carinerland,卡里讷兰
Zentralinstitut für sozialistische Wirtschaftsführung,德共中央社会主义经济管理学院
Zentralkomitee der deutschen Katholiken,德國天主教中央委員會
Kleine Henne,小亨訥河
Regnum Teutonicum,德意志王國
FV Lauda,劳达足球俱乐部
Zendscheid,岑茨夏伊德
Zenn,采恩河
Thallwitz,塔尔维茨
Brandis,布兰迪斯
Zenting,岑廷格
Essingen,埃辛根
Zwenkau,茨文考
Trebsen/Mulde,特雷布森
Museum für Naturkunde Berlin,柏林自然博物馆
Markkleeberg,马尔克莱贝尔格
Plöwen,普勒文
Cham,卡姆
Röthlein,勒特莱因
Schmiedefeld,施米德费尔德
Jugoslawen,南斯拉夫人
Geithain,盖泰因
Grimma,格里马
47. Infanterie-Division,德國國防軍陸軍第47步兵師
4711,4711科隆香水
Blaue Banane,蓝香蕉
Heidesheim am Rhein,莱茵河畔海德斯海姆
Stickelgraben,施蒂克爾格拉本河
DR-Baureihe 03,德国铁路03型蒸汽机车
ReactOS,ReactOS
Pelikan Vertriebsgesellschaft,百利金
Robert Bosch,罗伯特·博世有限公司
Kettenheim,凯滕海姆
St. Georg (Bogenhausen),圣乔治堂
Pullach im Isartal,普拉赫
Wilmersdorfer Moschee,柏林阿赫邁底亞清真寺
Zentralfriedhof Friedrichsfelde,弗里德里希斯费尔德中央公墓
Bundesautobahn 45,德国45号高速公路
Bundesautobahn 46,德国46號高速公路
Neubiberg,诺伊比贝尔格
Burg zu Burghausen,布格豪森城堡
Zentraler Omnibusbahnhof Hamburg,汉堡中央汽车站
Zentraler Omnibusbahnhof München,慕尼黑汽车总站
Zentrales Staatsanwaltschaftliches Verfahrensregister,中央检察院登记中心
Burgplatz,城堡广场 (杜塞尔多夫)
Haiming,海明格
Münchener Biennale,慕尼黑双年展
TSG Neustrelitz,諾伊斯特雷利茨體操和體育會
Eschenlohe,埃申洛黑
Neu-Eichenberg,诺伊-艾兴贝尔格
Romrod,罗姆罗德
Naunhof,诺因霍夫
Bundesamt für Sicherheit in der Informationstechnik,联邦信息安全办公室
Kohren-Sahlis,科伦-萨利斯
Markranstädt,马尔克兰斯特
Stapelfeld,施塔佩尔费尔德
Tietzowsee,蒂措湖
FC Anker Wismar,维斯马船锚
Schwabinger Bach,施瓦賓巴赫河
Schönborn,申博尔恩
Scheßlitz,舍斯利茨
DB-Baureihe ET 170,德国联邦铁路ET170型电力动车组
Luckenbach,卢肯巴赫
Hehlen,黑伦
Steinheim,施泰因海姆
Bundesautobahn 61,德国61号高速公路
Bundesautobahn 62,德国62号高速公路
Bundesautobahn 33,德国33号联邦高速公路
Bundesautobahn 39,39号高速公路
Palais Leuchtenberg,洛伊希滕贝格宫
Alflen,阿尔夫伦
Germania Slavica,日耳曼斯拉維察
Aue,奧厄河 (呂厄河支流)
U-Bahnhof Kochstraße,科赫街站
Eberhardzell,埃贝拉尔德策尔
Gohbach,戈巴赫河
Hardebek,哈尔德贝克
Biberbach,比伯巴赫河 (美因河支流)
Poststadion,郵政體育場
Beiersdorf AG,拜尔斯道夫
Gründleinsbach,格林德萊恩斯巴赫河 (美因河支流)
Soyen,索伊恩
Haiterbach,海特尔巴赫
Bahnhof Berlin-Wittenau,柏林-维特瑙車站
13. Division,德意志帝國第十三師
Ratzert,拉策尔特
Bundesautobahn 71,71号联邦高速公路
Biebergemünd,比贝尔格明德
U-Bahnhof Sendlinger Tor,森德灵门站
Heckelberg-Brunow,黑克尔贝尔格-布鲁诺
Abt Sportsline,奧迪運動ABT車隊
Aiglsbach,艾格尔斯巴赫
Quarnstedt,库阿尔恩斯特
Küstriner Vorland,屈斯特里讷福尔兰
Bundesautobahn 59,德国59号高速公路
Weilerswist,魏莱尔斯维斯特
Sauerthal,绍埃尔塔尔
Aindling,阿因德林格
Bundesautobahn 52,A52联邦高速公路
TuS Mechtersheim,梅茲特海姆足球會
Bundesautobahn 66,德国66号高速公路
Noßbach,諾斯巴赫河
Rott,羅特河
Sterup,施特鲁普
Stadtbahn Essen,埃森城鐵
Würm,武姆河 (安珀河支流)
Hönow,霍瑙
Zillierbach,齐利尔河
bundesdeutsches Hochdeutsch,德國標準德語
Viechtach,菲希塔
Bundesautobahn 44,德国44号高速公路
Loisach,洛伊薩赫河
Sickerode,西克罗德
Eversmeer,埃费尔斯梅尔
Bayerischer Toto-Pokal,巴伐利亞盃
Bundesautobahn 40,德国40号高速公路
Bundesautobahn 42,德國42號高速公路
Ryck,里克河
Öhringen Hauptbahnhof,厄赫林根火车总站
Festspielhaus Baden-Baden,巴登-巴登慶典劇院
Schmiechen,施米兴
Schirn Kunsthalle Frankfurt,法蘭克福席恩藝術中心
Bernsteinstraße,琥珀之路
Führungsstab der Streitkräfte,德國三軍指揮參謀部
Urmersbach,乌尔梅尔斯巴赫
Phoenix Contact,菲尼克斯电气
St. Bartholomä,圣巴尔多禄茂教堂
Markt Bibart,马尔克特比巴尔特
U-Bahnhof Fürstenried West,菲尔斯滕里德西站
Axstedt,阿克斯斯特
Kölner Philharmonie,科隆爱乐厅
Museum Brandhorst,布兰德霍斯特博物馆
Bistum Regensburg,天主教雷根斯堡教區
Geiselgasteig,盖瑟尔加斯泰格
Gager,加格尔
Müncheberg,明谢贝格
Hellenthal,黑伦塔尔
Europastraße E36,欧洲E36公路
50+1-Regel,50+1规则
Leidenborn,莱登博尔恩
Ergoldsbach,埃尔戈尔茨巴赫
Mitterfels,米特尔费尔斯
Altenau,阿爾特瑙河 (阿爾默河支流)
Schleching,施莱欣格
Niederbergkirchen,下贝格基兴
Bitburg,比特堡
Norderstapel,诺尔德尔斯塔佩尔
Emmering,埃梅林格
DDR-Fußball-Oberliga 1971/72,1971/72年
Hohenbocka,霍亨博卡
Hoher Kranzberg,上克蘭茨山 (韋特施泰因山脈)
Bahnstrecke Lehrte–Hamburg-Harburg,汉诺威-汉堡铁路
Blankenheim,布兰肯海姆
Bundesarbeitsgericht,德國聯邦最高勞工法院
Hochschule Mittweida,密特威達技術學院
Bahlinger SC,巴林根体育俱乐部
Atlas Elektronik,亞特拉斯電子
Springer Science+Business Media,施普林格科学+商业媒体
Neunkirchen am Brand,诺因基尔兴阿姆布兰德
Lauterecken,劳特埃肯
Etzenricht,埃岑里希特
Ustersbach,乌斯特尔斯巴赫
Eifelrennen,艾费尔赛
AL-KO Kober SE,爱科
Gebroth,格布罗特
Westdeutscher Rundfunk,西德廣播公司
Vachendorf,法亨多尔夫
Öhringen,厄赫林根
Lenne,伦讷河
Roggendorf,罗根多夫
Kall,卡尔
Öko-Test,oeko-test
Ökologisch-Demokratische Partei,生态民主党
Ökologische Plattform,生态纲领
Bad Abbach,巴德阿巴
Tannheim,坦海姆
Diekhusen-Fahrstedt,迪克胡森-法尔斯特
50Hertz Transmission,50赫兹输电公司的电网
Umweltpreis der Bundesstiftung Umwelt,德国环境奖
Zeil,采尔大街
Aicha vorm Wald,艾夏福尔姆瓦尔德
Fridolfing,弗里多尔芬格
Kunstareal München,艺术区
Martinsried,马丁斯里德
Befreiungshalle,解放纪念馆
BR Fernsehen,巴伐利亚电视台
Elsoff,埃尔索夫
Schleiden,施莱登
Hinterschmiding,欣特尔施米丁
Münchner Verkehrs- und Tarifverbund,慕尼黑交通及资费集团
Großer Preis von Deutschland 1956,1956年德國大獎賽
Lautzenhausen,劳岑豪森
Bocka,博卡
Botanischer Garten Osnabrück,奥斯纳布吕克植物园
Großer Preis von Deutschland 1954,1954年德國大獎賽
Tauber,陶貝爾河
Rindermarktbrunnen,牛市喷泉
ALSTOM Stendal,施滕达尔国营维修车间
Großer Preis von Deutschland 1959,1959年德国大奖赛
Seffern,塞费尔恩
Dautphe,道特弗河
Olching,奥尔欣格
Friedrichswalde,弗里德里希斯瓦尔德
Großer Preis von Deutschland 1957,1957年德国大奖赛
Großer Preis von Deutschland 1958,1958年德国大奖赛
Ziltendorf,齐尔滕多尔夫
Zilshausen,齐尔斯豪森
Brakel,布拉克尔
Großer Preis von Deutschland 1961,1961年德国大奖赛
Großer Preis von Deutschland 1962,1962年德國大獎賽
Bahnhof Königs Wusterhausen,柯尼希斯武斯特豪森車站
Die Alexanderschlacht,亞歷山大之戰
Schleißheimer Straße,施莱斯海姆大街
DR-Baureihe 01.10,德意志国铁路01.10型蒸汽机车
Marienmünster,马林明斯特尔
Bolsterlang,博尔斯特尔朗
Zimmern,齐梅尔恩
Opfenbach,奥普芬巴赫
Beverungen,贝费伦根
Eiterfeld,艾特尔费尔德
Schloßplatz,王宫广场
Sternwarte Göttingen,哥廷根天文台
Kirchwalsede,基尔希瓦尔塞德
Bad Münstereifel,巴德明斯特赖费尔
Großer Preis von Deutschland 1965,1965年德国大奖赛
Stegaurach,施泰高拉赫
Oberkassel,奧柏卡瑟爾
Petriroda,佩特里罗达
Neuried,诺伊里德
Bürgermeister,市長
Dreiflüssestadion,三河体育场
Großer Preis von Deutschland 1964,1964年德国大奖赛
Ardex,亞迪克斯公司
Inchenhofen,因兴霍芬
Waldsassen,瓦尔察森
Glasin,格拉辛
Großer Preis von Deutschland 1989,1989年德國大獎賽
Ölbach,厄爾巴赫河 (瓦珀爾巴赫河支流)
Zimmernsupra,齐门苏普拉
Garching an der Alz,阿尔茨河畔加兴
Großer Preis von Deutschland 1966,1966年德國大獎賽
Zimmern unter der Burg,齐梅尔恩翁特尔德尔堡
Wasserburg am Inn,因河畔瓦塞尔布尔格
Hochstift Freising,弗赖辛主教国
Nieheim,尼海姆
Großer Preis von Deutschland 1999,1999年德國大獎賽
Ölpersee,厄爾珀湖
Großer Preis von Deutschland 2001,2001年德國大獎賽
Bonndorf im Schwarzwald,邦多尔夫伊姆斯希瓦尔茨瓦尔德
Aschaffenburg Hauptbahnhof,阿沙芬堡火车总站
Alpina,Alpina
Affing,阿芬格
Altertheim,阿尔特尔泰姆
Ackermann-Teubner-Gedächtnispreis,阿克曼-托伊布納紀念獎
Emtinghausen,埃姆廷格豪森
Großer Preis von Deutschland 1990,1990年德國大獎賽
Großer Preis von Deutschland 1991,1991年德國大獎賽
Großer Preis von Deutschland 1992,1992年德國大獎賽
Waldleiningen,瓦尔德莱宁根
Planebruch,普拉内布鲁
Oberreute,奥贝罗伊特
Savignyplatz,萨维尼广场
Nieder Kostenz,下科斯滕茨
Benediktinerabtei Andechs,安代克斯修道院
Weißwurstäquator,白香腸赤道
Olympische Sommerspiele 1972/Radsport,1972年夏季奥林匹克运动会自行车比赛
Willebadessen,维莱巴德森
Öllingen,厄林根
Dörentrup,德伦特鲁普
Albaner,阿爾巴尼亞人
Großer Preis von Deutschland 1996,1996年德國大獎賽
Großer Preis von Deutschland 1997,1997年德国大奖赛
Großer Preis von Deutschland 1998,1998年德國大獎賽
Kalletal,卡莱塔尔
Bad Driburg,巴德德里堡
Schliersee,施利尔塞
Odeonsplatz,音乐厅广场
Tastungen,塔斯通根
Laim,莱姆 (慕尼黑)
ASC Dudweiler,杜德韦勒综合体育俱乐部
Tegernsee,泰根塞
Augustdorf,奥古斯多尔夫
Schauburg,演出堡
Großer Arber,大阿爾伯山
Hochschule für Musik Würzburg,符茲堡音樂學院
Benediktinerkloster Weltenburg,威爾騰堡修道院
Altshausen,阿尔茨豪森
Altkirchen,旧基兴
SV Alemannia Waldalgesheim,阿勒曼尼亞－瓦爾達爾格斯海姆體育會
Zwangslager Berlin-Marzahn,柏林-馬燦集中營
Englischer Garten,英国花园
Gerolsbach,格罗尔斯巴赫
Ölsen,厄尔森
ASC Nienburg,宁布尔格综合体育俱乐部
Großer Preis von Deutschland 2006,2006年德国大奖赛
Kabelhorst,卡贝尔霍尔斯特
Große Bockau,大博考河
Herrngiersdorf,黑尔恩吉尔斯多尔夫
Großer Preis von Deutschland 2003,2003年德国大奖赛
Ölschnitz,厄爾施尼茨河 (紅美因河支流)
Ölschnitz,厄爾施尼茨河 (白美因河支流)
ASC Göttingen von 1846,ASC1846哥廷根
Zimmerschied,齐梅尔席德
V. SS-Freiwilligen-Gebirgskorps,親衛隊第5山地軍
Geisenfeld,盖森费尔德
Borgentreich,博尔根特赖希
Schloss Weißenstein,魏森斯坦城堡
Bodenheim,博登海姆
Verkehrsmuseum Dresden,德累斯顿交通博物馆
Hirschfeld,希尔施费尔德
Weeze,韦策
Todtenweis,托滕魏斯
Extertal,埃克斯特尔塔尔
Großer Mobil 1 Preis von Deutschland,2004年德国大奖赛
Synagoge Glockengasse,格拉肯加斯犹太会堂
Eibsee,艾布湖
Fußball-Bundesliga 2009/10,2009年至2010年德国女子足球甲级联赛
Holzkirchen,霍尔茨基兴
19. Infanterie-Division,德國國防軍陸軍第19步兵師
ASV Bergedorf 85,伯格多夫85
Linthe,林特
Krummbek,克伦贝克
Eschbach,埃施巴赫
Theatinerkirche,铁阿提纳教堂
Bayerische Oberlandbahn,巴伐利亞高原鐵路
Waging am See,滨湖瓦京
Oerlinghausen,厄灵豪森
Ramerberg,拉梅尔贝尔格
Benediktinerabtei St. Emmeram,圣宜美拉修院
Isartor,伊萨尔门
Schlangen,施兰根
Amt Bad Wilsnack/Weisen,巴德维尔斯纳克/韦森
Werbellinsee,韋爾貝林湖 (巴爾尼姆縣)
J 21,容克斯J 21
Verkehrsverbund Berlin-Brandenburg,柏林-勃兰登堡运输协会
Klassik Stiftung Weimar,魏玛古典基金会
Großer Preis von Deutschland 1993,1993年德國大獎賽
Großer Preis von Deutschland 1994,1994年德國大獎賽
Großer Preis von Deutschland 1995,1995年德國大獎賽
Kelbke,凱爾布克河
Bernried,贝尔恩里德
Lörzweiler,勒尔茨魏莱尔
Tensfeld,滕斯费尔德
Leopoldshöhe,莱奥波尔茨赫黑
St. Jakob,苏格兰修道院
Neger,內格河
Wannseebahn,万湖铁路
Engelbrechtsche Wildnis,恩格尔布雷希茨歇维尔德尼斯
Zingst,钦格斯特
Anger,安赫尔
Lügde,吕格德
Wassenberg,瓦森贝尔格
Leckner Ach,萊克阿赫河
Wachtendonk,瓦赫滕东克
Großer Preis von Deutschland 2002,2002年德国大奖赛
Ölrain,厄爾賴恩山
Buchen,布亨
Selfkant,塞尔夫坎特
Jagel,亚格尔
Übach-Palenberg,于巴-帕伦贝尔格
Horn-Bad Meinberg,霍尔恩-巴德迈因贝尔格
Zinkenkopf,欽肯山 (貝希特斯加登阿爾卑斯山脈)
Barntrup,巴尔恩特鲁普
Albertshofen,阿尔贝尔茨霍芬
Grebenstein,格雷本施泰因
Öse,厄瑟河 (內特河支流)
KZ-Außenlager Kaufering IV – Hurlach,考佛林集中營
Geigelstein,蓋蓋爾施泰因山
Siegstrecke,西格河铁路
Rheinbrohl,赖因布罗尔
Gangelt,甘格尔特
Erzbistum Freiburg,天主教弗赖堡总教区
Waldfeucht,瓦尔德福伊赫特
ASC Schöppingen,舍平根体育俱乐部
ASDEX Upgrade,ASDEX升级
Großer Preis von Deutschland 2011,2011年德国大奖赛
Uedem,乌埃德姆
Öpfingen,厄普芬根
Kleiner Arbersee,小阿伯湖
Simssee,辛姆湖
Oderhochwasser 1997,1997年中欧洪水
Mittelgebirgsschwelle,德国中部山脉
Deutscher Sparkassen- und Giroverband,德国储蓄银行及转账协会
ASV Landau,兰道综合体育俱乐部
Craimoosweiher,克賴莫斯魏爾湖
Rees,雷斯
Wegberg,韦格贝尔格
Grevenkop,格雷芬科普
