日本,일본
横浜スタジアム,요코하마 스타디움
熊本大学,구마모토 대학
立正大学,릿쇼 대학
自衛隊,자위대
落合南長崎駅,오치아이미나미나가사키역
練馬春日町駅,네리마카스가초역
新江古田駅,신에고타역
外苑前駅,가이엔마에역
中野坂上駅,나카노사카우에역
はやぶさ,하야부사
JRバス,JR 버스
糸島市,이토시마시
えちぜん鉄道,에치젠 철도
東大前駅,도다이마에역
甲子園口駅,고시엔구치역
唐津城,가라쓰성
旭川駅,아사히카와역
山口大学,야마구치 대학
川越城,가와고에성
中井駅,나카이역
西区,니시구
大館能代空港,오다테 노시로 공항
松江藩,마쓰에번
下北半島国定公園,시모키타한토 국정공원
内閣総理大臣,일본의 내각총리대신
国立競技場駅,고쿠리쓰쿄기조역
平戸島,히라도섬
房総半島,보소반도
暴走族,폭주족
奥尻町,오쿠시리정
青井岳駅,아오이다케역
宝木駅,호기역
徳島線,도쿠시마선
新吉野駅,신요시노역
安藤百福発明記念館 大阪池田,인스턴트 라멘 발명기념관
新田駅,닛타역
国道19号,국도 제19호선
小野田線,오노다선
末恒駅,스에쓰네역
大阪天満宮駅,오사카텐만구역
海老江駅,에비에역
千日前線,오사카 시 교통국 지하철 센니치마에 선
南港ポートタウン線,오사카 시 교통국 신교통 난코 포트 타운 선
片町線,가타마치선
北新地駅,기타신치역
京橋駅,교바시역
浦幌駅,우라호로역
関東地震,간토 대지진
彦根城,히코네성
龍野藩,다쓰노번
スーパーはくと,슈퍼 하쿠토
あさま,아사마
高知城,고치성
長浜城,나가하마성
大里郡,오사토군
比企郡,히키군
久慈郡,구지군
猿島郡,사시마군
全国高等学校野球選手権大会,일본 전국 고등학교 야구 선수권 대회
船橋市,후나바시시
八戸線,하치노헤선
瀬峰駅,세미네역
下灘駅,시모나다역
南宮崎駅,미나미미야자키역
堀江駅,호리에역
陸前山王駅,리쿠젠산노역
串駅,구시역
岩沼駅,이와누마역
伊予亀岡駅,이요카메오카역
伊予和気駅,이요와케역
油島駅,유시마역
A-1 Pictures,A-1 Pictures
オリエンタルエアブリッジ,오리엔탈 에어 브릿지
山梨大学,야마나시 대학
小樽駅,오타루역
立命館大学,리쓰메이칸 대학
鉄道総合技術研究所,철도종합기술연구소
桜美林大学,오비린 대학
文化庁,일본 문화청
文化の日,문화의 날 (일본)
参宮橋駅,산구바시역
文永,분에이
日本維新の会,일본유신회
宇久町,우쿠정
日本の首都,일본의 수도
保谷市,호야시
GIZA studio,기자 스튜디오
知多半島,지타반도
元離宮二条城,옛 별궁 니조성
小田原城,오다와라성
岡崎城,오카자키성
ミッドタウン・タワー,미드타운 타워
新日本プロレス,신일본 프로레슬링
藩閥,번벌
嘉応,가오
天治,덴지
大和路線,야마토지선
日本製鉄,일본제철
隼人,하야토
根室本線,네무로 본선
西新宿五丁目駅,니시신주쿠 5초메역
J1リーグ,J리그 디비전 1
神崎町,고자키정
富岡町,도미오카정
双葉町,후타바정
東京芸術大学,도쿄 예술대학
幸区,사이와이구
安房郡,아와군
留萌振興局,루모이 진흥국
堺田駅,사카이다역
Superfly,슈퍼플라이
浜村駅,하마무라역
清水原駅,시미즈하라역
倉吉駅,구라요시역
梅ケ沢駅,우메가사와역
豊頃駅,도요코로역
厚内駅,아쓰나이역
阿田和駅,아타와역
湖山駅,고야마역
村崎野駅,무라사키노역
泊駅,도마리역
嵯峨野線,사가노선
峰山藩,미네야마번
カラーテレビゲーム,컬러 TV 게임
東京メトロ銀座線,도쿄 지하철 긴자 선
内子線,우치코선
札内駅,사쓰나이역
陸中折居駅,리쿠추오리이역
福部駅,후쿠베역
尺別信号場,샤쿠베쓰역
花巻空港駅,하나마키쿠코 역
因美線,인비선
ハーレクィンエア,할리퀸 항공
伊予中山駅,이요나카야마역
千丈駅,센조역
伊予石城駅,이요이와키역
内子駅,우치코역
栄区,사카에구
都筑区,쓰즈키구
瀬谷区,세야구
宍道湖,신지호
和歌山城,와카야마성
函館駅,하코다테역
根室振興局,네무로 진흥국
上川総合振興局,가미카와 종합진흥국
浜松城,하마마쓰성
お茶の水女子大学,오차노미즈 여자대학
西湖,사이호
福井城,후쿠이성
鳥取城,돗토리성
釧路駅,구시로역
帯広駅,오비히로역
六本木一丁目駅,롯폰기 1초메 역
天草飛行場,아마쿠사 비행장
恩納村,온나촌
利府町,리후정
東村,히가시촌
小笠原村,오가사와라촌
洞爺湖町,도야코정
コンピュータエンターテインメント協会,컴퓨터 엔터테인먼트 협회
シング,CING
城里町,시로사토정
東海村,도카이촌
山田町,야마다정
浪江町,나미에정
上智大学,조치 대학
理化学研究所,이화학연구소
福塩線,후쿠엔선
岩美駅,이와미역
古瀬駅,후루세역
直別信号場,조쿠베쓰역
松崎駅,마쓰자키역
予土線,요도선
青谷駅,아오야역
新鹿駅,아타시카역
居組駅,이구미역
花泉駅,하나이즈미역
大岩駅,오이와역
下條村,시모조촌
神流町,간나정
下市町,시모이치정
愛媛大学,에히메 대학
幕府,막부
東京都庁,도쿄도청
札沼線,삿쇼선
桜田門駅,사쿠라다몬역
溜池山王駅,다메이케산노역
東灘区,히가시나다구
西区,니시구
三宅島,미야케섬
千代田,지요다
東京メトロ千代田線,도쿄 지하철 지요다 선
長崎駅,나가사키역
産業技術総合研究所,일본 산업기술총합연구소
日本の交通,일본의 교통
高津区,다카쓰구
井手町,이데정
元興寺,간고지
扶桑町,후소정
八幡浜駅,야와타하마역
下宇和駅,시모우와역
高光駅,다카미쓰역
西大洲駅,니시오즈역
上宇和駅,가미우와역
伊予吉田駅,이요요시다역
伊予立川駅,이요타치카와역
卯之町駅,우노마치역
立間駅,다치마역
五十崎駅,이카자키역
双岩駅,후타이와역
伊予平野駅,이요히라노역
諸寄駅,모로요세역
十弗駅,도후쓰역
前沢駅,마에사와역
内子町,우치코정
2006年自由民主党総裁選挙,2006년 일본 자유민주당 총재 선거
佐渡空港,사도 공항
平泉町,히라이즈미정
木佐野佐,기노자촌
原村,하라촌
西三荘駅,니시산소역
カルピス,칼피스
門真市駅,가도마시역
古川橋駅,후루카와바시역
黒川駅,구로카와역
近鉄鈴鹿線,긴키 닛폰 철도 스즈카 선
近鉄生駒線,긴키 닛폰 철도 이코마 선
相見駅,아이미역
淀江駅,요도에역
とうきょうスカイツリー駅,도쿄 스카이트리역
昆布盛駅,곤부모리역
大山口駅,다이센구치역
森永製菓,모리나가 제과
多野郡,다노군
佐波郡,사와군
承和,조와
天安,덴난
貞観,조간
厚岸駅,앗케시역
大岡駅,오오카역
別当賀駅,벳토가역
浜中駅,하마나카역
茶内駅,자나이역
国道25号,국도 제25호선
中山口駅,나카야마구치역
和寒駅,왓사무역
姶良駅,아이라역
塩狩駅,시오카리역
新富士駅 (北海道),신후지역
rhythm zone,리듬존
三河湾,미카와만
琉球エアーコミューター,류큐 에어 커뮤터
吉良町,기라정
室町幕府,무로마치 막부
若葉区,와카바구
稲毛区,이나게구
北の丸公園,기타노마루 공원
表参道ヒルズ,오모테산도 힐스
塩尻峠の戦い,시오지리토게 전투
琴平駅,고토히라역
善通寺駅,젠쓰지역
群馬八幡駅,군마야와타역
八橋駅,야바세역
初田牛駅,핫타우시역
仙北町駅,센보쿠초역
上尾幌駅,가미오보로역
花咲駅,하나사키역
坪尻駅,쓰보지리역
古館駅,후루다테역
紫波中央駅,시와추오역
新利府駅,신리후역
由良駅,유라역
利府駅,리후역
赤碕駅,아카사키역
石鳥谷駅,이시도리야역
矢幅駅,야하바역
御殿場駅,고텐바역
紀宝町,기호정
売木村,우루기촌
高森町,다카모리정
三郷町,산고정
普天間飛行場,후텐마 비행장
八開村,하치카이촌
初詣,하쓰모데
浜離宮恩賜庭園,하마리큐 은사정원
上北山村,가미키타야마촌
清水町,시미즈정
美浦村,미호촌
日詰駅,히즈메역
札幌市電,삿포로 시덴
大化,다이카
霞ヶ浦,가스미가우라호
浦安駅 (千葉県),우라야스역
和歌山大学,와카야마 대학
太地町,다이지정
千代田町,지요다정
みよし市,미요시시
六原駅,로쿠하라역
山ノ目駅,야마노메역
利別駅,도시베쓰역
水沢駅,미즈사와역
稲士別駅,이나시베쓰역
金ケ崎駅,가네가사키역
大楽毛駅,오타노시케역
鳥取大学前駅,돗토리다이가쿠마에역
宮崎駅,미야자키역
国道26号,국도 제26호선
下市駅,시모이치역
浦安駅,우라야스역
糸魚沢駅,이토이자와역
別保駅,벳포역
金蔵寺駅,곤조지역
落石駅,오치이시역
御来屋駅,미쿠리야역
尾幌駅,오보로역
近鉄山田線,긴키 닛폰 철도 야마다 선
土佐岩原駅,도사이와하라역
土佐穴内駅,도사아나나이역
甘楽郡,간라군
山科区,야마시나구
利根郡,도네군
下京区,시모교구
難波,난바
カシオペア,카시오페아
北群馬郡,기타군마군
中京区,나카교구
邑楽郡,오라군
2008年の日本シリーズ,2008년 일본 시리즈
富士見村,후지미촌
東洋文庫,동양문고
内浦湾,우치우라만
寺社奉行,지샤부교
西南学院大学,세이난 가쿠인 대학
京急逗子線,게이힌 급행 전철 즈시 선
三重大学,미에 대학
姉別駅,아네베쓰역
北高崎駅,기타타카사키역
東北新幹線,도호쿠 신칸센
大田口駅,오타구치역
阿波川口駅,아와카와구치역
大歩危駅,오보케역
磯部駅,이소베역
北剣淵駅,기타켄부치역
土佐北川駅,도사키타가와역
梅田スカイビル,우메다 스카이 빌딩
北硫黄島,기타이오섬
明石城,아카시성
参勤交代,산킨코타이
長府藩,조후번
FIFAクラブワールドカップ2008・決勝,2008년 FIFA 클럽 월드컵 결승전
FIFAクラブワールドカップ2006・決勝,FIFA 클럽 월드컵 2006 결승전
FIFAクラブワールドカップ2007・決勝,2007년 FIFA 클럽 월드컵 결승전
FIFAクラブワールドカップ2011・決勝,2011년 FIFA 클럽 월드컵 결승전
小樽商科大学,오타루 상과대학
今市市,이마이치시
久世郡,구세군
北相馬郡,기타소마군
那珂川,나카강
山武郡,산부군
代官山町,다이칸야마
入間郡,이루마군
金沢区,가나자와구
野木町,노기정
大紀町,다이키정
長南町,조난정
パパドル!,아빠는 아이돌
泰阜村,야스오카촌
花王,카오
日本の犯罪と治安,일본의 범죄와 치안
金野駅,긴노역
旭区,아사히구
港南区,고난구
南区,미나미구
美浜区,미하마구
中区,나카구
中央区,주오구
花見川区,하나미가와구
中央本線,주오 본선
長崎本線,나가사키 본선
スターダストプロモーション,스타더스트 프로모션
上飯田線,나고야 시 교통국 지하철 가미이다 선
茗荷谷駅,묘가다니역
新大塚駅,신오쓰카역
近鉄長野線,긴키 닛폰 철도 나가노 선
繁藤駅,시게토역
豊永駅,도요나가역
瑞穂駅,미즈호역
名鉄竹鼻線,나고야 철도 다케하나 선
多寄駅,다요로역
長崎電気軌道,나가사키 전기 궤도
ゆうばり国際ファンタスティック映画祭,유바리 국제 판타스틱 영화제
山形自動車道,야마가타 자동차도
大日本愛国党,대일본애국당
南区,미나미구
日本の尺貫法,척관법
大阪芸術大学,오사카 예술대학
浦和市,우라와시
宮前区,미야마에구
多摩区,다마구
2000年シドニーオリンピックの日本選手団,2000년 하계 올림픽 일본 선수단
稲敷郡,이나시키군
綴喜郡,쓰즈키군
南佐久郡,미나미사쿠군
中巨摩郡,나카코마군
東吉野村,히가시요시노촌
黒滝村,구로타키촌
田原本町,다와라모토정
大網白里市,오아미시라사토시
明和町,메이와정
見沼区,미누마구
教育基本法,교육기본법
北海道,홋카이도
ウルフルズ,우루후루즈
このライトノベルがすごい!,이 라이트 노벨이 대단해!
浜益村,하마마스촌
栗沢町,구리사와정
NTTデータグループ,NTT 데이터
城西国際大学,조사이 국제 대학
法務省,일본 법무성
岩国飛行場,이와쿠니 비행장
北村,기타촌
厚田村,아쓰타촌
モード学園コクーンタワー,모드 학원 코쿤 타워
由良町,유라정
明和町,메이와정
灘区,나다구
吉野郡,요시노군
草食系,초식남
結城郡,유키군
能勢町,노세정
白川町,시라카와정
青葉区,아오바구
与謝野町,요사노정
横芝光町,요코시바히카리정
愛川町,아이카와정
精華町,세이카정
南牧村,미나미마키촌
野迫川村,노세가와촌
剣淵駅,겐부치역
西鉄天神大牟田線,니시테쓰 덴진오무타선
近鉄吉野線,긴키 닛폰 철도 요시노 선
風連駅,후렌역
土佐山田駅,도사야마다역
西鉄福岡（天神）駅,니시테쓰 후쿠오카(덴진)역
黒井駅,구로이역
下士別駅,시모시베쓰역
下山事件,시모야마 사건
飛鳥山公園,아스카야마 공원
花とゆめ,하나토유메
ラブホテル,러브 호텔
バンカ島事件,방카섬 대학살
三石町,미쓰이시정
青山霊園,아오야마 영원
西方町,니시카타정
上郡町,가미고리정
太子町,다이시정
阿智村,아치촌
白子町,시라코정
河内町,가와치정
吉岡町,요시오카정
浦和区,우라와구
西京区,니시쿄구
西加茂郡,니시카모군
せたな町,세타나정
Elements Garden,엘레멘츠 가든
アクアプラス,아쿠아플러스
弁天台場,벤텐다이바
大洲城,오즈성
中山道,나카센도
福知山線,후쿠치야마선
Navel,네이블
西区,니시구
東銀座駅,히가시긴자역
新高円寺駅,신코엔지역
淡路町駅,아와지초역
方南町駅,호난초역
東高円寺駅,히가시코엔지역
熊本市交通局,구마모토시 교통국
なすの,나스노
土佐長岡駅,도사나가오카역
後免駅,고멘역
小歩危駅,고보케역
士別駅,시베쓰역
名鉄尾西線,나고야 철도 비사이 선
大杉駅,오스기역
角茂谷駅,가쿠모다니역
新改駅,신가이역
東六線駅,히가시로쿠센역
納沙布岬灯台,노삿푸미사키 등대
山田西町駅,야마다니시마치역
大治町,오하루정
武豊町,다케토요정
京丹波町,교탄바정
長野原町,나가노하라정
緑区,미도리구
泉区,이즈미구
北安曇郡,기타아즈미군
南区,미나미구
幡豆町,하즈정
相楽郡,소라쿠군
一色町,잇시키정
東茨城郡,히가시이바라키군
湘南台駅,쇼난다이역
大和駅,야마토역
亀戸駅,가메이도역
吉田郡山城,고리야마 성
関西学院大学,간세이 가쿠인 대학
墨俣城,스노마타성
長浜駅,나가하마역
磯城郡,시키군
里庄町,사토쇼정
上伊那郡,가미이나군
養老郡,요로군
三宅村,미야케촌
阪和線,한와선
日の出町,히노데정
81プロデュース,81프로듀스
福井藩,후쿠이번
三ツ沢上町駅,미쓰자와카미초역
弘前藩,히로사키번
松代藩,마쓰시로번
西高蔵駅,니시타카쿠라역
熱田神宮西駅,진구니시역
国際花と緑の博覧会,국제 꽃과 초록의 박람회
八事日赤駅,야고토닛세키역
高松藩,다카마쓰번
吉野山,요시노산
命婦,명부
大治,다이지
島本駅,시마모토역
向日町駅,무코마치역
坂田駅,사카타역
稲美町,이나미정
緑区,미도리구
神河町,가미카와정
北陸新幹線,호쿠리쿠 신칸센
亀山城 (丹波国),가메야마성
京急大師線,게이힌 급행 전철 다이시 선
エレクトーン,일렉톤
高山城,다카야마성
道後温泉,도고 온천
白石城,시로이시성
天童藩,덴도번
鹿島建設,가시마 건설
中央区,주오구
静岡新聞,시즈오카 신문
足柄駅,아시가라역
門静駅,몬시즈역
岩手飯岡駅,이와테이오카역
新谷駅,니야역
名鉄羽島線,나고야 철도 하시마 선
塩入駅,시오이리역
讃岐財田駅,사누키사이다역
下北条駅,시모호조역
箸蔵駅,하시쿠라역
西和田駅,니시와다역
厚床駅,앗토코역
野田第2次改造内閣,노다 내각
兵庫区,효고구
長田区,나가타구
垂水区,다루미구
北区,기타구
内之浦宇宙空間観測所,우치노우라 우주 센터
中海,나카우미호
日本経済新聞,니혼케이자이 신문
信越化学工業,신에쓰 화학공업
水晶島,탄필레바섬
日本の民族問題,일본의 민족 문제
名神高速道路,메이신 고속도로
在日ロシア人,재일 러시아인
ラッツ&スター,랫츠 앤 스타
DHC,DHC
山添村,야마조에촌
上関町,가미노세키정
宇治田原町,우지타와라정
富士郡,후지군
大野町,오노정
阿南町,아난정
嬬恋村,쓰마고이촌
加島駅,가시마역
田村駅,다무라역
御幣島駅,미테지마역
巡音ルカ,메구리네 루카
甲南大学,고난 대학
小川原湖,오가와라호
山崎駅,야마자키역
田方郡,다가타군
お盆,오본
新温泉町,신온센정
米沢藩,요네자와번
五稜郭駅,고료카쿠역
国鉄C62形蒸気機関車,일본국유철도 C62형 증기 기관차
信越本線,신에쓰 본선
新田金山城,가나야마성
西宮駅,니시노미야역
長堀橋駅,나가호리바시역
立花駅,다치바나역
須磨駅,스마역
中部電力,주부 전력
中国自動車道,주고쿠 자동차도
新潟県中越地震,니가타현 주에쓰 지진
中央自動車道,주오 자동차도
中央大学,주오 대학
中日新聞,주니치 신문
浮島丸,우키시마마루 호
鳥取藩,돗토리번
郵政省,일본 우정성
八ヶ岳,야쓰가타케산
琉球独立運動,류큐 독립운동
佐原市,사와라시
久御山町,구미야마정
長生郡,조세이군
天川村,덴카와촌
早稲田駅,와세다역
内閣官房長官,일본의 내각관방장관
与謝郡,요사군
船井郡,후나이군
千歳山,지토세산
砂田橋駅,스나다바시역
宮川町,미야가와쵸
スパイラル,스파이럴
北星学園大学,호쿠세이 가쿠엔 대학
舞岡駅,마이오카역
鳴子火山群,나루코산
三井物産,미쓰이 물산
利根町,도네정
榛原郡,하이바라군
境町,사카이정
那須郡,나스군
上水内郡,가미미노치군
上高井郡,가미타카이군
東筑摩郡,히가시치쿠마군
刈羽郡,가리와군
明石駅,아카시역
サテライト,사테라이트
竜王町,류오정
ひかりレールスター,히카리 레일스타
昭和区,쇼와구
多可町,다카정
白泉社,하쿠센샤
猪名川町,이나가와정
新発田城,시바타성
新函館北斗駅,신하코다테호쿠토역
千石駅,센고쿠역
志村三丁目駅,시무라 3초메 역
七隈線,후쿠오카 시 교통국 지하철 나나쿠마 선
姪浜駅,메이노하마역
天神駅,덴진역
宝塚大劇場,다카라즈카 대극장
代々木八幡駅,요요기하치만역
不知火,시라누이
阪神なんば線,한신 전기 철도 한신 난바 선
本荘藩,혼조번
円町駅,엔마치역
動物園前駅,도부쓰엔마에역
はるか,하루카
駿府城,슨푸성
MAZDA Zoom-Zoom スタジアム広島,MAZDA Zoom-Zoom 스타디움 히로시마
田上町,다가미정
土佐大津駅,도사오쓰역
近鉄南大阪線,긴키 닛폰 철도 미나미오사카 선
歯舞村,하보마이촌
犀潟駅,사이가타역
三縄駅,미나와역
祖谷口駅,이야구치역
諫早駅,이사하야역
名寄高校駅,히가시후렌역
名寄駅,나요로역
芝公園駅,시바코엔역
北日本,북일본
国民栄誉賞,국민영예상
岡崎藩,오카자키번
日高市,히다카시
壱岐空港,이키 공항
阪神工業地帯,한신 공업지대
国道6号,국도 제6호선
葛西臨海公園,가사이린카이 공원
蓮根駅,하스네역
情報収集衛星,IGS 위성
富士山の噴火史,후지 산의 분화 역사
岩船郡,이와후네군
吉備国,기비국
東蒲原郡,히가시칸바라군
西蒲原郡,니시칸바라군
中魚沼郡,나카우오누마군
笠置町,가사기정
仙川駅,센가와역
幕張本郷駅,마쿠하리혼고역
京王八王子駅,게이오 하치오지역
東日本橋駅,히가시니혼바시역
第19回参議院議員通常選挙,제19회 일본 참의원 의원 통상선거
第2次小泉内閣,제2차 고이즈미 내각
天竜峡駅,덴류쿄역
三田駅,미타역
泉岳寺駅,센가쿠지역
国家公安委員会,일본 국가공안위원회
南日本,남일본
麻生内閣,아소 내각
千代駅,지요역
茨城町,이바라키정
西区,니시구
八千代町,야치요정
播磨町,하리마정
上信越高原国立公園,조신에쓰 고원 국립공원
恭仁京,구니쿄
矢掛町,야카게정
ナゴヤドーム前矢田駅,나고야 돔 마에 야다역
塩釜口駅,시오가마구치역
加賀藩,가가번
小田原藩,오다와라번
尼崎藩,아마가사키번
岡山藩,오카야마번
膳所藩,제제번
徳山藩,도쿠야마번
A3チャンピオンズカップ2004,2004년 A3 챔피언스컵
東吾妻町,히가시아가쓰마정
金剛峯寺,곤고부지
塩谷町,시오야정
三宅町,미야케정
恵比寿,에비스
甘楽町,간라정
海浜幕張駅,가이힌마쿠하리역
成田空港駅,나리타 공항역
東京テレポート駅,도쿄 텔레포트역
羽田空港第1・第2ターミナル駅,하네다 공항 국내선 터미널역
名城線,나고야 시 교통국 지하철 메이조 선
台場駅,다이바역
明大前駅,메이다이마에역
加美郡,가미군
泉崎村,이즈미자키촌
大河原町,오가와라정
北区,기타구
須磨区,스마구
北足立郡,기타아다치군
美方郡,미카타군
中川区,나카가와구
香美町,가미정
天白区,덴파쿠구
世羅郡,세라군
畿内,기나이
新幹線E3系電車,신칸센 E3계 전동차
アリスJAPAN,앨리스 재팬
トワイライトエクスプレス,트와일라이트 익스프레스
函南町,간나미정
長柄町,나가라정
笠松町,가사마쓰정
京王動物園線,게이오 전철 도부쓰엔 선
京王相模原線,게이오 전철 사가미하라선
同人ゲーム,동인 게임
糸魚川静岡構造線,이토이가와-시즈오카 구조선
東武伊勢崎線,도부 철도 이세사키 선
中越地方,주에쓰 지방
中央林間駅,주오린칸역
博多南駅,하카타미나미역
鏡野町,가가미노정
和気郡,와케군
早島町,하야시마정
ミッドランドスクエア,미들랜드 스퀘어
一宮町,이치노미야정
片品村,가타시나촌
浜北区,하마키타구
カラー,카라
西馬込駅,니시마고메역
ミニストップ,미니스톱
内幸町駅,우치사이와이초역
高島平駅,다카시마다이라역
月山富田城,도다 성
手稲駅,데이네역
富良野線,후라노선
御成門駅,오나리몬역
名東区,메이토구
南区,미나미구
守山区,모리야마구
美浜町,미하마정
紀北町,기호쿠정
御浜町,미하마정
阿見町,아미정
南禅寺,난젠지
水前寺成趣園,스이젠지조주엔
サクセス,석세스
鬼怒川,기누강
神崎郡,간자키군
青海駅,아오미역
川辺郡,가와베군
佐用郡,사요군
加古郡,가코군
安堵町,안도정
市川町,이치카와정
芝山町,시바야마정
印南町,이나미정
南伊豆町,미나미이즈정
白川村,시라카와촌
河合町,가와이정
西桂町,니시카쓰라정
五箇山,고카야마
高山村,다카야마촌
下北山村,시모키타야마촌
入善町,뉴젠정
板倉町,이타쿠라정
神戸町,고도정
鋸南町,교난정
和束町,와즈카정
三戸郡,산노헤군
西鎌倉駅,니시카마쿠라역
目白山下駅,메지로야마시타역
富士見町駅,후지미초역
アクトシティ浜松,액트시티 하마마쓰
ヤマダデンキ,야마다 전기
みずほ,미즈호
陸奥国,무쓰국
武蔵国,무사시국
阿波国,아와국
富山藩,도야마번
小浜藩,오바마번
PS COMPANY,피에스 컴퍼니
桐紋,기리몬
クローバースタジオ,클로버 스튜디오
環境大臣,일본의 환경대신
芝山鉄道,시바야마 철도
美浜町,미하마정
安達郡,아다치군
西津軽郡,니시쓰가루군
石川郡,이시카와군
下閉伊郡,시모헤이군
豊島園駅,도시마엔역
練馬駅,네리마역
中国新聞,주고쿠 신문
横浜高速鉄道,요코하마 고속 철도
東ソー,토소
郵便事業,우편사업
首里城,슈리성
合同庁舎,일본의 합동청사
中央・総武緩行線,주오·소부 완행선
中央高地,주오 고지
1998年長野オリンピックの日本選手団,1998년 동계 올림픽 일본 선수단
大和田駅,오와다역
白山駅,하쿠산역
西巣鴨駅,니시스가모역
西台駅,니시다이역
新板橋駅,신이타바시역
南森町駅,미나미모리마치역
蝦夷地,에조치
フランポネ,프랑포네
日明貿易,명일무역
芳賀町,하가정
上牧町,간마키정
岩舟町,이와후네정
中洲川端駅,나카스카와바타역
本蓮沼駅,모토하스누마역
西高島平駅,니시타카시마다이라역
八丈小島,하치조코섬
新高島平駅,신타카시마다이라역
高松塚古墳,다카마쓰 고분
板橋区役所前駅,이타바시쿠야쿠쇼마에역
志村坂上駅,시무라사카우에역
南秋田郡,미나미아키타군
ニトロプラス,니트로플러스
マッグガーデン,맥 가든
鳴子御殿湯駅,나루코고텐유역
中山平温泉駅,나카야마다이라온센역
大阪城ホール,오사카성 홀
谷町六丁目駅,다니마치 6초메역
南知多町,미나미치타정
池田町,이케다정
玉村町,다마무라정
石山本願寺,이시야마 혼간지
長崎原爆資料館,나가사키 원폭 자료관
1932年レークプラシッドオリンピックの日本選手団,1932년 동계 올림픽 일본 선수단
京成上野駅,게이세이우에노역
ローレル賞,로렐상
ゆうちょ銀行,유초 은행
春日町,하루히정
長門国,나가토국
函館空港,하코다테 공항
岩瀬郡,이와세군
田村郡,다무라군
ソープランド,증기탕
越後長岡藩,나가오카번
八月十八日の政変,8월 18일의 정변
2009年の日本シリーズ,2009년 일본 시리즈
クラブきっず事件,클럽 키즈 사건
麻生区,아사오구
三菱重工浦和レッズレディース,우라와 레드 다이아몬즈 레이디스
アニメイト,애니메이트
さくら夙川駅,사쿠라슈쿠가와역
伊具郡,이구군
北蒲原郡,기타칸바라군
西置賜郡,니시오키타마군
石川郡,이시카와군
豊田郡,도요타군
北方町,기타가타정
榛東村,신토촌
佐久穂町,사쿠호정
京急空港線,게이힌 급행 전철 공항선
越中国,엣추국
肥前国,히젠국
文藝春秋,분게이슌주
浜名郡,하마나군
大阪フィルハーモニー交響楽団,오사카 필하모니 교향악단
ドクターイエロー,닥터 옐로우
京急久里浜線,게이힌 급행 전철 구리하마 선
中央線,오사카시 고속 전기궤도 주오 선
海峡線,가이쿄선
北海道新聞,홋카이도 신문
伊予国,이요국
クラレ,쿠라레
日本国政府と中華人民共和国政府の共同声明,중일공동성명
新千歳空港,신치토세 공항
テレビ朝日,TV 아사히
川辺町,가와베정
大鹿村,오시카촌
山中湖,야마나카호
愛甲石田駅,아이코이시다역
上道駅,아가리미치역
総社,소자
足柄駅,아시가라역
芦屋川駅,아시야가와역
青葉区,아오바구
難波京,나니와쿄
東浅井郡,히가시아자이군
能登川駅,노토가와역
伊香郡,이카군
多気郡,다키군
出羽三山,데와 3산
名西郡,묘자이군
東田川郡,히가시타가와군
大山隠岐国立公園,다이센오키 국립공원
瑞江駅,미즈에역
馬込駅,마고메역
大島駅 (東京都),오지마역
宝町駅,다카라초역
北綾瀬駅,기타아야세역
所沢航空発祥記念館,도코로자와 항공발상기념관
船堀駅,후나보리역
戸越駅,도고시역
西大寺,사이다이지
三浦郡,미우라군
喬木村,다카기촌
木曽岬町,기소사키정
請西藩,조자이번
日本橋駅,닛폰바시역
東武東上本線,도부 철도 도조 본선
Key Sounds Label,키 사운즈 레이블
高輪台駅,다카나와다이역
天狗党の乱,덴구당의 난
新発田藩,시바타번
中延駅,나카노부역
湘南深沢駅,쇼난후카사와역
芦屋駅,아시야역
新湊市,신미나토시
犬山城,이누야마성
東村山郡,히가시무라야마군
東置賜郡,히가시오키타마군
さくら,사쿠라
粟生駅,아오역
日本の査証政策,일본의 비자 정책
三島郡,산토군
山県郡,야마가타군
神石郡,진세키군
西村山郡,니시무라야마군
飽海郡,아쿠미군
ホンダ・レーシング,혼다 레이싱
大阪平野,오사카평야
川西町,가와니시정
Leaf,리프
東大島駅,히가시오지마역
秋田朝日放送,아키타 아사히 방송
神社本庁,신사본청
TVQ九州放送,TVQ 규슈 방송
馬印,우마지루시
仙台市営地下鉄南北線,센다이 시 교통국 지하철 난보쿠 선
空港線,후쿠오카 시 교통국 지하철 공항선
西白河郡,니시시라카와군
伊達郡,다테군
八束郡,야쓰카군
南会津郡,미나미아이즈군
相馬郡,소마군
Sky Dream Fukuoka,Sky Dream Fukuoka
加賀国,가가국
大和国,야마토국
読売日本交響楽団,요미우리 일본 교향악단
涌谷町,와쿠야정
海部郡,가이후군
木田郡,기타군
香川郡,가가와군
度会町,와타라이정
南山城村,미나미야마시로촌
吉野町,요시노정
三井郡,미이군
奈義町,나기정
美咲町,미사키정
谷町九丁目駅,다니마치 9초메역
六合村,구니촌
南区,미나미구
赤坂駅,아카사카역
堺区,사카이구
東区,히가시구
秋川市,아키가와시
大沼郡,오누마군
河沼郡,가와누마군
棚倉町,다나구라정
最上郡,모가미군
伊予松山藩,마쓰야마번
筑肥線,지쿠히선
赤穂郡,아코군
揖保郡,이보군
北埼玉郡,기타사이타마군
与野市,요노시
湘南町屋駅,쇼난마치야역
菰野町,고모노정
根羽村,네바촌
御代田町,미요타정
