반기문,潘基文
법정 (승려),法頂
변동림,卞東琳
변상욱,卞相昱
문태종,文泰鐘
신영록,辛泳録
신상옥,申相玉
한선화,ハン・ソナ
민,ミン
베르그송 구스타부 시우베이라 다 시우바,ベルグソン・グスタヴォ・シウヴェイラ・ダ・シウヴァ
성시연,ソン･シヨン
장찬재,ジャン・チャンジェ
장경구,張慶九
이재형,李載灐
이재후 (아나운서),李載厚 (アナウンサー)
이정문 (만화가),李政文
이정미,李貞美
이정민,イ・ジョンミン
이정민,イ・ジョンミン
이정빈 (1937년),李廷彬
이주실,イ・ジュシル
이주연 (성우),イ・ジュヨン
이주연 (아나운서),イ・ジュヨン
이주영 (1951년),李柱栄
이주영,イ・ジュヨン
이주현 (1982년),イ・ジュヒョン
이준,イ・イン
이주희,イ・ジュヒ
이주호 (가수),李柱浩
이준용,李埈鎔
이준우,イ・ジュヌ
백승주,白承周
백승호,白昇浩
백용호 (공무원),白容鎬
백원길,ペク・ウォンギル
백원우,白元宇
이찬진,イ・チャンジン
이창근 (1911년),李昌根
이창용,李昌ヨン
이창용 (가수),イ・チャンヨン
이창환 (축구인),李チャンファン
이창희,李昌熙
이채은,イ・チェウン
김혜성,キム・ヘソン
봉준호,ポン・ジュノ
사희,キム・サヒ
서갑숙,ソ・ガプスク
서경석 (1972년),ソ・ギョンソク
서광재,ソ・グァンジェ
서권순,ソ・グォンスン
서기철,徐基哲
서길수,徐吉洙
서남수,徐南洙
정종현,チョン・ジョンヒョン
장익,張益
김수지,キム・スジ
이정식 (1931년),李廷植
이정옥,イ・ジョンオク
이정우 (1950년),李廷雨
이정용,イ・ジョンヨン
이정헌,イ・ジョンホン
이진삼,李鎮三
이진우,イ・ジヌ
이진주,イ・ジンジュ
이진화 (성우),イ・ジナ
이찬,イ・チャン
이찬수,イ・チャンス
노진규,盧珍圭
박산다라,パク・サンダラ
유강남,劉江南
원유철,元裕哲
원종현,元鐘玄
원호섭,ウォン・ホソプ
월터 정,ウォルター・チュン
위재영,魏在永
위훈,ウィ・フン
변영희,ビョン・ヨンヒ
변우영,辺雨英
변재일,卞在一
변진수,卞珍洙
변탁,卞鐸
변희재,邊熙宰
변훈 (1926년),辺焄
복효근,卜孝根
장발 (화가),張勃
장병혜,張炳恵
장석남,張錫南
장서원,チャン・ソウォン
장성규,チャン・ソンギュ
장성원,チャン・ソンウォン
장세환,張世煥
이종두,李鍾斗
이종범 (만화가),イ・ジョンボム
이종수 (1921년),李鍾寿
이종윤 (1940년),李鍾潤
이종현 (정치인),李宗鉉
이종형,李鍾栄
이종환 (방송인),李鍾煥
이종훈 (희극인),イ・ジョンフン
이지연 (1986년),李志ラン
이지은,イ・ジウン
이지현 (성우),イ・ジヒョン
이지현,イ・ジヒョン
이지형 (배우),イ・ジヒョン
이진 (소설가) (1982년),李真
용덕한,龍徳韓
우규민,禹奎珉
우근민,禹瑾敏
우연이,ウ・ヨニ
우윤근,禹潤根
우정국,ウ・ジョング
우종완,ウ・ジョンワン
우현,ウ・ヒョン
유민상 (1921년),劉敏相
유민상 (야구 선수),柳旻相 (野球)
유민석,ユ・ミンソク
유민상,ユ・ミンサン
유석현 (1900년),劉錫鉉
류성걸,柳性杰
유성은,ユ・ソンウン
유승렬,劉升烈
유승민,劉承旼
임채정,林采正
임채헌,イム・チェホン
임철호 (1905년),任哲鎬
임한별,イム・ハンビョル
임헌정,林憲政
임형준,イム・ヒョンジュン
사강,サ・ガン
사광욱,史光郁
사미자,サ・ミジャ
이수완,イ・スワン
김선일,イラク韓国人会社員殺害事件
방용국,バン・ヨングク
데니스 락티오노프,デニス・ラクチオノフ
장윤정,チャン・ユンジョン
오화영,呉華英
온영삼,オン・ヨンサム
왕종근,王鍾根
왕지원,ワン・ジウォン
왕희지 (배우),ワン・ヒジ
유경의,柳慶義
유기정,柳琦諪
유기준,兪奇濬
유도훈,劉都勲
유동현,ユ・ドンヒョン
유동혁,ユ・ドンヒョク
유라,ユラ
장은숙 (성우),チャン・ウンスク
장인한,チャン・イナン
장재중,張在仲
장정국,チャン・ジョングク
장정일,蔣正一
임준섭,林準燮
임찬규,任燦圭
임창민,林昶暋
임창열,林昌烈
임채무,イム・チェム
임채민,林采民
이태구,李泰九
이태령,李泰寧
이태복,李泰馥
이태섭,李台燮
이태양 (1990년),李太陽
이태준,李泰俊
이태현,李泰賢
이태희 (1958년),李泰熙
이하정,イ・ハジョン
이학봉,李鶴捧
서숙향,ソ・スギャン
서연정,徐演禎
서영교,徐瑛教
서영득,徐泳得
서용교,徐瑢教
임형석,林炯ソク
임효성,イム・ヒョソン
임흥순,任興淳
자이언티,Zion.T
장광근,張光根
장광호,張光鎬
장기빈,張箕彬
장기영 (1903년),張基永
장기영 (1916년),張基栄
장길수,チャン・ギルス
윤석민 (1938년),尹錫民
윤성규,尹成奎
윤성민,尹誠敏
윤봉춘,ユン・ボンチュン
윤상원,尹祥源
윤상직,尹相直
윤서인,尹瑞寅
윤서현,ユン・ソヒョン
유승희,兪承希
유애리,劉愛利
유연미,ユ・ヨンミ
유영미,ユ・ヨンミ
유영록,劉永綠
이해진,李海珍
이현 (1950년),李玄
이현경 (배우),イ・ヒョンギョン
이현도,D.O（イ・ヒョンド）
이현재,李賢在
이현주 (성우),イ・ヒョンジュ
이현준 (1955년),李鉉濬
이현준 (농구 선수),李ヒョンジュン
박춘호,朴椿浩
윤동균,尹東均
윤미림,尹美林
윤민석,尹珉錫
윤백남,尹白南
윤병호 (야구 선수),尹秉昊
윤봉우,ユン・ボンウ
서동권,徐東権
서동만,徐東晩
서동수,ソ・ドンス
서동욱 (야구 선수),徐東旭
서민우,ソ・ミヌ
서민호,徐民濠
서배준,ソ・ベジュン
서상국,徐相国
서상덕 (1909년),徐相徳
서상환 (1887년),徐相懽
서석준,徐錫俊
서정인,徐廷仁
서정환,徐定煥
서중석 (역사학자),徐仲錫
서중현,徐重鉉
서지원,ソ・ジウォン
서지희,ソ・ジヒ
서진원,ソ・ジンウォン
서한샘,徐ハンセム
윤승희,ユン・スンヒ
윤여준,尹汝雋
윤여훈,尹汝訓
윤연선 (1936년),尹然善
윤영구 (1923년),尹英求
윤영선 (1904년),尹泳善
윤영철,尹永哲
윤예희,ユン・イェヒ
윤유선,ユン・ユソン
유정현 (1967년),柳政鉉
유종현 (1960년),劉鍾鉉
유종필,柳鍾珌
유지나 (가수),ユ・ジナ
유지원 (성우),ユ・ジウォン
유지원 (1913년),柳志元
유치진,柳致真
유태술,ユ・テスル
유한열,柳漢烈
유한식,兪韓食
유형관,ユ・ヒョングァン
유호린,ユ・ホリン
유혜정,ユ・ヘジョン
유희관,柳煕寛
이유형,李裕瑩
김용식,金容植
유정복,劉正福
김미경,キム・ミギョン
유영주,劉永珠
유옥우,劉沃祐
유용원,庾龍源
유원 (가수),ジンヒョン
유인태,柳寅泰
유재건,柳在乾
유재순,柳在順
유재신,柳在信
유재흥,劉載興
이한빈,李漢彬
이한림,李翰林
이한솔,イ・ハンソル
이한창,李漢昌
이한철 (1972년),イ・ハンチョル
이항 (1942년),李恒 (医師)
이해경,李海瓊
이해랑,李海浪
이해익,李海翼
임이지,イ・ヘイン
서유리,ソ・ユリ
서윤아,ソ・ユナ
서이안,ソ・イアン
서장훈,徐章勲
서정,ソ・ジョン
선우련,鮮于煉
선우선,鮮于善
선우영빈,鮮于永彬
선우용여,ソヌ・ヨンニョ
선우중호,鮮于仲皓
설미현,薛美顕
설주영,ソル・ジュヨン
설훈,薛勲
서혜린,ソ・ヘリン
서혜정,ソ・ヒェジョン
석금성,ソク・クムソン
석래명,石萊明
석주선,石宙善
석주암,石主岩
선경식,宣炅植
선동혁,ソン・ドンヒョク
신의손,申宜孫
윤치왕,尹致旺
장제원,張済元
장지량 (1924년),張志良
장지은,チャン・ジウン
장진 (1927년),張震
장진성,張真晟
장진홍,張鎭弘
장진희,チャン・ジニ
장창국,張昌国
장채근,張彩根
장철웅,チャン・チョルン
장덕준 (1891년),張徳俊
장덕진 (1934년),張德鎭
장도연,チャン・ドヨン
장도빈,張道斌
장동식,張東植
장두석,チャン・ドゥソク
장민재,張珉宰
장현식,張現植
장호권,張豪権
장효인,張孝仁
장시환,張施皖
적우,チョグ
전경린,全鏡潾
전경환,全敬煥
전관,全寬
윤유선 (의사),尹裕善
윤익헌,呉益憲
윤인구 (1903년),尹仁駒
윤인구 (1972년),尹寅求
윤일봉,ユン・イルボン
윤재인,ユン・ジェイン
윤정구 (1927년),尹鼎求
윤정모,尹静慕
이형주,イ・ヒョンジュ
육인수,陸寅修
육인순,陸寅順
육종관,陸鍾寬
윤갑수,ユン・ガプス
윤건차,尹健次
윤경희,尹敬熙
윤공주,ユン・ゴンジュ
윤관,尹錧
윤근영,尹根永
윤기원,ユン・ギウォン
윤담,尹潭
윤내현,尹乃鉉
윤도현,ユン・ドヒョン
이현지,イ・ヒョンジ
이현진,イ・ヒョンジン
이현진,イ・ヒョンジン
이현호,李顕鎬
이형기,李炯基
이형범,李炯範
이형석 (2000년),イ・ヒョンソク
이형종 (1989년),李炯宗
윤성호,ユン・ソンホ
윤성희 (소설가),ユン・ソンヒ
윤세웅,ユン・セウン
윤세인,ユン・セイン
윤소정,ユン・ソジョン
윤승운,尹勝雲
전국환,チョン・グックァン
전근표,全根杓
전길남,チョン・キルナム
전무송,チョン・ムソン
이철민,イ・チョルミン
이철용 (성우),イ・チョリョン
이철휘,李哲徽
이춘규,李春揆
이춘연,イ・チュンヨン
이충환,李忠煥
이치현,イ・チヒョン
전양자,チョン・ヤンジャ
전예용,全禮鎔
전용준,全鏞埈
전유수,田惟守
전인권,チョン・イングォン
윤태빈,尹泰彬
윤태진,ユン・テジン
윤태호,尹胎鎬
윤택중,尹宅重
윤한,ユンハン
윤현진 (1978년),ユン・ヒョンジン
윤형배,尹炯培
윤형빈,ユン・ヒョンビン
임원기,イム・ウォンギ
임원식,林元植
임유진 (1981년),イム・ユジン (1981年生の女優)
임은정 (성우),イム・ウンジョン
임은정 (법조인),林恩貞
임익준,林翼晙
임종국 (성우),イム・ジョングク
임종기,林鐘基
손명은,ソン・ミョンウン
손범수,ソン・ボムス
손병호,ソン・ビョンホ
손봉호,孫鳳鎬
손선근,ソン・ソングン
소이,ソイ・キム
소재학,蘇在鶴
소진,ソジン
손가영,ソン・スンオ
손도심,孫道心
이형진,李亨鎮
이혜원,李恵園
이혜진 (1968년),イ・ヘジン
이혜정,イ・ヘジョン
이호근 (1915년),李浩根
이호석,李浩錫
이호연,イ・ホヨン
이호재,イ・ホジェ
이호인,イ・ホイン
송건호,宋建鎬
송금식,ソン・グムシク
송기원,宋基元
송기윤,ソン・ギユン
송도균,宋道均
송몽규,宋夢奎
송방용,宋邦鏞
송민형,ソン・ミンヒョン
김두영,金ドゥヨン
김흥수,金興洙
장승태,張承台
장연송,張連松
장영석,張英錫
장영순,張榮淳
장영신,チャン・ヤングシン
장영준 (언어학자),張栄俊
장예준,張礼準
장용석,張容碩
장원진,張元鎭
전민수,全敏秀
전병호,田炳浩
전부일 (1924년),全富一
전상렬,全商烈
전성태,チョン・ソンテ
이희성 (동음이의),李熺性
이희수 (1948년),李熙守
이희수 (이슬람 학자),李熙秀
장아영,チャン・アヨン
인명진,印名鎮
임경진,林慶鎮
임기영,林起映
성일환,成日煥
성준,成俊 (野球)
션 리차드,ショーン・リチャード
임성남 (외교관),林聖男
임세령,林世玲
임성훈 (방송인),イム・ソンフン
임순례,イム・スルレ
임순태,林淳太
임승대,イム・スンデ
임영득,任煐得
윤혜경,ユン・ヘギョン
윤홍빈,ユン・ホンビン
윤호중,尹昊重
윤화재인,ユナジェイン
윤희석,ユン・ヒソク
은수미,殷秀美
강경진,姜京珍
손주항,孫周恒
손지창,ソン・ジチャン
손진영,ソン・ジニョン
손호균,ソン・ホギュン
이희범,李熙範
성기조,成耆兆
성낙서,成楽緒
성득환,成得煥
성무용,成武鏞
성석제,成碩濟
성선녀,ソン・ソンニョ
성세정,成世正
성완경,ソン・ワンギョン
성윤환,成允煥
이홍렬,イ・ホンリョル
이홍렬 (정치인),李泓烈
이홍배 (언어학자),李鴻培
이홍우,李泓雨
이화자,李花子
이효계,李孝桂
이효상,李孝祥
이효재,李効再
이훈구,李勲求
이휘재,イ・フィジェ
전소민,チョン・ソミン
전숙경,ジョン・スクギョン
장춘근,張春根
장태성 (배우),チャン・テソン
장태성 (야구 선수),張泰成
장하나 (1977년),張ハナ
장하진,張夏真
장항선,チャン・ハンソン
장항준,チャン・ハンジュン
장현 (1956년),チャン・ヒョン
송우진,ソン・ウジン
김경주,キム・ギョンジュ
송일섭,宋逸燮
송자 (1936년),宋梓
송재호,ソン・ジェホ
송재희 (1979년),ソン・ジェヒ
전혜린,田惠麟
정갑윤,チョン・カビュン
정경순,チョン・ギョンスン
정광호 (1897년),鄭光好
전주리,全珠利
전준호 (1969년),田埈昊
전창근 (영화 감독),全昌根
전철환,全哲煥
전하진,田夏鎭
전해리,ジョン・ハリ
전형도,全炯道
전현무,チョン・ヒョンム
전현희,全賢姫
손여은,ソン・ヨウン
손영목 (1888년),孫永穆
손용석,孫庸碩
손종범,ソン・ジョンボム
윤정수,ユン・ジョンス (コメディアン)
윤주,ユン・ジュ
윤종원,尹琮源
윤주경,尹柱卿
윤준호,ユン・ジュノ
송복,宋復
송숙희,宋淑熙
송영 (소설가),宋榮
송영진 (1947년),宋栄珍
송영창,ソン・ヨンチャン
음성직,陰盛稷
이가원,李家源
이갑성,李甲成
이갑용 (관료),李甲用
이강국,李康国
이강돈,李康敦
이강두,李康斗
이강수,李康洙
이강백,李康白
스컬,スカル (歌手)
승효상,承孝相
시영준,シ・ヨンジュン
시정곤,柴政坤
신건 (가수),シンゴン
신경무,申景武
신경현,申炅賢
신계륜,申渓輪
김종양,キム・ジョンヤン
전재수,田載秀
전재국,全宰国
전재용,全在庸
전재형,チョン・ジェヒョン
전정구,全綎九
최석 (군인),崔錫
최석필,チェ・ソクピル
최선영,崔善栄
최선자,チェ・ソンジャ
최성홍,崔成泓
최세창,崔世昌
신동욱,シン・ドンウク
최송현,チェ・ソンヒョン
이광표,李光杓
이국주,イ・グクジュ
이규광,李圭光
이규동,李圭東 (軍人)
이규봉,李奎鳳
이규원,イ・ギュウォン
이규태,李奎泰
이규화 (성우),イ・ギュファ
이규환,李圭煥
김지현,金志ヒョン
신광균,申光均
신광순,申光淳
신구,シン・グ
신구범,慎久範
신기선,申基宣
신기성,申基成
신낙균,申樂均
신대철 (시인),申大澈
신동식,シン・ドンシク
신동엽 (시인),申東曄
신동우 (만화가),申東雨
정만식,チョン・マンシク
정명원,鄭明源
정몽근,鄭夢根
정몽우,鄭夢禹
정몽규,鄭夢奎
정몽원,鄭夢元
정몽필,鄭夢弼
최정원 (1971년),チェ・ジョンウォン
최정훈,チェ・ジョンフン
최종률,チェ・ジョンリュル
최종원,チェ・ジョンウォン
이경재 (문학평론가),イ・ギョンジェ
이경재 (1932년),李敬載
이경재 (1941년),李敬在
이경태 (성우),イ・ギョンテ
이경필,李慶弼
이경호 (1917년),李坰鎬
이경희 (1880년),李慶熙
이계인,イ・ゲイン
이곤 (1919년),李錕
이관술,李観述
이광수,イ・クァンス
이광용,イ・グァンヨン
최수민,チェ・スミン
최수병,崔洙秉
최수지,チェ・スジ
최수철,崔秀哲
윤추섭,尹鄒燮
송지영,宋志英 (1916年生)
송하진,宋河珍
송해,宋海
송현우,宋鉉宇
송효순,宋孝淳
이안,イアン
숙희 (가수),スクヒ
윤지숙,ユン・ジスク
윤지영,ユン・ジヨン
윤지혜,ユン・ジヘ
윤창중,尹昶重
윤철형,ユン・チョルヒョン
임대호,イム・デホ
임동진,イム・ドンジン
임문환,任文桓
임방현,林芳鉉
임백천,林白千
임병직,林炳稷
최인규 (1919년),崔仁圭 (政治家)
최일구,崔一九
최윤소,チェ・ユンソ
최윤영 (미스코리아),チェ・ユニョン (ミスコリア)
최은경 (방송인),崔恩慶
최은서,チェ・ウンソ
이강석 (군인),李康石
이강식 (성우),イ・ガンシク
이강천,イ・ガンチョン
이강철 (야구 선수),李強喆
이지훈,イ・ジフン
이건개,李健介
이건춘 (1943년),李建春
이경석 (배구 감독),李京錫
이경숙,李景叔
정영일,丁栄一
정애연,チョン・エヨン
정양석,鄭亮碩
정여진,鄭麗眞
정엽 (가수),ジョンヨプ (歌手)
이기호 (1945년),李起浩
이기호 (소설가),李起昊
이낙연,李洛淵
이난영,李蘭影
이남기,李南基
이남규 (1901년),李南圭
이다인,イ・ダイン
김형욱,金炯旭
최윤식,崔允植
최우혁 (1997년),チェ・ウヒョク
최원수,崔遠寿
최원석 (기업인),崔元碩
최원봉,崔元鳳
최원식,崔元植
최유나,チェ・ユナ
최유화,チェ・ユファ
최윤경,崔允瓊
이대엽,イ・デヨプ
이대영 (1889년),李大永
이대용 (1925년),李大鎔
이덕일,李徳一
이덕희 (배우),イ・ドッキ (女優)
이도선 (1932년),李道先
이도현,イ・ドヒョン
이동관 (1957년),李東官
이동명 (1954년),李東明
이동복 (1937년),李東馥
최종천,崔鍾天
최종찬,崔鍾チョン
최종현,崔鍾賢
최주종,崔周鍾
최준용,チェ・ジュニョン
최중경,崔重卿
최진호,チェ・ジノ
최진희,チェ・ジニ
김경란,金京蘭
이동준 (배우),イ・ドンジュン
최일화,チェ・イルファ
최재경,崔在卿
최재원,チェ・ジェウォン
최재훈,崔在勳
김효민,キム・ヒョミン
정문성,チョン・ムンソン
정문흠,鄭文欽
정미경 (정치인),鄭美京
정미경,鄭美景
정미선,チョン・ミソン
정민아,チョン・ミナ
김선수,金ソンス
정래혁,丁來赫
정국진,チョン・グクジン
정기고,チョン・ギゴ
정남국,鄭南国
정다은,チョン・ダウン
정대철,鄭大哲
정대현 (1991년),鄭大鉉
정동기,鄭東基
정두홍,チョン・ドゥホン
이말년,イ・マルニョン
이맹희,李猛熙
이명기 (야구 선수),李明起
이명우 (야구 선수),李明佑
이명직 (목사),牧野明稙
이명행,李明行
이명호,イ・ミョンホ
이명희,李明熙
이명희 (성우),イ・ミョンヒ
이묘묵,李卯黙
신동원 (1958년),辛東原
신동욱 (방송인),申東煜
신동헌,申東憲
신문수,申文壽
신민기,辛玟起
신봉선,シン・ボンソン
신상우 (정치인),辛相佑
신상초,申相楚
신상철 (1924년),申尚澈
신석빈,辛錫斌
최훈,崔薫
최훈재,崔勳載
최희준,崔喜準
추가열,チュ・ガヨル
추경식,秋炅植
추경호,秋慶鎬
정범모 (1925년),鄭範謨
정병국,鄭柄国
정봉주,鄭鳳柱
정석문,鄭晳文
정성운,チョン・ソンウン
정성태,鄭成太
정성훈 (1977년),鄭星勲
정성훈 (성우),チョン・ソンフン
이동필,李桐弼
이동현 (1979년),李東鉉
이동환 (1916년),李東煥
이두일,イ・ドゥイル
이두환 (야구 선수),李斗煥
이두호,李斗号
이득렬,李得洌
이만교,李万教
이만섭,李萬燮
최순영 (기업인),崔淳永
최순우,崔淳雨
최승호 (PD),崔承浩
최양락,チェ・ヤンラク
최창식 (1952년),崔昌植
최철원,崔哲源
최태원 (야구 선수),崔泰源
최항 (야구 선수),崔恒
최헌길,崔献吉
최향윤,チェ・ヒャンユン
최현정,チェ・ヒョンジョン
최형우,崔炯佑
이달곤,李達坤
이대로,イ・テロ（李大路）
이대복,李大馥
이대연,イ・デヨン
신석초,申石艸
신석호,申奭鎬
신세인,シン・セイン
신송이,シン・ソンイ
신승현,申承賢
신승환,シン・スンファン
신아영,申雅英
김소희,金昭熙
정인기,チョン・インギ
이근석,李根晳
이금룡,李錦龍
이긍종,李肯鍾
이기건,李奇建
이기문 (언어학자),李基文
이기백 (1931년),李基百
이기세 (1903년),李埼世
이기용 (모델),イ・ギヨン
이기용 (법학자),李起勇
이기용 (언어학자),李基用
이기원 (드라마 작가),イ・ギウォン
김선민,キム・ソンミン
정은표,チョン・ウンピョ
정의윤,鄭義潤
정의화,鄭義和
최영미,チェ・ヨンミ
최영완 (야구 선수),崔栄浣
최영철 (시인),チェ・ヨンチョル
최영철 (가수),チェ・ヨンチョル
최영철 (1935년),崔永喆
최용덕 (1898년),崔用徳
최용호,崔容鎬
최우근,崔宇根
정원중,チョン・ウォンジュン
정윤석,チョン・ユンソク
정은아,鄭恩娥
정형식,丁亨植
정혜나,チョン・ヘナ
정호빈,チョン・ホビン
정회열,鄭会烈
정효원,鄭孝源
정훈 (야구 선수),鄭勳
심흥선,沈興善
아이린,ペ・ジュヒョン
안도현,アン・ドヒョン
이상이,イ・サンイ
안경희,安慶姫
안광수 (1925년),安光鎬
안대희,安大熙
안덕수,安徳寿
안도규,アン・ドギュ
이상목 (1955년),李相睦
이상민,イ・サンミン (歌手)
이상배 (1939년),李相培
이상용,李相瀧
이상열 (1929년),李相悦
이상원,イ・サンウォン
신정승,辛正承
신주아,シン・ジュア
신주영 (1984년),辛周栄
신주영 (1977년),シン・ジュヨン
신직수,申稙秀
신창석,シン・チャンソク
신철주,申喆宙
신철진,申哲振
신춘호,辛春浩
정인섭,鄭寅燮
정인식,鄭仁植
정인엽,鄭仁燁
정인익,鄭寅翼
정인택 (1907년),鄭麟沢
정일사,鄭一史
정일영 (1926년),鄭一永
정재곤,チョン・ジェゴン
정재원 (1942년 6월),鄭在原
정재은,鄭在恩
탁명환,卓明煥
탁 (가수),タク
태민영,テ・ミニョン
태완선,太完善
태의경,太義卿
트위스트 김,ツイスト・キム
티애,イ・テウン
팽현숙,ペン・ヒョンスク
편상욱,片祥旭
정옥근,丁玉根
정용준,チョン・ヨンジュン
정우택,鄭宇沢
정욱 (1973년),チョン・ウク
정운천,鄭雲天
정운택,チョン・ウンテク
정진숙 (출판인),鄭鎮粛
정진영,チョン・ジニョン
정진욱 (희극인),チョン・ジヌク
정창영 (공무원),鄭昌永
정창화,チョン・チャンファ
정채진,鄭埰鎮
정세영,鄭世永
정소성,鄭昭盛
정소연,チョン・ソヨン
정수성 (야구 선수),鄭守盛
정수성 (정치인),鄭寿星
정승우 (1973년),チョン・スンウ
정승욱,チョン・スンウク
정승현,チョン・スンヒョン
정승환,チョン・スンファン (コメディアン)
신영균 (기업인),申栄均
신영복,シン・ヨンボク
신영일,シン・ヨンイル
신영철 (기업인),申永喆
신영철 (1954년),申暎澈
신영철 (배구 선수),申英哲
신용균,申鎔均
신용우,シン・ヨンウ
신용욱,愼鏞頊
신용철,シン・ヨンチョル
신원호,シン・ウォンホ
신유 (가수),シン・ユ
추헌엽,チュ・ホニョプ
카이 (성악가),KAI
크러쉬,Crush
정종선,チョン・ジョンソン
장대일,張大一
이석기,李石基
이석제,李錫済
이석준,李錫駿
이석현,李錫玄
이석훈 (가수),イ・ソクフン
이선 (성우),イ・ソン
이선미,イ・ソンミ
신윤희,申允熙
신응균,申応均
신일룡,シン・イルリョン
신일선,申一仙
신일숙,申一淑
신정근,シン・ジョングン
조대연,趙大衍
조달환,チョ・ダラン
조덕현,チョ・ドクヒョン
조동식,趙東植
조동현 (야구 선수),曺東鉉
조두남,趙斗南
조명남,チョ・ミョンナム
조문정,チョ・ムンジョン
하명중,ハ・ミョンジュン
하복동,河福同
하승리,ハ・スンリ
하연주,ハ・ヨンジュ
심영,沈影
심완구,沈完求
심일,沈鎰
심재권,沈載権
심재홍,沈載鴻
심진보,シム・ジンボ
심창민,沈昌珉
편승엽,ピョン・スンヨプ
편용호,片鎔浩
표명일,表明一
표무원,表武源
표영준,表永準
표양문,表良文
표창원,表蒼園
표현태,表鉉台
프라이머리,プライマリー
필서신,畢庶信
하동균,ハ・ドンギュン
하주석,河周錫
하춘화,河春花
하태경,河泰慶
하현정,河賢貞
한갑수 (1913년),韓甲洙
한갑수 (1934년),韓甲洙
한광옥,韓光玉
한교원,韓教元
한국원,韓国源 (政治家)
이병욱 (배우),イ・ビョンウク
이보희 (성우),イ・ボヒ
이봉걸,イ・ボンゴル
이부영,イ・ブヨン
이부진,李富真
이상경 (1902년),李相慶
신카나리아,申カナリヤ
신태영 (1891년),申泰英
신태훈,シン・テフン
신학진,申鶴鎮
신현돈,申鉉燉
신현탁,シン・ヒョンタク
신흥우,申興雨
심상대 (1908년),沈相大
심상우 (1938년),沈相宇
이미영,イ・ミヨン
이미자,李美子
이미자,イ・ミジャ
이민경,イ・ミンギョン
이민자,イ・ミンジャ
이민재 (야구 선수),李敏宰
연민지,ヨン・ミンジ
제해만,諸海万
조경태,趙慶泰
조경택,チョ敬沢
조계현,趙啓顕
조국,曺國
조규제,曺圭帝
조기송,趙淇松
조남조,趙南照
안영주,アン・ヨンジュ
안응모,安応模
안정훈 (배우),アン・ジョンフン
안종화,安鍾和
안진수 (배우),アン・ジンス
안춘생,安椿生
이묵원,イ・ムグォン
이문구,李文求
이문재,イ・ムンジェ (コメディアン)
이미경,李美卿
이미경,李美敬
이미도 (1982년),イ・ミド
맷 돌턴,マット・ダルトン
연광철,延侊哲
안희정,安熙正
야광토끼,ネオン・バニー
양건,梁建
양금석,ヤン・グムソク
양기대,梁基大
양동근,梁東根
양동휘,梁東暉
양명문,楊明文
이수병,李銖秉
이수익,李秀翼
이수인 (1941년),李寿仁
이수현,李守鉉
이수현,李秀顯
이숙,イ・スク
이순원,李舜源
정재호 (1930년),鄭在虎
정정길,鄭正佶
정종철,チョン・ジョンチョル
정주리,チョン・ジュリ
정주연,チョン・ジュヨン
안택수,安澤秀
안해숙,アン・ヘスク
안현서,アン・ヒョンソ
안현미,安賢美
안혜경,アン・ヘギョン
안효민,アン・ヒョミン
이민하 (시인),イ・ミナ
이민하 (성우),イ・ミナ
이민호,李珉鎬
이민화,李ミン和
이범선,李範宣
이범윤,李範允
이범준,李範俊
이병규,李柄奎
이병석 (1952년),李秉錫
조성모,趙成模
조성옥,趙城玉
조소앙,趙素昻
조소혜,チョ・ソヘ
조수민,チョ・スミン
조수빈,趙修彬
제정구,諸廷坵
정훈희,鄭薫姫
정희택,鄭喜澤
박은우,パク・ウヌ
제이 윤,ジェイ・ユン
정지원,チョン・ジウォン
정진섭 (정치인),鄭鎮燮 (政治家)
정진석,鄭鎭碩
유흥식,ラザルス兪興植
이성익,イ・ソンイク
이성재,イ・ソンジェ
이성훈,イ・ソンフン
이성희,李星熙
이세창,イ・セチャン
이소영 (1961년),イ・ソヨン
이소영,イ・ソヨン
이소영,イ・ソヨン
이수민,イ・スミン
조상구,チョ・サング
조석 (만화가),チョ・ソク
조석래,趙錫來
이재록,李載祿
이민우,李敏雨
조배숙,趙培淑
조백현,趙伯顯
조범석,曺帆奭
조병문,曺秉雯
안무혁,安武赫
안병경,アン・ビョンギョン
조수훈,曺秀訓
조순권,趙順權
조영구,チョ・ヨウング
조영미,チョ・ヨンミ
조영수,チョ・ヨンス
조영식,趙永植
조영택,趙永沢
조용만,趙容萬
양정화,ヤン・ジョンファ
양주동 (1903년),梁柱東
양주호,ヤン・ジュホ
양진성,ヤン・ジンソン
양창수,梁彰洙
양택식,梁鐸植
한규복,韓圭復
한동수,韓東洙
한만년,韓萬年
한말숙,韓末淑
한명환 (1943년),ハン・ミョンファン
한병기,韓丙起
한병도,韓秉道
정태근,鄭泰根
정태수 (1923년),鄭泰守
정태진,丁泰鎮
정한모,鄭漢模
정한숙,鄭漢淑
정해걸,丁海杰
정해영,鄭海永
정해철,チョン・ヘチョル
정현발,鄭鉉發
정현숙,チョン・ヒョンスク
정현옥 (1941년),鄭顕玉
정현종,鄭玄宗
이승연,イ・スンヨン
이승열,イ・スンヨル
이승재,李承宰
이승준,イ・スンジュン
이승학,李承学
이승형,イ・スンヒョン
안석주,安碩柱
안숙선,安淑善
안신우,アン・シヌ
안영미 (성우),アン・ヨンミ
안영민,アン・ヨンミン
안영미,アン・ヨンミ (コメディアン)
하유미 (1965년),ハ・ユミ
하을춘,河乙春
하일성,河日成
