Douglas Adams,더글러스 애덤스
Douglas Hartree,더글러스 하트리
John Hopkins,존 홉킨스
Lesley Nicol,레슬리 니콜
Dougray Scott,더그레이 스콧
Frank Turner,프랭크 터너
Gregory Clark,그레고리 클라크
Albert Hammond,앨버트 해먼드
Christopher Fairbank,크리스토퍼 페어뱅크
Mark Sheppard,마크 셰퍼드
Colin Gordon,콜린 고든
Michael Turner,마이클 터너
Spike Milligan,스파이크 밀리건
Davey Boy Smith,데이비 보이 스미스
Colin Bell,콜린 벨
Simon Murray,사이먼 머레이
Archie Cochrane,아치 코크란
Francis Matthews,프랜시스 매슈스
Brian Kidd,브라이언 키드
Oliver Ford Davies,올리버 포드 데이비스
Passenger,패신저
Graham King,그레이엄 킹
Simon McBurney,사이먼 맥버니
Annabelle Ewing,애너벨 유잉
Merlin Holland,멀린 홀랜드
Thomas Chalmers,토머스 찰머스
Goldie,골디
Michael Crawford,마이클 크로포드
Allan McGregor,앨런 맥그레거
Maxi Priest,맥시 프리스트
Doug Bradley,더그 브래들리
Edwin Cannan,에드윈 캐넌
Lucy Walker,루시 워커
James Wilby,제임스 윌비
Ernest Mangnall,어니스트 맹널
John Collier,존 콜리어
Rachael Stirling,레이철 스털링
Emlyn Hughes,엠린 휴스
Julian Bream,줄리언 브림
Barry Cooper,배리 쿠퍼
Daniel Jones,대니얼 존스 (음성학자)
Billy Bragg,빌리 브래그
Mick Fleetwood,믹 플리트우드
Alan Bennett,앨런 베넷
L. P. Hartley,L. P. 하틀리
Pamela Brown,패멀라 브라운
Amanda Coulson,어맨다 콜슨
Gwen Cooper,그웬 쿠퍼
Beverley Knight,베벌리 나이트
Lobsang Rampa,롭상 람파
Andrew V. McLaglen,앤드류 V. 맥라글렌
Tom Sermanni,톰 서매니
Dimitri Leonidas,디미트리 레오니다스
Art Malik,아트 말리크
T. H. White,T. H. 화이트
Frank Sinclair,프랭크 싱클레어
Eddie Jobson,에디 좁슨
Amanda Hale,어맨다 헤일
Kay Stammers,케이 스태머스
John Cotton,존 코튼
Ronald Harwood,로널드 하우드
Shola Ama,숄라 아마
Derek Bailey,데릭 베일리
Abdalqadir as-Sufi,압달카디르 아스수피
Kerry Minnear,케리 미니어
Noah Taylor,노아 테일러
Edith Penrose,에디스 펜로즈
Andrew Wakefield,앤드루 웨이크필드
Tim Severin,팀 세버린
Mary Soames,메리 소메스
Clive Allen,클라이브 앨런
Kris Marshall,크리스 마셜
Edward Hardwicke,에드워드 하드윅
Charlie Cox,찰리 콕스
Richard Eyre,리처드 이어
Prince William of Gloucester,글로스터 공자 윌리엄
Kenny Baker,케니 베이커
Amanda Lightfoot,어맨다 라이트풋
Anthony Barnes Atkinson,토니 앳킨슨
Thomas Cavalier-Smith,토머스 캐빌리어-스미스
Yvonne Mitchell,이본 미첼
Anthony Blunt,앤서니 블런트
Rachel Whiteread,레이철 화이트리드
William Nicholson,윌리엄 니컬슨
Jason Steele,제이슨 스틸
Brian Eno,브라이언 이노
A. J. P. Taylor,A. J. P. 테일러
David Chipperfield,데이비드 치퍼필드
James Abercrombie,제임스 애버크롬비
Nick Matthew,닉 매슈
Branwell Brontë,브랜웰 브론테
Amanda de Cadenet,아만다 드 카데네트
Jimmy Johnstone,지미 존스톤
Alex Sawyer,앨릭스 소이어
Amanda Abbington,어맨다 애빙턴
Amanda Barrie,어맨다 배리
Matthew Connolly,매슈 코널리
Kate Ashfield,케이트 애쉬필드
Stephen Dillane,스테판 딜런
Kate Magowan,케이트 매고원
Mick Karn,믹 칸
Moyna Macgill,모이나 맥길
James Ogilvy,제임스 오길비
Steve McQueen,스티브 매퀸
Robert Brown,로버트 브라운
Jayne Atkinson,제인 앳킨슨
Michael Victor Berry,마이클 베리
Ian Bostridge,이언 보스트리지
Christopher Alexander,크리스토퍼 알렉산더
Ronald Knox,로널드 녹스
Edward Highmore,에드워드 하이모어
Luke Youngblood,루크 영블러드
Max Newman,막스 뉴먼
Richard Madden,리처드 매든
Brian Bennett,브라이언 베넷
Kenneth Armitage,케네스 아미티지
Sax Rohmer,색스 로머
"George Anson, 1st Baron Anson",조지 앤슨
Nina Nesbitt,니나 네즈빗
Daniel Kaluuya,대니얼 칼루야
Bernard Fox,버나드 폭스
Jason Piper,제이슨 파이퍼
Noel Clarke,노엘 클라크
Davey Johnstone,데이비 존스톤
Harry Alan Towers,해리 앨런 타워스
John Partridge,존 패트리지
William Aitken,윌리엄 에이켄
Peter F. Hamilton,피터 F. 해밀턴
Larry Lamb,래리 램
Sone Aluko,소네 알루코
Lee Camp,리 캠프
Terry Jenkins,테리 젱킨스
Margareta of Romania,마르가레타 데 로므니아
Alexis Korner,알렉시스 코너
Nelly Miricioiu,넬리 미리치오이우
Robert Snodgrass,로버트 스노드그라스
Chris Norman,크리스 노먼
Fay Holden,페이 홀든
Ronan Parke,로넌 파크
Jay Bothroyd,제이 보스로이드
Freya Mavor,프레야 메이버
Valerie French,밸러리 프렌치
Kwame Anthony Appiah,콰미 앤쏘니 아피아 (Kwame Anthony Appiah)
Anthony Browne,앤서니 브라운
Christopher Dean,크리스토퍼 딘
Jimmy Somerville,지미 서머빌
Theo James,시어 제임스
Florrie Baldwin,플로리 볼드윈
Rickie Lambert,리키 램버트
Matthew Beard,매튜 비어드
Slick Rick,슬릭 릭
Erin Pizzey,에린 피치
Wendy Alexander,웬디 알렉산더
Phil Collen,필 콜린
Colin Montgomerie,콜린 몽고메리
Heather Hunte,헤더 오크스
Harriet Shaw Weaver,해리엇 쇼 위버
Jim Sturgess,짐 스터게스
Dean Whitehead,딘 화이트헤드
Arthur Clark,아서 클라크
Anthony Clark,앤서니 클라크
Joseph Wedderburn,조지프 웨더번
Shelagh Delaney,셸라 딜래니
Antony Duff,앤터니 더프
Sylvester McCoy,실베스터 매코이
Ben Cross,벤 크로스
Jacqueline Hill,재클린 힐
Walter Legge,월터 레그
David O'Hara,데이비드 오하라
Anthony Joshua,앤서니 조슈아
Anthony Dod Mantle,앤서니 도드 맨틀
Tom Phillips,토머스 필립스
Jason Dodd,제이슨 도드
Perry Anderson,페리 앤더슨
Livvi Franc,리비 프랭크
Louise Redknapp,루이즈 레드냅
Ian Buchanan,이안 뷰캐넌
G. E. R. Lloyd,G. E. R. 로이드
Colin Calderwood,콜린 콜더우드
Jet Harris,젯 해리스
Tony Holland,토니 홀랜드
Anthony Dawson,앤서니 도슨
David Heath,데이비드 히스
Chris Heaton-Harris,크리스 히턴해리스
Alison Lapper,앨리슨 래퍼
Anthony McPartlin,앤서니 맥파틀린
Sheila Allen,실라 앨런
Sweeney Todd,스위니 토드
Zeki Fryers,이지키얼 프라이어스
Patrick Steptoe,패트릭 스텝토
Becky,벡키
Charles Hendry,찰스 헨드리
Morven Christie,모븐 크리스티
Darren Ferguson,대런 퍼거슨
Rosalind Rowe,로절린드 로
Shannon Saunders,섀넌 손더스
Damian McGinty,데이미언 맥긴티
Cressida Cowell,크레시다 코웰
Julie Anne Robinson,줄리 앤 로빈슨
Mike Figgis,마이크 피기스
John Tillotson,존 틸럿슨
Larry Adler,래리 애들러
Pamela Salem,파멜라 세일럼
Damian Hinds,데이미언 하인즈
Agam Darshi,애갬 다시
Andy Bell,앤디 벨
Sara Stewart,세라 스튜어트
Paul Dehn,폴 덴
Bertram Home Ramsay,베트람 렘세이
Perdita Weeks,페디타 윅스
Rita Simons,리타 사이먼스
David Bedford,데이비드 베드퍼드
Colin Dexter,콜린 덱스터
David Mitchell,데이비드 미첼
Michael Park,마이클 파크
Anthony Newley,앤서니 뉼리
Amber Rose Revah,앰버 로즈 레바
Helen Taylor,레이디 헬렌 테일러
Craig Armstrong,크레이그 암스트롱
Max Pirkis,맥스 퍼키스
Leslie Phillips,레슬리 필립스
Alan Clark,앨런 클라크
Sylvia Hermon,실비아 허먼
Anthony Wall,앤서니 월
Christopher Hampton,크리스토퍼 햄프턴
Arthur Ransome,아서 랜섬
Thomas Shepard,토마스 셰파드
Tony Curran,토니 커런
V V Brown,V V 브라운
J. Lee Thompson,J. 리 톰슨
Will Kemp,윌 켐프
Henry Edward Armstrong,헨리 에드워드 암스트롱
Lady Louise Windsor,레이디 루이즈 윈저
Tim Coleman,팀 콜먼
Paul Casey,폴 케이시
Ivan Lewis,아이번 루이스
Brandon Lewis,브랜던 루이스
Tom Hingley,톰 힝글레이
Alan Reid,앨런 리드
Stephen Boyd,스티븐 보이드
Arthur Peacocke,아서 피콕
Alex Callinicos,앨릭스 캘리니코스
Peter Goddard,피터 고더드
Dawn Primarolo,돈 프리마롤로
Richard Fraser,리처드 프레이저
India de Beaufort,인디아 드 보포르
Christopher Pincher,크리스토퍼 핀처
Hermione Lee,허마이어니 리
Chris Leslie,크리스 레슬리
Michael Des Barres,마이클 데스 바라스
Richard Todd,리처드 토드
David Lidington,데이비드 리딩턴
Rachel Reeves,레이철 리브스
John Leech,존 리치
Phillip Lee,필립 리
Sydney Chapman,시드니 채프먼
Helen Ward,헬렌 워드
Terry Dixon,테리 딕슨
Edward Leigh,에드워드 레이
Terry-Thomas,테리-토머스
Hugh Hopper,휴 호퍼
Mark Lazarowicz,마크 러주러비치
Mark Lancaster,마크 랭커스터
Arthur Symons,아서 시먼즈
Claire Perry,클레어 페리
Pino Palladino,피노 팔라디노
Cat Deeley,캣 딜리
Jay Emmanuel-Thomas,제이 이매뉴얼토머스
Victor Gollancz,빅토르 골란츠
Clive Bell,클라이브 벨
Jacob Rees-Mogg,제이콥 레스-모그
Al Bowlly,알 보울리
Freddy Eastwood,프레디 이스트우드
Astley Cooper,에슐리 쿠퍼
Gerald Moore,제럴드 무어
Marcus Jones,마커스 존스
Dick Taylor,딕 테일러
Margaret Hodge,마거릿 호지
Jessica Lee,이슬
Andrea Leadsom,앤드리아 레드섬
Curt Smith,커트 스미스
John Giblin,존 기블린
Joe Royle,조 로일
JJ Feild,J. J. 페일드
Barbara Keeley,바버라 킬리
Greg Knight,그레그 나이트
Simon Kirby,사이먼 커비
Solomon Cutner,솔로몬 커트너
Albus Dumbledore,알버스 덤블도어
George Hollingbery,조지 홀링베리
Mike Penning,마이크 페닝
Lionel Atwill,라이어널 애트윌
Priti Patel,프리티 파텔
Tommy Hampson,토머스 햄프슨
Chris Riddell,크리스 리들
Kwasi Kwarteng,쿼지 콰텡
Alan Snoddy,앨런 스노디
John Penrose,존 펜로즈
Richard Swinburne,리처드 스윈번
Steve Foster,스티브 포스터
Mark Davis,마크 데이비스
Ian Hunter,이언 헌터
Peter Hacker,피터 해커
Guy Opperman,가이 오퍼먼
Edgar Syers,에드가 사이어스
John Reid,존 리드
Oliver Wallace,올리버 월리스
Chris Martin,크리스 마틴
Richard Taylor,리처드 로런스 테일러
Paul Kennedy,폴 케네디
Luke Donald,루크 도널드
Lindsay Hoyle,린지 호일
Toby Regbo,토비 레그보
Audley Harrison,오들리 해리슨
A. Wallis Myers,A. 왈리스 마이르스
Kelvin Hopkins,켈빈 홉킨스
Lily Potter,릴리 포터
Stephen Campbell Moore,스티븐 캠벨 무어
Peter Andre,피터 앤드리
Bill Nicholson,빌 니콜슨
Stephen O'Brien,스티븐 오브라이언
Danny Dyer,대니 다이어
John Clare,존 클레어
Nick Hurd,닉 허드
Mica Levi,미카추
Tom Kibble,톰 키블
Paul Maynard,폴 메이너드
Kelvin Davis,켈빈 데이비스
Simon Ward,사이먼 워드
Caroline Nokes,캐럴라인 노크스
Jesse Norman,제시 노먼
Reece Brown,리스 브라운
Cameron Mackintosh,캐머런 매킨토시
Grace Coddington,그레이스 코딩턴
Matt Haig,맷 헤이그
Tony Jacklin,토니 재클린
Karl McCartney,칼 매카트니
Edmund Dell,에드먼드 델
Matt Cardle,맷 카들
Ross Kemp,로스 켐프
Robert Stephens,로버트 스티븐스
"Elizabeth de Vere, Countess of Derby",더비 백작부인 엘리자베스 스탠리
Edward Woodward,에드워드 우드워드
Kevin Campbell,케빈 캠벨
Frederick Copleston,프레더릭 코플스턴
Ralph Broome,랄프 브룸
Burn Gorman,번 고먼
Maximilian Sciandri,맥시밀리언 시안드리
Khalid Abdalla,칼리드 압달라
Mark Thatcher,마크 대처
Jimmy Savile,지미 새빌
Ricardo Montez,리카르도 몬테즈
John McDonnell,존 맥도널
Tinchy Stryder,틴치 스트라이더
Willy Russell,윌리 러셀
Albert Scanlon,앨버트 스캔런
Matt Monro,맷 먼로
Arnold Jackson,아널드 잭슨
Arnold Leese,아널드 리스
Ian Jenkins,이언 젱킨스
David Wotherspoon,데이비드 워더스푼
Keith Reid,키스 리드
Peter Luff,피터 러프
Richard O'Brien,리처드 오브라이언
Rafi Gavron,래피 게이브런
Vincent Nichols,빈센트 니콜스
Ian Charleson,이안 찰슨
Ray Jones,레이 존스
Roland Penrose,롤런드 펜로즈
John Mann,존 맨
Paul Broadhurst,폴 브로드허스트
Vyvyan Holland,비비언 홀랜드
Miles Kane,마일즈 케인
David Armstrong,데이비드 암스트롱
Nigel McGuinness,데스먼드 울프
Sirius Black,시리우스 블랙
Stephen Lee,스티븐 리
Naomi Long,나오미 롱
Max Irons,맥스 아이언스
Michael I of România,미하이 1세
Herbert Giles,허버트 자일스
S. J. Watson,S. J. 왓슨
Eva Morris,에바 모리스
Alan Wakeman,앨런 웨이크먼
Roy Dotrice,로이 도트라이스
Martin Compston,마틴 콤프스턴
Martin Crewes,마틴 크루즈
Wilfried Zaha,윌프레드 자하
Louis Wain,루이스 웨인
Kieran Doherty,키어런 도허티
Sam Vokes,샘 보크스
Michael Keeping,마이클 키핑
Martin Hannett,마틴 해넷
Sean Bobbitt,숀 보빗
Sam Houser,샘 하우저
Dominic Keating,도미닉 키팅
Frederick Fleet,프레더릭 플리트
Damian O'Hare,데이미언 오헤어
Tony Lloyd,토니 로이드
Lucy Pinder,루시 핀더
Nathaniel Clyne,나다니엘 클라인
John Leech,존 리치
Steve Morison,스티브 모리슨
George Holley,조지 홀리
James Corden,제임스 코든
Simon Beaufoy,사이먼 보포이
W. H. Davies,윌리엄 헨리 데이비스
John Lennard-Jones,존 레너드존스
George Charles Beresford,조지 찰스 베레스포드
Basil Bernstein,바실 번스타인
Timothy Williamson,티모시 윌리엄슨
William Sancroft,윌리엄 샌크로프트
Harry Collins,해리 콜린스
Douglas Lowe,더그 로
Damien Walters,데이미언 월터스
Chris Sharrock,크리스 샤록
Appleby Matthews,애플비 매슈스
Robyn Hitchcock,로빈 히치콕
Norrie Paramor,노리 파라머
Nymphadora Tonks,님퍼도라 통크스
Daniel Newman,대니얼 뉴먼
Marc Warren,마크 워런
Samantha Weinberg,서맨사 와인버그
Bruce Welch,브루스 웰치
Bruce Robinson,브루스 로빈슨
Mark Mazower,마크 마조워
Danny Morrison,대니 모리슨(아일랜드 공화당)
Jon Foo,존 푸
David Jenkins,데이비드 젱킨스
Rupert Gregson-Williams,루퍼트 그레그슨윌리엄스
Danny Moss,대니 모스
Murray Davidson,머리 데이비드슨
Joyce Cary,조이스 케리
Johanna Konta,요해나 콘타
Daniel Jones,대니얼 존스
Gareth McAuley,가레스 맥컬리
Danny Collins,대니 콜린스
David Oakes,데이비드 오크스
Mr. Scruff,미스터 스크러프
Colin Clark,콜린 클라크
Danny Thompson,대니 톰프슨
George Blake,조지 블레이크
Lewis Pugh,Lewis Pugh
Robert Paynter,로버트 페인터
Marc Wilson,마크 윌슨
Peter MacDonald,피터 맥도널드
David Tomlinson,데이비드 톰린슨
Ariadne Oliver,아리아드네 올리버
Michael Ball,마이클 볼
Daphne Young,대프니 영
Liam Tancock,리엄 탠콕
Gareth David-Lloyd,개러스 데이비드로이드
Ronald Ferguson,로널드 퍼거슨
Gary Mabbutt,게리 매벗
Charles Rosher,찰스 로셔
Liam Cooper,리암 쿠퍼
Dolores Umbridge,덜로리스 엄브리지
Dappy,대피
Danny Cannon,대니 캐넌
James Perch,제임스 퍼치
April Ashley,에이프릴 애슐리
Richard Hawley,리처드 하울리
Dan Houser,댄 하우저
Darren Hughes,대런 휴스
Beverley Hughes,베벌리 휴스
Wolfsbane,울프스베인
Diane Coyle,다이앤 코일
David Edwards,데이비드 에드워즈
Roger Lloyd-Pack,로저 로이드팩
Russell Tovey,러셀 토비
Richard Offiong,리차드 오피옹
James Arthur,제임스 아서
Graham Broadbent,그레이엄 브로드벤트
Simon Climie,사이먼 클라이미
Alfred Ewing,앨프리드 유잉
Wiley,와일리
Philip Reeve,필립 리브
Gabriel Andrew Dirac,게이브리얼 앤드루 디랙
George Kay,조지 케이
Peter Webber,피터 웨버
Phil Taylor,필 테일러
James D'Arcy,제임스 다시
C. D. Broad,C. D. 브로드
Duncan Haldane,던컨 홀데인
Paul Nicholls,폴 니컬스
Dave Hemingway,데이브 헤밍웨이
James Potter,제임스 포터
Desmond Douglas,데즈먼드 더글러스
Tony Mowbray,토니 모브레이
Simon Terry,사이먼 테리
Chris Eubank,크리스 유뱅크
Lionel Tertis,라이어넬 테르티스
Gary Daniels,게리 대니얼스
Julian Marley,줄리언 말리
"George Windsor, Earl of St Andrews",세인트앤드루스 백작 조지 윈저
Alan Marshall,앨런 마셜
John Forbes-Robertson,존 포브스로버트슨
Julian Barratt,줄리안 바라트
Nigel Benn,나이절 벤
David Bedford,데이비드 베드퍼드
Ken Robinson,켄 로빈슨
John Burningham,존 버닝햄
White Town,화이트 타운
John Martin,존 마틴
Neil Ruddock,닐 러덕
Victor Feldman,빅터 펠드먼
Richard Wiseman,리처드 와이즈먼
Julian Morris,줄리언 모리스
John Goodall,존 구달
Norman Lebrecht,노먼 러브렉트
Donald Meek,도널드 믹
Phil Méheux,필 메히어스
George Sampson,조지 샘프슨
I. A. Richards,I. A. 리처즈
Calvin Goldspink,캘빈 골드스핑크
Peter Nicol,피터 니콜
Toby Kebbell,토비 케블
Barrington J. Bayley,배링턴 J. 베일리
Barry Ackroyd,배리 애크로이드
Shaun Evans,숀 에번스
Harry Bateman,해리 베이트먼
Jonathan Phillips,조너선 필립스
Stuart Wilson,스튜어트 윌슨
Chloe-Beth Morgan,클로이베스 모건
Joe Corrigan,조 코리건
Ryan Garry,라이언 개리
Mandy Santos,만디 산토스
Alan Tate,앨런 테이트
Geoff Eley,제프 일리
Christopher Hill,크리스토퍼 힐
John Gregory,존 그레고리
Danny Phantom,대니 팬텀
Alick Walker,앨릭 워커
Dan Abnett,댄 애브넷
George Thorne,조지 손
Chris Humphrey,크리스 험프리
Michael Kenna,마이클 케나
R. C. Sherriff,로버트 케드릭 셰리프
DJ Fresh,DJ 프레시
Ryan Donaldson,라이언 도널드슨
David Chilton Phillips,데이비드 칠턴 필립스
John Foulds,존 파울즈
Steve Jones,스티브 존스
Micky Moody,미키 무디
Raymond Leppard,레이먼드 레파드
Robert Reid,로버트 레이드
Frank Dillane,프랭크 딜레인
John Collins,존 콜린스
Anri Okita,오키타 안리
Brian Hewson,브라이언 휴슨
Richard Ian Cox,리처드 이언 콕스
John Holmes,존 홈스
Oswald Morris,오즈월드 모리스
Lady Sarah Chatto,레이디 사라 차토
Philip Olivier,필립 올리버
Graham Joyce,그레이엄 조이스
Douglas Henshall,더글러스 헨셜
Luke Evans,루크 에번스
Julien Temple,줄리앙 신전
Peter Coates,피터 코츠
Tom Chaplin,톰 채플린
James Lighthill,제임스 라이트힐
Bill Bailey,빌 베일리
Stuart Bingham,스튜어트 빙엄
Nicholas Edward Brown,니컬러스 에드워드 브라운
David Gyasi,데이비드 기아시
Robert Lindsay,로버트 린지
Egon Orowan,에곤 오로반
Sue Lloyd,수 로이드
Neil Marshall,닐 마셜
Richard Coles,리차드 콜스
Denis Twitchett,데니스 트위칫
"Barry Jones, Baron Jones",존스 남작 배리 존스
Tim Rice-Oxley,팀 라이스 옥슬리
David Sullivan,데이비드 설리번
Jimmy Ruffell,지미 러펠
George Benjamin,조지 벤저민
Leonard Sachs,레오나드 삭스
Barry Morse,베리 모스
Hogan Ephraim,호건 에프레임
Barry Lane,배리 레인
David Marshall,데이비드 마셜
Will Keane,윌 킨
Henry Dudeney,헨리 어니스트 듀드니
Dougie Poynter,더기 포인터
Destiny,아이린 애들러
Barry Smith,배리 스미스
Justin Rose,저스틴 로즈
Michael Winner,마이클 위너
Ken Stott,켄 스톳
Tom Fletcher,톰 플래처
Danny Jones,대니 존스
Joe Smith,조 스미스
Oliver Wakeman,올리버 웨이크먼
Basil Heatley,배질 히틀리
Basil Williams,배질 윌리엄스
"Alexander, Crown Prince of Serbia",알렉산다르 카라조르제비치
Phil Mogg,필 모그
Peter Serafinowicz,피터 세러피너위치
Peter Morgan,피터 모건
Barry Stokes,배리 스토크스
Matt Willis,맷 윌리스
Mark Ryan,마크 라이언
Conor Coady,코너 코디
Luke Garbutt,루크 가벗
John Regis,존 레지스
Basil Hoskins,배질 호스킨스
Lembit Öpik,렘비트 오픽
Frank Yates,프랭크 예이츠
Harry Judd,해리 저드
Bat for Lashes,뱃 포 래시스
Bellatrix Lestrange,벨라트릭스 레스트랭
Georg Hackenschmidt,게오르그 하켄슈미트
Nick Rhodes,닉 로즈
Neil Warnock,닐 워녹
Jimi Mistry,지미 미스트리
Philip Hall,필립 홀
Alastor Moody,앨러스터 무디
Louise Brealey,루이즈 브릴리
Leigh Griffiths,리 그리피스
Jamie T,제이미 T
Adam Godley,애덤 고들리
Tamer Hassan,타머 해선
Jessica Sula,제시카 술라
David Murdoch,데이비드 머독
Will Merrick,윌 메릭
Thom Latimer,케네스 캐머런
Edmundo Ros,에드문도 로스
Amber Beattie,앰버 비티
Mark Thompson,마크 톰슨
Mark Bunn,마크 번
Charley Boorman,찰리 부어먼
Kim Butler,킴 버틀러
Jack Osbourne,잭 오즈번
Ben Goldacre,벤 골드에이커 (Ben Goldacre)
Charles Galton Darwin,찰스 골턴 다윈
David Nicholls,데이비드 니컬스
Ben Howard,벤 하워드
David Lynn,데이비드 린
David M. Brink,데이비드 M. 브링크
John Burnet,존 버넷
John Ogdon,존 오그돈
Alex Clare,앨릭스 클레어
Robert Stevenson,로버트 스티븐슨
Brett Pitman,브렛 피트만
Frieda Hughes,프리다 휴스
Tom Cairney,톰 케어니
Joel Lynch,조엘 린치
Jim Peters,짐 피터스
Georgia King,조지아 킹
David Profumo,데이비드 프러퓨모
John Braine,존 브레인
John Haigh,존 조지 헤이그
Ben Miller,벤 밀러
W. K. C. Guthrie,W. K. C. 거스리
David Miller,데이비드 밀러
Benno Moiseiwitsch,베노 모이세비치
Charles Evans,찰스 에번스
Sandy Lyle,샌디 라일
C. H. Dodd,C. H. 다드
Lee Evans,리 에번스
Charles Jarrott,찰스 재롯
Nigel Davenport,나이절 대븐포트
Jonny Buckland,조니 버클랜드
Donald Tovey,도널드 토비
Kelly Jones,켈리 존스
Will Champion,윌 챔피언
Glenn Roeder,글렌 로더
Keith Allen,키스 앨런
Jeff Clarke,제프 클라크
Henry Lincoln,헨리 링컨
"James Spencer-Churchill, 12th Duke of Marlborough",제12대 말버러 공작 제임스 스펜서처칠
Rob Terry,롭 테리
Bernard Darwin,버나드 다윈
Bernard Cribbins,버나드 크리빈스
Charles Saatchi,찰스 사치
Tom Richards,톰 리처즈
Bernard Fox,버나드 폭스
Cecil Day-Lewis,세실 데이 루이스
Bradley Dredge,브래들리 드레지
David Willcocks,데이비드 윌콕스
David Morrissey,데이비드 모리시
Brian George,브라이언 조지
Bert Murray,버트 머리
Tony Maudsley,토니 모즐리
Peter Geach,피터 기치
David Watkin,데이비드 왓킨
David Thomson,데이비드 톰슨
Peter Winch,피터 윈치
Reginald Hill,레지널드 힐
Ashley Barnes,애슐리 반스
Ken Armstrong,켄 암스트롱
Chris Woods,크리스 우즈
Marcus Collins,마커스 콜린스
Jackie Milburn,재키 밀번
Nicholas Evans,니컬러스 에번스
H. R. F. Keating,H. R. F. 키팅
Machonet,마초넷
Mick Jones,믹 존스
Enoch Showunmi,이넉 쇼운미
John McVie,존 맥비
F. M. Cornford,프랜시스 콘퍼드
Graham Roberts,그레이엄 로버츠
George E. P. Box,조지 박스
Charlie Spedding,찰리 스페딩
Peter Ward,피터 워드
Hugh Clifford,휴 클리퍼드
Chris Foss,크리스 포스
David J. Thouless,데이비드 사울리스
Shaun Wylie,숀 와일리
Bethany Firth,베서니 퍼스
Jessica Hsuan,선훤
Hughie Gallacher,휴이 갤러처
Evey Hammond,이비 해먼드
Miles Millar,마일스 밀러
Murray Gold,머리 골드
Vincent Riotta,빈센트 리오타
Chris Clark,크리스 클라크
John Mathieson,존 매시슨
Steve Jackson,스티브 잭슨
Andrew Jones,앤드루 존스
Rory Allen,로리 앨런
Margot James,마고 제임스
John Polkinghorne,존 폴킹혼
Ted Heath,테드 히스
Nicholas Clay,니컬러스 클레이
MiChi,MiCHi
Chip,칩
Richie Faulkner,리치 폴크너
Alan McGee,앨런 맥기
Frank Buckley,프랭크 버클리
Dean Cox,딘 콕스
Nicola Roberts,니콜라 로버츠
David Jones,데이비드 존스
Giles Milton,가일스 밀턴
Lucius Malfoy,루시우스 말포이
Cathy Jamieson,캐시 제이미슨
Peter M. Neumann,피터 M. 뉴먼
Jeremy Sheffield,제러미 셰필드
Philip Selway,필 셀웨이
Colin Greenwood,콜린 그린우드
Professor X,프로페서 X
David Soul,데이비드 솔
Marcus Buckingham,마커스 버킹엄
Eva Popiel,에바 포피엘
Michael Oakeshott,마이클 오크숏
Four Tet,포 텟
Vic Watson,빅 왓슨
Danny Wallace,대니 월리스
Richard Sykes,리처드 사이크스
Michal Martychowiec,미하우 마르티호비에츠
John Carver,존 카버
Dan Stevens,댄 스티븐스
Sajid Javid,새지드 재비드
Bernard Jenkin,버나드 젱킨
John Curry,존 커리
Benjamin Creme,벤저민 크림
Dee Murray,디 머리
Jimmy Lawrence,지미 로렌스
John Page,존 페이지
Jessica Drew,스파이더우먼
Eric Knight,에릭 나이트
George Alagiah,조지 알라기아
Nicholas Robinson-Baker,니컬러스 로빈슨 베이커
Ruta Gedmintas,루타 게드민터스
Gordon Jackson,고든 잭슨
Corry Evans,코리 에번스
David Tattersall,데이비드 태터솔
Ed O'Brien,에드 오브라이언
Lee Beachill,리 비칠
Chris D. Frith,크리스 퍼스
Denis Lawson,데니스 로슨
Joe Gilgun,조 길건
Denis Noble,데니스 노블
Abdullah Yusuf Ali,압둘라 유수프 알리
John Standing,존 스탠딩
Nazanin Boniadi,나자닌 보니아디
Henry Travers,헨리 트래버스
Jo Johnson,조 존슨
Nigel Bruce,나이젤 브루스
Morris Ginsberg,모리스 긴즈버그
David Lloyd,데이비드 로이드
Judy Campbell,주디 캠벨
Richard Rodney Bennett,리처드 로드니 베넷
Chris Perry,크리스 페리
Matt Ridley,맷 리들리
Roger Christian,로저 크리스챤
James Gibson,제임스 깁슨
Chris Harman,크리스 하먼
Ian Livingstone,이언 리빙스턴
John Castle,존 캐슬
Charles Groves,찰스 그로브스
Derek Parfit,데렉 파핏
Bianca Walkden,비앙카 워크든
Gifton Noel-Williams,기프턴 노엘윌리엄스
Rick Parfitt,릭 파핏
Dennis Kelly,데니스 켈리
Clifford Curzon,클리포드 커즌
Matthew Lowton,매슈 로턴
Doug Livingstone,더그 리빙스턴
Mark Chamberlain,마크 체임벌린
James Fox,제임스 폭스
Guy Ryder,가이 라이더
Jamie Mackie,제이미 매키
Marmaduke Pickthall,마르마두크 피크탈
Yahtzee Croshaw,벤 크로쇼
Nicholas Shakespeare,니컬러스 셰익스피어
Kieran Trippier,키에런 트리피어
Martin Broughton,마틴 브로턴
David Gold,데이비드 골드
John Betjeman,존 베처먼
Charles Gray,찰스 그레이
Simon Callow,사이먼 캘로
Nick Lowe,닉 로
Joe Jackson,조 잭슨
Graham Stark,그레이엄 스타크
Christian McKay,크리스천 매케이
Bill Bann,빌 밴
Bill Brown,빌 브라운
Christina Cole,크리스티나 콜
Peter Wingfield,피터 윙필드
Christien Anholt,크리스티안 안홀트
