イチロー,it͡ɕiɾoː
シオ,ɕio
クリキ,kɯɾʲikʲi
カセグレン,kaseɡɯɾeŋ
ユエ,jɯe
ゾンカ,d͡zoŋka
ブルソネ,bɯɾɯsone
トライアン,toɾaiaɴ
ヴイア,ɯ゙ia
ゴノン,ɡonoɴ
バレエ,baɾeː
ドリュイエ,doɾʲɯie
トンヌラ,tonnɯɾa
デタンプ,detampɯ
ドンデイヌ,dondeːnɯ
ピュジョル,pʲɯʑoɾɯ
アペルギス,apeɾɯɡʲisɯ
パテ,pate
グレゴリ,ɡɯɾeɡoɾʲi
デランジェール,deɾand͡ʑeːɾɯ
ウキジャ,ɯkʲiʑa
デュコ,djɯko
ダゲッソー,daɡessoː
ガスマン,ɡasɯmaɴ
バラケ,baɾake
レサル,ɖesaɾɯ
コソン,kosoɴ
ロンゲ,ɖoŋɡe
ニグ,ɲiɡɯ
シャーヨ,ɕaːjo
ヴェルモン,beɾɯmoɴ
チュレ,t͡ɕɯɾe
モジューヒン,moʑɯːçiŋ
シャルリエ,ɕaɾɯɾʲie
ドヴォワヨン,doboɰajoɴ
エディー,ediː
レピーヌ,ɖepʲiːnɯ
エタエタ,etaeta
シュネデルラン,ɕɯnedeɾɯɾaɴ
ムレイ,mɯɾeː
ボンヴァン,bombaɴ
ヴィエット,bʲietto
マサール,masaːɾɯ
ミクリ,mʲikɯɾʲi
デエ,deː
アリエール,aɾʲieːɾɯ
ダルメダ,daɾɯmeda
セムコフ,semɯkoɸɯ
ヴィヴァン,bʲibaɴ
アリオ,aɾʲio
ジレッティ,d͡ʑiɾetti
プラディエ,pɯɾadie
リナール,ɖʲinaːɾɯ
ルヴィエ,ɖɯbʲie
メッジ,meʑʑi
シャレット,ɕaɾetto
ビュゾー,bʲɯzoː
エデ,ede
オスロ,osɯɾo
カルテロン,kaɾɯteɾoɴ
ラルミナ,ɖaɾɯmʲina
ヌダム,nɯdamɯ
ヌジカム,nɯʑikamɯ
ギゲ,ɡʲiɡe
コッテ,kotte
ボワロン,boɰaɾoɴ
リティ,ɖʲiti
パニュ,paɲɯ
ロシャンブロワーズ,ɖoɕambɯɾoɰaːzɯ
キュキュロン,kʲɯkʲɯɾoɴ
オラール,oɾaːɾɯ
リュー,ɖʲɯː
コムラード,komɯɾaːdo
デュペイロン,djɯpeːɾoɴ
デュベ,djɯbe
エワルド,eɰaɾɯdo
ベゴドー,beɡodoː
サンカレ,saŋkaɾe
デルマ,deɾɯma
ルバスク,ɖɯbasɯkɯ
デブータン,debɯːtaɴ
アノトー,anotoː
フォーコニエ,ɸoːkoɲie
ロブション,ɖobɯɕoɴ
アシェット,aɕetto
ルガ,ɖɯɡa
アンタイ,antai
トランタン,toɾantaɴ
ガシェ,ɡaɕe
マンガン,maŋɡaɴ
シャラン,ɕaɾaɴ
シリアニ,ɕiɾʲiaɲi
ドカエ,dokae
ミュール,mʲɯːɾɯ
ウレザンスキ,ɯɾezaãsɯkʲi
ギーニュ,ɡʲiːɲɯ
フェロー,ɸeɾoː
アンティガ,antiɡa
オラツィ,oɾat͡si
ルアール,ɖɯaːɾɯ
モントー,montoː
テュソー,tjɯsoː
マキル,makʲiɾɯ
ティボン,tiboɴ
ロンドー,ɖondoː
フィオクル,ɸʲiokɯɾɯ
ミニョニ,mʲiɲoɲi
ファルチアニ,ɸaɾɯt͡ɕiaɲi
ダルコス,daɾɯkosɯ
バシュレ,baɕɯɾe
ビュオ,bʲɯo
ラヴェッソン,ɖabessoɴ
タガワ,taɡaɰa
ローモン,ɖoːmoɴ
ペルベ,peɾɯbe
エストレ,esɯtoɾe
ドーベルヴァル,doːbeɾɯbaɾɯ
パルフェ,paɾɯɸe
ロデオン,ɖodeoɴ
ブローシュ,bɯɾoːɕɯ
タルゴーン,taɾɯɡoːɴ
マニェ,maɲe
ボワレ,boɰaɾe
オーリアコンブ,oːɾʲiakombɯ
グレミヨン,ɡɯɾemʲijoɴ
ユボー,jɯboː
ポリ,poɾʲi
ヤーヴェ,jaːbe
オサレス,osaɾesɯ
シャロー,ɕaɾoː
ヴィンシュルス,bʲiĩɕɯɾɯsɯ
プルフール,pɯɾɯɸɯːɾɯ
ジェラバル,d͡ʑeɾabaɾɯ
アンセンヌ,aãsennɯ
フォシャール,ɸoɕaːɾɯ
ギランゴー,ɡʲiɾaŋɡoː
レデレ,ɖedeɾe
ウォランスキ,ɰoɾaãsɯkʲi
グランジャニー,ɡɯɾand͡ʑaɲiː
ブロンロ,bɯɾonɖo
キャンディリス,kʲandiɾʲisɯ
ツーボン,t͡sɯːboɴ
シヴァルディ,ɕibaɾɯdi
バンビュク,bambʲɯkɯ
アントルモン,antoɾɯmoɴ
デュクルー,djɯkɯɾɯː
ロパルツ,ɖopaɾɯt͡sɯ
アミゴレーナ,amʲiɡoɾeːna
チベリ,t͡ɕibeɾʲi
ヴォートラン,boːtoɾaɴ
ヴュアルネ,ɯ゙ュaɾɯne
ワイセンバッハ,ɰaisembahha
シャペイ,ɕapeː
リヴィエ,ɖʲibʲie
テレオー,teɾeoː
メーレ,meːɾe
ティボーデ,tiboːde
アクルール,akɯɾɯːɾɯ
マルリアーヴ,maɾɯɾʲiaːɯ゙
クロワゾン,kɯɾoɰazoɴ
レジ,ɖeʑi
ジャンモ,d͡ʑammo
メイエンドルフ,meːendoɾɯɸɯ
モザン,mozaɴ
ジェルモー,d͡ʑeɾɯmoː
エウィット,eɰitto
トレボール,toɾeboːɾɯ
ボンタン,bontaɴ
メオ,meo
イザンバール,izambaːɾɯ
ブレゼ,bɯɾeze
トノリエ,tonoɾʲie
ブルトゥイユ,bɯɾɯtɯijɯ
カバンヌ,kabannɯ
ダンビエ,dambʲie
レオネット,ɖeonetto
カッピエロ,kapʲpʲieɾo
コムラン,komɯɾaɴ
アシニョン,aɕiɲoɴ
ギュルトネ,ɡʲɯɾɯtone
ゼリー,d͡zeɾʲiː
アドル,adoɾɯ
メダール,medaːɾɯ
マヴィンガ,mabʲiŋɡa
ラリュー,ɖaɾʲɯː
コメール,komeːɾɯ
ガネ,ɡane
グロッピー,ɡɯɾopʲpʲiː
フレイス,ɸɯɾeːsɯ
パリュン,paɾʲɯɴ
フール,ɸɯːɾɯ
イモル,imoɾɯ
マブー,mabɯː
ジブリズ,d͡ʑibɯɾʲizɯ
エマヌ,emanɯ
ネト,neto
ハレヴィ,haɾebʲi
グランゴワール,ɡɯɾaŋɡoɰaːɾɯ
チッコリーニ,t͡ɕikkoɾʲiːɲi
フィリジェ,ɸʲiɾʲiʑe
オトーヌ,otoːnɯ
パヴィア,pabʲia
チュメオ,t͡ɕɯmeo
コロンビエ,koɾombʲie
ビオー,bʲioː
マロケッティ,maɾoketti
プーシェ,pɯːɕe
レイヴァン,ɖeːbaɴ
クルザワ,kɯɾɯzaɰa
モド,modo
ルジューヌ,ɖɯʑɯːnɯ
ヴォロ,boɾo
バテュ,batjɯ
エブラール,ebɯɾaːɾɯ
ヴォヴェル,bobeɾɯ
リドー,ɖʲidoː
マルベール,maɾɯbeːɾɯ
ドゥロール,dɯɾoːɾɯ
ヴェローヌ,beɾoːnɯ
モンバール,mombaːɾɯ
アムマ,amɯma
ガニェール,ɡaɲeːɾɯ
ノーダン,noːdaɴ
フェイエ,ɸeːe
トビーン,tobʲiːŋ
ザルゴ,d͡zaɾɯɡo
ブリゼ,bɯɾʲize
ケフェレック,keɸeɾekkɯ
サノゴ,sanoɡo
シネル,ɕineɾɯ
ラヴィニャック,ɖabʲiɲakkɯ
サバネーエフ,sabaneːeɸɯ
テアオヌイ,teaonɯi
テハウ,tehaɯ
テヘイヴァリイ,teheːbaɾʲiː
ルディヴィオン,ɖɯdibʲioɴ
プレオー,pɯɾeoː
セランドゥール,seɾandɯːɾɯ
エルムノー,eɾɯmɯnoː
ラゴヤ,ɖaɡoja
ゾーテル,d͡zoːteɾɯ
エラザス,eɾazasɯ
パンタローニ,pantaɾoːɲi
セオン,seoɴ
セギュール,seɡʲɯːɾɯ
ロヴァーン,ɖobaːɴ
ディミー,dimʲiː
ラポルト,ɖapoɾɯto
ベルトワーズ,beɾɯtoɰaːzɯ
ムーケ,mɯːke
ペイネ,peːne
ダルブレ,daɾɯbɯɾe
パリュ,paɾʲɯ
ベルショーズ,beɾɯɕoːzɯ
ラルビ,ɖaɾɯbʲi
ベンブダウ,bembɯdaɯ
モーフラ,moːɸɯɾa
コアド,koado
マジリエ,maʑiɾʲie
エフドキーモフ,eɸɯdokʲiːmoɸɯ
ベンツィ,bent͡si
パッセリス,passeɾʲisɯ
モルレンデ,moɾɯɾende
カルヴォコレッシ,kaɾɯbokoɾeɕɕi
ラヴァンシー,ɖabaãɕiː
ルニエ,ɖɯɲie
エテックス,etekkɯsɯ
ルグリ,ɖɯɡɯɾʲi
マリアーニ,maɾʲiaːɲi
グナブユ,ɡɯnabɯjɯ
デュヴォセル,djɯboseɾɯ
アナクレト,anakɯɾeto
ムバイエ,mɯbaie
ダンギャン,daŋɡʲaɴ
ロワゼル,ɖoɰazeɾɯ
マルケスト,maɾɯkesɯto
ドゥーカン,dɯːkaɴ
ソエタン,soetaɴ
シャイール,ɕaiːɾɯ
ベルガズワニ,beɾɯɡazɯɰaɲi
モンバエルツ,mombaeɾɯt͡sɯ
ジリウー,d͡ʑiɾʲiɯː
ベスティエ,besɯtie
ニエル,ɲieɾɯ
アレストリュプ,aɾesɯtoɾʲɯpɯ
メスリン,mesɯɾʲiŋ
マルコネ,maɾɯkone
ネミロフスキ,nemʲiɾoɸɯsɯkʲi
マニュス,maɲɯsɯ
グラチオレ,ɡɯɾat͡ɕioɾe
ピエルロ,pʲieɾɯɾo
コングレ,koŋɡɯɾe
パンスマイユ,paãsɯmaijɯ
プラドネル,pɯɾadoneɾɯ
ブリオー,bɯɾʲioː
ゴルシュマン,ɡoɾɯɕɯmaɴ
マンコウスキ,maŋkoɯsɯkʲi
クルヴァン,kɯɾɯbaɴ
リュシェール,ɖʲɯɕeːɾɯ
エルメシンダ,eɾɯmeɕinda
ラローズ,ɖaɾoːzɯ
ドボワチン,doboɰat͡ɕiŋ
シャントゥール,ɕantɯːɾɯ
ラシュリエ,ɖaɕɯɾʲie
ヴヤディン,ɯ゙jadiŋ
ノバック,nobakkɯ
デュボス,djɯbosɯ
ルヴォー,ɖɯboː
タミシエ,tamʲiɕie
ウェスレイ,ɰesɯɾeː
ロートワ,ɖoːtoɰa
フィグラルツ,ɸʲiɡɯɾaɾɯt͡sɯ
ルセイ,ɖɯseː
ルージュリー,ɖɯːʑɯɾʲiː
テュロー,tjɯɾoː
グウェンドリーヌ,ɡɯɰendoɾʲiːnɯ
カルトー,kaɾɯtoː
ガスカール,ɡasɯkaːɾɯ
ラージュ,ɖaːʑɯ
ゴルディーニ,ɡoɾɯdiːɲi
ゴマ,ɡoma
サイヒ,saiçi
レオンス,ɖeoõsɯ
オルメタ,oɾɯmeta
ランスロ,ɖaãsɯɾo
トロレ,toɾoɾe
ティッキー,tikʲkʲiː
オルガド,oɾɯɡado
マガイェ,maɡaje
グエイェ,ɡɯeje
マンシクール,maãɕikɯːɾɯ
シャットン,ɕattoɴ
マングラール,maŋɡɯɾaːɾɯ
ジュフル,d͡ʑɯɸɯɾɯ
ビニェ,bʲiɲe
ラパラ,ɖapaɾa
ヴェルレ,beɾɯɾe
ヴァグネル,baɡɯneɾɯ
ルベール,ɖɯbeːɾɯ
ジョワ,d͡ʑoɰa
ラビス,ɖabʲisɯ
ケルシア,keɾɯɕia
ショーヴラン,ɕoːɯ゙ɾaɴ
バトー,batoː
ベルマディ,beɾɯmadi
レティジ,ɖetiʑi
サンドラン,sandoɾaɴ
ウォルデマール,ɰoɾɯdemaːɾɯ
ハフキン,haɸɯkʲiŋ
パンクラース,paŋkɯɾaːsɯ
ベッサ,bessa
トゥールムーシュ,tɯːɾɯmɯːɕɯ
ファルギエール,ɸaɾɯɡʲieːɾɯ
ラフォンティーヌ,ɖaɸontiːnɯ
ゴンザーグ,ɡond͡zaːɡɯ
バルカシジク,baɾɯkaɕiʑikɯ
エケレ,ekeɾe
ケベ,kebe
アズディン,azɯdiŋ
ゲルー,ɡeɾɯː
メトラ,metoɾa
ナデジュ,nadeʑɯ
ボビリエ,bobʲiɾʲie
バルビゼ,baɾɯbʲize
メルワール,meɾɯɰaːɾɯ
フルリー,ɸɯɾɯɾʲiː
トバチ,tobat͡ɕi
シャルボニエ,ɕaɾɯboɲie
ボクシス,bokɯɕisɯ
ジョセリーヌ,d͡ʑoseɾʲiːnɯ
トリアドウ,toɾʲiadoɯ
フィギエ,ɸʲiɡʲie
コサード,kosaːdo
モック,mokkɯ
ゴットマン,ɡottomaɴ
スリエ,sɯɾʲie
ベディモ,bedimo
パイヨ,paijo
ブランディーヌ,bɯɾandiːnɯ
ドゥパルドン,dɯpaɾɯdoɴ
ノリエ,noɾʲie
エリセーエフ,eɾʲiseːeɸɯ
ミュラロ,mʲɯɾaɾo
イレタ,iɾeta
シレテ,ɕiɾete
ファレール,ɸaɾeːɾɯ
ライール,ɖaiːɾɯ
カペラニ,kapeɾaɲi
ブッシャー,bɯɕɕaː
ルジェ,ɖɯʑe
カラベリ,kaɾabeɾʲi
オスベール,osɯbeːɾɯ
アジンサ,aʑiĩsa
フォシヨン,ɸoɕijoɴ
シャプドレーヌ,ɕapɯdoɾeːnɯ
エイム,eːmɯ
ロンウィ,ɖoõɰi
フロリヴァル,ɸɯɾoɾʲibaɾɯ
アグラエ,aɡɯɾae
ゴスラン,ɡosɯɾaɴ
ジアール,d͡ʑiaːɾɯ
ルシーヌ,ɖɯɕiːnɯ
トライユ,toɾaijɯ
ワハビー,ɰahabʲiː
ヤヤウィ,jajaɰi
ドラノワ,doɾanoɰa
アヴィニヨン,abʲiɲijoɴ
カペー,kapeː
ルーキエ,ɖɯːkʲie
アンブルン,ambɯɾɯɴ
フェヴリエ,ɸeɯ゙ɾʲie
メザグ,mezaɡɯ
ポサメ,posame
ギラド,ɡʲiɾado
ベルベリアン,beɾɯbeɾʲiaɴ
ベルトス,beɾɯtosɯ
ラクチュール,ɖakɯt͡ɕɯːɾɯ
バンキャール,baŋkʲaːɾɯ
アルティノグリュ,aɾɯtinoɡɯɾʲɯ
アリウ,aɾʲiɯ
アビディ,abʲidi
ラザク,ɖazakɯ
コルネリー,koɾɯneɾʲiː
パッサール,passaːɾɯ
デュパスキエ,djɯpasɯkʲie
シェディッド,ɕediddo
フランカステル,ɸɯɾaŋkasɯteɾɯ
ドゥバティー,dɯbatiː
ヤシュヴィリ,jaɕɯbʲiɾʲi
ダルベレ,daɾɯbeɾe
シャントルイユ,ɕantoɾɯijɯ
ミュラトリ,mʲɯɾatoɾʲi
ジャノリ,d͡ʑanoɾʲi
フェリシー,ɸeɾʲiɕiː
ドロラン,doɾoɾaɴ
デスカス,desɯkasɯ
バルテルメ,baɾɯteɾɯme
タトポロス,tatopoɾosɯ
ギロディ,ɡʲiɾodi
ハビブ,habʲibɯ
モレイラ,moɾeːɾa
シャルチエ,ɕaɾɯt͡ɕie
ココン,kokoɴ
サンドランス,sandoɾaãsɯ
カラヴァク,kaɾabakɯ
ペイベルン,peːbeɾɯɴ
ヴェルムラン,beɾɯmɯɾaɴ
ブードン,bɯːdoɴ
サンタマン,santamaɴ
エミルフォーク,emʲiɾɯɸoːkɯ
オレールサン,oɾeːɾɯsaɴ
キャロワーヌ,kʲaɾoɰaːnɯ
レガッタン,ɖeɡattaɴ
パジョ,paʑo
ファルジュ,ɸaɾɯʑɯ
ロッシェル,ɖoɕɕeɾɯ
スム,sɯmɯ
ダマデ,damade
モイソ,moiso
ガロニア,ɡaɾoɲia
フランカール,ɸɯɾaŋkaːɾɯ
イヴァノフ,ibanoɸɯ
スーストロ,sɯːsɯtoɾo
ブリュソロ,bɯɾʲɯsoɾo
ビュロ,bʲɯɾo
ヴァラール,baɾaːɾɯ
バルダン,baɾɯdaɴ
パトゥイラール,patɯiɾaːɾɯ
タビュトー,tabʲɯtoː
リュドミラ,ɖʲɯdomʲiɾa
チェリーナ,t͡ɕeɾʲiːna
クリヴィヌ,kɯɾʲibʲinɯ
マンガニ,maŋɡaɲi
フェーブル,ɸeːbɯɾɯ
トンゴ,toŋɡo
ドゥンビア,dɯmbʲia
ファウジ,ɸaɯʑi
エシュアフニ,eɕɯaɸɯɲi
ギラヴォギ,ɡʲiɾaboɡʲi
グルダ,ɡɯɾɯda
カルド,kaɾɯdo
クーディニ,kɯːdiɲi
ムーシェ,mɯːɕe
マトゥロン,matɯɾoɴ
ラロンド,ɖaɾondo
メニャン,meɲaɴ
バンシロン,baãɕiɾoɴ
ディドロ,didoɾo
デデュー,dedjɯː
ジョシネ,d͡ʑoɕine
アデリーヌ,adeɾʲiːnɯ
キャナック,kʲanakkɯ
レスレル,ɖesɯɾeɾɯ
シェーヌベルク,ɕeːnɯbeɾɯkɯ
ショケ,ɕoke
スパーンドンク,sɯpaːndoŋkɯ
シーグ,ɕiːɡɯ
エクスブライヤ,ekɯsɯbɯɾaija
ヤクーバ,jakɯːba
デシェノー,deɕenoː
デュフリ,djɯɸɯɾʲi
ベナルアン,benaɾɯaɴ
サラベール,saɾabeːɾɯ
デボスト,debosɯto
リンボン,ɖʲimboɴ
グローン,ɡɯɾoːɴ
エグザルホプロス,eɡɯzaɾɯhopɯɾosɯ
ジュヌヴォワ,d͡ʑɯnɯboɰa
ヴァンクール,baŋkɯːɾɯ
モンブリュン,mombɯɾʲɯɴ
トレベル,toɾebeɾɯ
アレクシ,aɾekɯɕi
ボゼッティ,bozetti
ガヴァノン,ɡabanoɴ
ボクンジ,bokɯnd͡ʑi
ショヴィレ,ɕobʲiɾe
ベクティ,bekɯti
シャルネ,ɕaɾɯne
トゥルナドル,tɯɾɯnadoɾɯ
オーベイ,oːbeː
ルモニエ,ɖɯmoɲie
アレオラ,aɾeoɾa
ジャピー,d͡ʑapʲiː
シャマイヤール,ɕamaijaːɾɯ
ラブルール,ɖabɯɾɯːɾɯ
ロエ,ɖoe
ギュトン,ɡʲɯtoɴ
エスクラサン,esɯkɯɾasaɴ
ジェトゥ,d͡ʑetɯ
エノ,eno
ダネー,daneː
ムカンジョ,mɯkand͡ʑo
ラサーニュ,ɖasaːɲɯ
デュフレンヌ,djɯɸɯɾennɯ
モラーヌ,moɾaːnɯ
パルダヤン,paɾɯdajaɴ
ゴンドラン,ɡondoɾaɴ
サンシエ,saãɕie
ミリア,mʲiɾʲia
フェルネ,ɸeɾɯne
ニョム,ɲomɯ
ゴンサルベス,ɡoõsaɾɯbesɯ
ラッバ,ɖabba
アルキエ,aɾɯkʲie
トレモー,toɾemoː
ロシュブリュヌ,ɖoɕɯbɯɾʲɯnɯ
ルーチス,ɖɯːt͡ɕisɯ
ヴェシュテル,beɕɯteɾɯ
ジャエル,d͡ʑaeɾɯ
マルトンヌ,maɾɯtonnɯ
ブレモン,bɯɾemoɴ
フーク,ɸɯːkɯ
スピール,sɯpʲiːɾɯ
エボンド,ebondo
サーレイ,saːɾeː
クルティーヌ,kɯɾɯtiːnɯ
モワンヌ,moɰannɯ
トゥルカ,tɯɾɯka
フレモン,ɸɯɾemoɴ
ドゥペルデュサン,dɯpeɾɯdjɯsaɴ
アリイマテ,aɾʲiːmate
ヴォジャンスキー,boʑaãsɯkʲiː
コルタンツ,koɾɯtant͡sɯ
ウラニ,ɯɾaɲi
エトマン,etomaɴ
ピエーリ,pʲieːɾʲi
ブリニョーレ,bɯɾʲiɲoːɾe
サーレ,saːɾe
クレサンジェ,kɯɾesand͡ʑe
アルフヴィドソン,aɾɯɸɯbʲidosoɴ
フォルネリ,ɸoɾɯneɾʲi
ベルナルク,beɾɯnaɾɯkɯ
アナスタジ,anasɯtaʑi
ボルジェ,boɾɯʑe
リュネル,ɖʲɯneɾɯ
ブライック,bɯɾaikkɯ
ルペール,ɖɯpeːɾɯ
ポワントラン,poɰantoɾaɴ
シャラメル,ɕaɾameɾɯ
トニウッティ,toɲiɯtti
ダシェ,daɕe
ジュッセ,d͡ʑɯsse
ドゥヴァンベ,dɯbambe
フォルタン,ɸoɾɯtaɴ
アビタン,abʲitaɴ
レジャン,ɖeʑaɴ
プーラン,pɯːɾaɴ
トゥーパン,tɯːpaɴ
メデリック,medeɾʲikkɯ
グー,ɡɯː
ドーシェ,doːɕe
ヴィオン,bʲioɴ
ケイゼル,keːzeɾɯ
アレノ,aɾeno
マイエ,maie
ヌフラール,nɯɸɯɾaːɾɯ
モンマール,mommaːɾɯ
ブランカン,bɯɾaŋkaɴ
デルボス,deɾɯbosɯ
ペトリッチ,petoɾʲitt͡ɕi
ダメサン,damesaɴ
エイゼンシッツ,eːzeẽɕitt͡sɯ
カビュ,kabʲɯ
ベルジーク,beɾɯʑiːkɯ
アレル,aɾeɾɯ
ボージョワイユー,boːʑoɰaijɯː
デリチェブール,deɾʲit͡ɕebɯːɾɯ
ランジェロン,ɖand͡ʑeɾoɴ
トゥルヌミーヌ,tɯɾɯnɯmʲiːnɯ
シロフスキィ,ɕiɾoɸɯsɯkʲiィ
モルヴァン,moɾɯbaɴ
ブランドストロム,bɯɾandosɯtoɾomɯ
エリサ,eɾʲisa
グラバール,ɡɯɾabaːɾɯ
ティモテ,timote
エンゲサン,eŋɡesaɴ
エリンク,eɾʲiŋkɯ
デュプイー,djɯpɯiː
シュラキ,ɕɯɾakʲi
アグノエル,aɡɯnoeɾɯ
アルレー,aɾɯɾeː
コルシニ,koɾɯɕiɲi
ブジュナー,bɯʑɯnaː
ジュアニー,d͡ʑɯaɲiː
ジメルヌ,d͡ʑimeɾɯnɯ
ルイリエ,ɖɯiɾʲie
シャブリ,ɕabɯɾʲi
ゼルフュス,d͡zeɾɯɸʲɯsɯ
カラベッタ,kaɾabetta
キューシェ,kʲɯːɕe
ゴビアン,ɡobʲiaɴ
チュルーヤン,t͡ɕɯɾɯːjaɴ
シャフィク,ɕaɸʲikɯ
ベセギエ,beseɡʲie
シャルブ,ɕaɾɯbɯ
マセ,mase
ルーポ,ɖɯːpo
ボンヌフォン,bonnɯɸoɴ
シコ,ɕiko
ゴズラン,ɡozɯɾaɴ
シニジェ,ɕiɲiʑe
カドゥール,kadɯːɾɯ
モワソン,moɰasoɴ
ガグリアーノ,ɡaɡɯɾʲiaːno
ヴィエンヌ,bʲiennɯ
ヴァンギャルド,baŋɡʲaɾɯdo
トージ,toːʑi
グレベール,ɡɯɾebeːɾɯ
リカーリ,ɖʲikaːɾʲi
フラタン,ɸɯɾataɴ
アトン,atoɴ
シロドー,ɕiɾodoː
タロフュア,taɾoɸʲɯa
ヴォケール,bokeːɾɯ
ピュエッシュ,pʲɯeɕɕɯ
ダルセル,daɾɯseɾɯ
ヤンジ,jand͡ʑi
リグロ,ɖʲiɡɯɾo
シリア,ɕiɾʲia
ファイヨル,ɸaijoɾɯ
パルネ,paɾɯne
ジボー,d͡ʑiboː
オロファン,oɾoɸaɴ
アルゼット,aɾɯzetto
メルキ,meɾɯkʲi
ディードリシュ,diːdoɾʲiɕɯ
ルクトゥ,ɖɯkɯtɯ
コッタズ,kottazɯ
ラフィットデュポン,ɖaɸʲittodjɯpoɴ
ティスール,tisɯːɾɯ
クラリス,kɯɾaɾʲisɯ
アグベニュー,aɡɯbeɲɯː
ネジャール,neʑaːɾɯ
ラプジャード,ɖapɯʑaːdo
ドヴィ,dobʲi
エルリー,eɾɯɾʲiː
ディアバテ,diabate
ウーセ,ɯːse
ソヴァージュ,sobaːʑɯ
エイセリック,eːseɾʲikkɯ
ディオジェーヌ,dioʑeːnɯ
マイヤール,maijaːɾɯ
シボニー,ɕiboɲiː
デファイエ,deɸaie
カザーレ,kazaːɾe
トゥシャール,tɯɕaːɾɯ
ブフ,bɯɸɯ
ジェロー,d͡ʑeɾoː
ドラジャン,doɾaʑaɴ
ティエルスラン,tieɾɯsɯɾaɴ
ボーヴュ,boːɯ゙ュ
クレ,kɯɾe
テスマー,tesɯmaː
ベランジェ,beɾand͡ʑe
イアルバン,iaɾɯbaɴ
ヌガペト,nɯɡapeto
シャブルン,ɕabɯɾɯɴ
メルメ,meɾɯme
カション,kaɕoɴ
コルマン,koɾɯmaɴ
ジョルジヴィッチ,d͡ʑoɾɯʑibʲitt͡ɕi
ファジル,ɸaʑiɾɯ
ホルタ,hoɾɯta
ドーファン,doːɸaɴ
フレオン,ɸɯɾeoɴ
ロワベ,ɖoɰabe
フラサッティ,ɸɯɾasatti
レニエ,ɖeɲie
ファルドゥ,ɸaɾɯdɯ
ナブアン,nabɯaɴ
デスポー,desɯpoː
ムールト,mɯːɾɯto
フェルベール,ɸeɾɯbeːɾɯ
ディネ,dine
ジョソ,d͡ʑoso
ドーヴ,doːɯ゙
アチア,at͡ɕia
ダマリオ,damaɾʲio
ドラートル,doɾaːtoɾɯ
フェドロニック,ɸedoɾoɲikkɯ
キコイン,kʲikoiŋ
ブールジーヌ,bɯːɾɯʑiːnɯ
プザン,pɯzaɴ
ワリド,ɰaɾʲido
レグラギ,ɖeɡɯɾaɡʲi
クレリコ,kɯɾeɾʲiko
デューチカ,djɯːt͡ɕika
エドリーヌ,edoɾʲiːnɯ
バルダック,baɾɯdakkɯ
ポワト,poɰato
ウデ,ɯde
ニボワイエ,ɲiboɰaie
ガッシェ,ɡaɕɕe
マヤル,majaɾɯ
モンシプール,moõɕipɯːɾɯ
カーモン,kaːmoɴ
バーディ,baːdi
カヌ,kanɯ
マクロン,makɯɾoɴ
ルベッソン,ɖɯbessoɴ
ダゴニェ,daɡoɲe
フロランタン,ɸɯɾoɾantaɴ
ブサック,bɯsakkɯ
ボアシエ,boaɕie
メオル,meoɾɯ
エスタブレ,esɯtabɯɾe
パルリ,paɾɯɾʲi
キュセ,kʲɯse
ガラットーニ,ɡaɾattoːɲi
クリダ,kɯɾʲida
ヴェロン,beɾoɴ
フォルボネ,ɸoɾɯbone
ピグロン,pʲiɡɯɾoɴ
モーズ,moːzɯ
シャプレ,ɕapɯɾe
オシュデ,oɕɯde
ギブアン,ɡʲibɯaɴ
マルラン,maɾɯɾaɴ
フィクー,ɸʲikɯː
フランシーヌ,ɸɯɾaãɕiːnɯ
エライユ,eɾaijɯ
デュゴワ,djɯɡoɰa
タッテグラン,tatteɡɯɾaɴ
アルシメード,aɾɯɕimeːdo
ノワイエル,noɰaieɾɯ
ミオマンドル,mʲiomandoɾɯ
ベロント,beɾonto
ペリエール,peɾʲieːɾɯ
バンデネンド,bandenendo
コラフェイス,koɾaɸeːsɯ
プールボ,pɯːɾɯbo
レジーヌ,ɖeʑiːnɯ
デフォルジュ,deɸoɾɯʑɯ
ヴェルニー,beɾɯɲiː
フォルヌレ,ɸoɾɯnɯɾe
カサック,kasakkɯ
ヴァンサンシーニ,baãsaãɕiːɲi
デモンフォコン,demoõɸokoɴ
ベッケ,bekke
ルノディー,ɖɯnodiː
タンプル,tampɯɾɯ
レガメ,ɖeɡame
ブーヴェ,bɯːbe
レシャンバック,ɖeɕambakkɯ
フェリエ,ɸeɾʲie
フリジッド,ɸɯɾʲiʑiddo
バルジョー,baɾɯʑoː
オヴィド,obʲido
レカナティ,ɖekanati
シャトー,ɕatoː
マツネフ,mat͡sɯneɸɯ
リプカ,ɖʲipɯka
タッキーノ,takʲkʲiːno
ドゥクフレ,dɯkɯɸɯɾe
シュートル,ɕɯːtoɾɯ
ラコン,ɖakoɴ
ルヌーヴァン,ɖɯnɯːbaɴ
ダンゼ,dand͡ze
アサドゥリアン,asadɯɾʲiaɴ
アギョン,aɡʲoɴ
ヌーヴィック,nɯːbʲikkɯ
フレポン,ɸɯɾepoɴ
ベルクール,beɾɯkɯːɾɯ
ニノン,ɲinoɴ
ペラシー,peɾaɕiː
モンテナール,montenaːɾɯ
ドメイリィ,domeːɾʲiィ
