gerónimo,제로니모,jeronimo
casado,카사도,kasado
susi,수시,susi
alcaide,알카이데,alkaide
crespín,크레스핀,keureseupin
pedrola,페드룰라,pedeurulra
olaso,올라소,olraso
pasarín,파사린,pasarin
carcelén,카르셀렌,kareuselren
hermoso,에르모소,ereumoso
trigueros,트리게로스,teurigeroseu
vicky,비키,biki
bartual,바르투알,bareutual
godino,고디노,godino
sosa,소사,sosa
patiño,파티뇨,patinyo
yanko,얀코,yanko
daucik,다우치크,daucikeu
armet,아르메트,areumeteu
torrejón,토레혼,torehon
monjardín,몬하르딘,monhareudin
vellido,벨리도,belrido
aina,아이나,aina
cárcer,카르세르,kareusereu
amadeo,아마데오,amadeo
labarta,라바르타,rabareuta
pedrero,페드레로,pedeurero
mascarell,마스카렐,maseukarel
juantegui,후안테기,huantegi
cayo,카요,kayo
kubrat,쿠브라트,kubeurateu
bulgaria,사호니아코부르고고타이고메즈아세보,sahoniakobureugogotaigomejeuasebo
giovanni,히오바니,hiobani
simeone,시메오네,simeone
céspedes,세스페데스,seseupedeseu
genaro,헤나로,henaro
celayeta,셀라예타,selrayeta
mina,미나,mina
alguacil,알과실,algwasil
goyenechea,고예네체아,goyenecea
guillem,길롐,gilryem
march,마르크,mareukeu
cotiello,코티에요,kotieyo
encinas,엔시나스,ensinaseu
belló,베요,beyo
miryam,미리암,miriam
idígoras,이디고라스,idigoraseu
paños,파뇨스,panyoseu
visedo,비세도,bisedo
ferrando,페란도,perando
larralde,라랄데,raralde
cubells,쿠벨스,kubelseu
ríos,리오스,rioseu
nuria,누리아,nuria
alfonseda,알폰세다,alponseda
moya,모야,moya
llum,윰,yum
bartomeu,바르토메우,bareutomeu
marí,마리,mari
pepa,페파,pepa
rus,루스,ruseu
grande,그란데,geurande
agüera,아궤라,agwera
machín,마친,macin
terele,테렐레,terelre
pávez,파베스,pabeseu
xenia,세니아,senia
tostado,토스타도,toseutado
xan,샌,saen
das,다스,daseu
bolas,볼라스,bolraseu
sanjurjo,상후르호,sanghureuho
legarreta,레가레타,regareta
zaldúa,살두아,saldua
tristán,트리스탄,teuriseutan
jagoba,하고바,hagoba
arrasate,아라사테,arasate
akapo,아카포,akapo
turrión,투리온,turion
espíldora,에스필라도라,eseupilradora
bellerín,베예린,beyerin
keita,케이타,keita
balde,발데,balde
medrán,메드란,medeuran
aragonès,아라구네스,araguneseu
szpakowski,슈파코프스키,syupakopeuseuki
asensio,아센시오,asensio
heliodoro,엘리오도로,elriodoro
pedrosa,페드로사,pedeurosa
bermejo,베르메호,bereumeho
sálamo,살라모,salramo
ayoze,아요세,ayose
güerri,구에리,gueri
zaldua,살두아,saldua
gayà,가야,gaya
adama,아다마,adama
traoré,트라오레,teuraore
diarra,디아라,diara
santacruz,산타크루스,santakeuruseu
ginestà,기네스타,gineseuta
capa,카파,kapa
lloria,요리아,yoria
villena,비예나,biyena
sobrino,소브리노,sobeurino
clément,클레망,keulremang
lenglet,랑글레,ranggeulre
ceballos,세바요스,sebayoseu
sanjosé,산호세,sanhose
adelfa,아델파,adelpa
calvo,칼보,kalbo
berenguer,베렝게르,berenggereu
ager,아헤르,ahereu
aketxe,아케체,akece
yáñez,야녜스,yanyeseu
eraso,에라소,eraso
íñigo,이니고,inigo
errejón,에레혼,erehon
kanté,캉테,kangte
doménech,도메네크,domenekeu
yatra,야트라,yateura
mariona,마리오나,mariona
tena,테나,tena
bustinza,부스틴사,buseutinsa
gumbau,굼바우,gumbau
mayoral,마요랄,mayoral
luca,루카,ruka
zidane,지단,jidan
williams,윌리암스,wilriamseu
jack,잭,jaeg
harper,하퍼,hapeo
samu,사무,samu
jordán,호르단,horeudan
mira,미라,mira
lekue,레쿠에,rekue
raya,라야,raya
yeray,예라이,yerai
vesga,베스가,beseuga
villalibre,비얄리브레,biyalribeure
meré,메레,mere
remiro,레미로,remiro
berta,베르타,bereuta
merquelanz,메르켈란스,mereukelranseu
odriozola,오드리오솔라,odeuriosolra
sangalli,상가이,sanggai
fornals,포르날스,poreunalseu
prast,프라스트,peuraseuteu
sabin,사빈,sabin
angeliño,앙헬리뇨,anghelrinyo
traisac,트라이사크,teuraisakeu
pape,파페,pape
cheikh,셰이크,syeikeu
diop,디오프,diopeu
barei,바레이,barei
guruzeta,구루세타,guruseta
chirivella,치리베야,ciribeya
rodri,로드리,rodeuri
aleñá,알레냐,alrenya
oyarzabal,오야르사발,oyareusabal
gavasa,가바사,gabasa
cucurella,쿠쿠레야,kukureya
jokin,호킨,hokin
ezkieta,에스키에타,eseukieta
maffeo,마페오,mapeo
bad,배드,baedeu
gyal,걸,geol
zubeldia,수벨디아,subeldia
penas,페나스,penaseu
fátima,파티마,patima
diame,디아메,diame
reguilón,레길론,regilron
millie,밀리,milri
bobby,보비,bobi
brown,브라운,beuraun
rahm,람,ram
keen,킨,kin
abaitua,아바이투아,abaitua
mathías,마티아스,matiaseu
olivera,올리베라,olribera
youssef,유세프,yusepeu
ennesyri,엔네시리,ennesiri
pol,폴,pol
lirola,리롤라,rirolra
garrigós,가리고스,garigoseu
roca,로카,roka
teodoro,테오도로,teodoro
egea,에헤아,ehea
mamen,마멘,mamen
pozo,포소,poso
achraf,아슈라프,asyurapeu
hakimi,하키미,hakimi
rosalía,로살리아,rosalria
oriol,오리올,oriol
paulo,파울로,paulro
castaños,카스타뇨스,kaseutanyoseu
brahim,브라힘,beurahim
robin,로뱅,robaeng
le,르,reu
normand,노르망,noreumang
mena,메나,mena
vinícius,비니시우스,binisiuseu
júnior,주니오르,junioreu
guridi,구리디,guridi
éder,에데르,edereu
militão,밀리탕,milritang
rodrygo,호드리구,hodeurigu
goes,고이스,goiseu
gorosabel,고로사벨,gorosabel
brais,브라이스,beuraiseu
guillamón,기야몬,giyamon
aia,아이아,aia
kruse,크루세,keuruse
ainhoa,아이노아,ainoa
eloísa,엘로이사,elroisa
porro,포로,poro
escacena,에스카세나,eseukasena
guevara,게바라,gebara
yara,야라,yara
puebla,푸에블라,puebeulra
alfred,알프레드,alpeuredeu
nuñez,누녜스,nunyeseu
junior,주니오르,junioreu
firpo,피르포,pireupo
bas,바스,baseu
riqui,리키,riki
puig,푸치,puci
acebo,아세보,asebo
manzanares,만사나레스,mansanareseu
susy,수시,susi
gala,갈라,galra
arnaiz,아르나이스,areunaiseu
índigo,인디고,indigo
robert,로베르트,robereuteu
albiñana,알비냐나,albinyana
eric,에릭,erig
guimarães,기마랑이스,gimarangiseu
ester,에스테르,eseutereu
expósito,엑스포시토,egseuposito
aihen,아이엔,aien
juani,후아니,huani
bryan,브리안,beurian
nathy,나티,nati
peluso,펠루소,pelruso
yuste,유스테,yuseute
zubimendi,수비멘디,subimendi
vivian,비비안,bibian
greta,그레타,geureta
cardona,카르도나,kareudona
ilaix,일라시,ilrasi
moriba,모리바,moriba
oihan,오이안,oian
sancet,산세트,sanseteu
begoña,베고냐,begonya
pedri,페드리,pedeuri
georgina,헤오르히나,heoreuhina
corral,코랄,koral
usero,우세로,usero
valles,바예스,bayeseu
ansu,안수,ansu
fati,파티,pati
delcán,델칸,delkan
arnau,아르나우,areunau
tenas,테나스,tenaseu
chanel,차넬,canel
terrero,테레로,terero
vencedor,벤세도르,bensedoreu
branyas,브라냐스,beuranyaseu
morera,모레라,morera
morcillo,모르시요,moreusiyo
marvin,마빈,mabin
park,박,bag
nico,니코,niko
mingueza,밍게사,minggesa
yéremi,예레미,yeremi
pino,피노,pino
armisén,알머슨,almeoseun
ez,압데,abde
abde,에잘줄리,ejaljulri
gavi,가비,gabi
moleiro,모레이로,moreiro
fresneda,프레스네다,peureseuneda
taz,태즈,taejeu
skylar,스카일러,seukailreo
dean,딘,din
huijsen,하위선,hawiseon
garnacho,가르나초,gareunaco
estibaliz,에스티발리스,eseutibalriseu
urresola,우레솔라,uresolra
solaguren,솔라구렌,solraguren
lamine,라민,ramin
yamal,야말,yamal
stefan,스테판,seutepan
bajčetić,바이체티치,baicetici
palacio,팔라시오,palrasio
deportes,데스포르테스,deseuporeuteseu
televisa,텔레비사,telrebisa
cuernavaca,쿠에르나바카,kuereunabaka
estadio,에스타디오,eseutadio
azteca,아스테카,aseuteka
méxico,멕시코,megsiko
saltillo,살티요,saltiyo
aeromar,아에로마르,aeromareu
hermosillo,에르모시요,ereumosiyo
morelia,모렐리아,morelria
mexicali,메히칼리,mehikalri
aguascalientes,아과스칼리엔테스,agwaseukalrienteseu
tepic,테픽,tepig
villahermosa,비야에르모사,biyaereumosa
culiacán,쿨리아칸,kulriakan
revolución,멕시코,megsiko
mexicana,혁명,hyeogmyeong
xalapaenríquez,할라파,halrapa
chihuahua,치와와,ciwawa
zacatecas,사카테카스,sakatekaseu
guanajuato,과나후아토,gwanahuato
béisbol,베이스볼,beiseubol
monterrey,몬테레이,monterei
colima,콜리마,kolrima
zapopan,사포판,sapopan
tampico,탐피코,tampiko
calakmul,칼라크물,kalrakeumul
carretera,팬아메리칸,paenamerikan
panamericana,하이웨이,haiwei
peso,멕시코,megsiko
mexicano,페소,peso
chinantequilla,산호세치난테키야,sanhosecinantekiya
mayos,마요스,mayoseu
navojoa,나베호아,nabehoa
aeroméxico,아에로멕시코,aeromegsiko
álamos,알라모스,alramoseu
connect,커넥트,keonegteu
torreón,토레온,toreon
cancún,캉쿤,kangkun
guadalajara,과달라하라,gwadalrahara
fonovisa,포노비사,ponobisa
records,레코드,rekodeu
chetumal,체투말,cetumal
club,클루브,keulrubeu
américa,아메리카,amerika
diablos,디아블로스,diabeulroseu
rojos,로호스,rohoseu
hospicio,오스피치오,oseupicio
cabañas,카바냐스,kabanyaseu
chicha,치차,cica
grupo,그루포,geurupo
modelo,모델로,modelro
mesoamérica,메소아메리카,mesoamerika
veracruz,베라크루스,berakeuruseu
pulque,풀케,pulke
happy,행복의,haengbogyi
science,과학,gwahag
legionarios,그리스도의,geuriseudoyi
cristo,수도회,sudohoe
estrellas,에스트레야스,eseuteureyaseu
pericos,페리코스,perikoseu
coatzacoalcos,코아트사코알코스,koateusakoalkoseu
teotihuacán,테오티우아칸,teotiuakan
móvil,모빌,mobil
algodoneros,알고도네로스,algodoneroseu
guasave,과사베,gwasabe
cemex,세멕스,semegseu
tijuana,티후아나,tihuana
interjet,인터제트,inteojeteu
comic,코믹,komig
relief,릴리프,rilripeu
kahlúa,칼루아,kalrua
uno,우노,uno
mayapán,마야판,mayapan
tollanxicocotitlan,툴라,tulra
tequila,테킬라,tekilra
universidad,우니베르시다드,unibereusidadeu
nacional,나시오날,nasional
consejo,콘세호,konseho
mundial,문디알,mundial
lucha,루차,ruca
libre,리브레,ribeure
decena,비극의,bigeugyi
trágica,열흘,yeolheul
mazatlán,마사틀란,masateulran
adidas,아디다스,adidaseu
telstar,텔스타,telseuta
xochimilco,소치밀코,socimilko
dorados,도라도,dorado
sinaloa,시날로아,sinalroa
ensenada,엔세나다,ensenada
cinco,싱코,singko
margarita,마르가리타,mareugarita
guerreros,게레로스,gereroseu
coyoacán,코요아칸,koyoakan
necaxa,네칵사,nekagsa
mezcal,메즈칼,mejeukal
univision,유니비전,yunibijeon
foro,포로,poro
cine,멕시코,megsiko
jarritos,하리토스,haritoseu
manzanillo,만사니요,mansaniyo
reynosa,레이노사,reinosa
ishopmixup,아이숍믹스업,aisyobmigseueob
tollan,톨란,tolran
méxicotlatelolco,틀라텔롤코,teulratelrolko
viva,비바,biba
aerobus,아에로버스,aerobeoseu
click,멕시카나,megsikana
irapuato,이라푸아토,irapuato
olímpico,올림피코,olrimpiko
universitario,우니베르시타리오,unibereusitario
antojito,안토히토,antohito
templo,템플로,tempeulro
bimbo,빔보,bimbo
lala,랄라,ralra
michelada,미첼라다,micelrada
horchata,오르차타,oreucata
paseo,파세오,paseo
reforma,레포르마,reporeuma
atlético,아틀레티코,ateulretiko
telcel,텔셀,telsel
gimnasio,힘나시오,himnasio
saraperos,사라페로스,saraperoseu
petroleros,페트롤레로스,peteurolreroseu
minatitlán,미나티틀란,minatiteulran
piratas,피라타스,pirataseu
campeche,캄페체,kampece
oaxaca,오아하카,oahaka
unión,우니온,union
laguna,라구나,raguna
olmecas,올메카스,olmekaseu
tabasco,타바스코,tabaseuko
leones,레오네스,reoneseu
yucatán,유카탄,yukatan
broncos,브론코스,beuronkoseu
acereros,아세레로스,asereroseu
monclova,몬클로바,monkeulroba
naranjeros,나란헤로스,naranheroseu
águilas,아길라스,agilraseu
venados,베나도스,benadoseu
tomateros,토마테로스,tomateroseu
comité,멕시코,megsiko
enchilada,엔칠라다,encilrada
tzintzuntzan,친춘찬,cincuncan
charro,차로,caro
tlacotalpan,틀라코탈판,teulrakotalpan
ejecutiva,본사,bonsa
pemex,빌딩,bilding
calvillo,칼비요,kalbiyo
sultanes,술탄네스,sultanneseu
izamal,이사말,isamal
loreto,로레토,roreto
tecate,테카테,tekate
metepec,메테펙,metepeg
valladolid,바야돌리드,bayadolrideu
pátzcuaro,파트스쿠아로,pateuseukuaro
tepoztlán,테포스틀란,teposeuteulran
tepotzotlán,테포트소틀란,tepoteusoteulran
neozapatismo,신사파타주의,sinsapatajuyi
tlacochcalcatl,틀라코치칼카틀,teulrakocikalkateul
batopilas,바토필라스,batopilraseu
relaciones,기니비사우스페인,ginibisauseupein
méxicorusia,관계,gwangye
alemaniaméxico,관계,gwangye
argentina,아르헨티나,areuhentina
vs,대,dae
inglaterra,잉글랜드,inggeulraendeu
imagen,이마헨,imahen
travel,트래블,teuraebeul
aerotrén,아에로트렌,aeroteuren
pujol,푸홀,puhol
arte,멕시코의,megsikoyi
tracfone,트랙폰,teuraegpon
wireless,와이어리스,waieoriseu
zapatismo,사파타주의,sapatajuyi
morena,국가재생운동,guggajaesaengundong
televisión,텔레비시온,telrebision
huracán,허리케인,heorikein
a,아,a
más,마스,maseu
femenil,페메닐,pemenil
capitanes,카피타네스,kapitaneseu
ciudad,시우다드,siudadeu
grace,그레이스,geureiseu
nerja,네르하,nereuha
calella,칼렐랴,kalrelrya
barcelona,바르셀로나,bareuselrona
gerona,지로나,jirona
pirineos,피레네산맥,pirenesanmaeg
pontevedra,폰테베드라,pontebedeura
mataró,마타로,mataro
palencia,팔렌시아,palrensia
ronda,론다,ronda
montilla,몬티야,montiya
athletic,아틀레틱,ateulretig
alicante,알리칸테,alrikante
huesca,우에스카,ueseuka
dosríus,도스리우스,doseuriuseu
palamós,팔라모스,palramoseu
palafrugell,팔라프루제이,palrapeurujei
euro,유로,yuro
málaga,말라가,malraga
badajoz,바다호스,badahoseu
murcia,무르시아,mureusia
mallorca,마요르카섬,mayoreukaseom
cáceres,카세레스,kasereseu
viladecans,빌라데칸스,bilradekanseu
international,국제,gugje
airlines,항공,hanggong
group,그룹,geurub
getafe,헤타페,hetape
granada,그라나다,geuranada
santander,은행,eunhaeng
jaén,하엔,haen
cádiz,카디스,kadiseu
cataluña,카탈루냐,katalrunya
pamplona,팜플로나,pampeulrona
sabadell,사바델,sabadel
monzón,몬손,monson
ponferrada,폰페라다,ponperada
tortosa,토르토자,toreutoja
gijón,히혼,hihon
villarreal,비야레알,biyareal
lanzarote,란사로테섬,ransaroteseom
huelva,우엘바,uelba
llivia,리비아,ribia
rota,로타,rota
real,레알,real
móstoles,모스톨레스,moseutolreseu
hispania,히스파니아,hiseupania
baleares,제도,jedo
seat,세아트,seateu
alcorcón,알코르콘,alkoreukon
jerez,셰리,syeri
ayerbe,아예르베,ayereube
almería,알메리아,almeria
plazas,플라사스,peulrasaseu
soberanía,소베라니아,soberania
elche,엘체,elce
vic,비크,bikeu
ceuta,세우타,seuta
razón,라손,rason
melilla,멜리야,melriya
almuñécar,알무녜카르,almunyekareu
tarrasa,테라사,terasa
manresa,만레사,manresa
sport,스포르트,seuporeuteu
sardinero,사르디네로,sareudinero
fuerteventura,푸에르테벤투라섬,puereutebenturaseom
lugo,루고,rugo
irún,이룬,irun
casa,카사,kasa
batlló,바트요,bateuyo
romareda,로마레다,romareda
astorga,아스토르가,aseutoreuga
mestalla,메스타야,meseutaya
logroño,로그로뇨,rogeuronyo
teruel,테루엘,teruel
oviedo,오비에도,obiedo
gambas,감바스,gambaseu
al,알,al
ajillo,아히요,ahiyo
ibiza,이비사,ibisa
algete,알헤테,alhete
naturgy,네이처지,neiceoji
milà,밀라,milra
alegranza,알레그란사섬,alregeuransaseom
tarragona,타라고나,taragona
batasuna,바타수나,batasuna
baraona,바라오나,baraona
copa,코파,kopa
morisco,모리스코,moriseuko
aliud,알리우드,alriudeu
albacete,알바세테,albasete
marbella,마르베야,mareubeya
clásico,클라시코,keulrasiko
ferrol,페롤,perol
lérida,례이다,ryeida
riazor,리아소르,riasoreu
motril,모트릴,moteuril
cetrería,매사냥,maesanyang
medinaceli,메디나셀리,medinaselri
algeciras,알헤시라스,alhesiraseu
paterna,파테르나,patereuna
parque,구엘,guel
güell,공원,gongweon
cultural,쿨투랄,kultural
deportiva,데포르티바,deporeutiba
leonesa,레오네사,reonesa
puertollano,푸에르토야노,puereutoyano
brava,해안,haean
reus,레우스,reuseu
aranjuez,아랑후에스,aranghueseu
cortes,스페인,seupein
generales,의회,yihoe
alcobendas,알코벤다스,alkobendaseu
candelaria,칸델라리아,kandelraria
granollers,그라눌례스,geuranulryeseu
baracaldo,바라칼도,barakaldo
benidorm,베니도름,benidoreum
baeza,바에사,baesa
olivenza,올리벤사,olribensa
montmeló,문멜로,munmelro
alburquerque,알부르케르케,albureukereuke
torremolinos,토레몰리노스,toremolrinoseu
mijas,미하스,mihaseu
estepona,에스테포나,eseutepona
andorra,안도라,andora
romesco,로메스코,romeseuko
entrena,엔트레나,enteurena
benalmádena,베날마데나,benalmadena
guecho,게초,geco
mondragón,아라사테,arasate
fuenterrabía,온다리비아,ondaribia
tarifa,타리파,taripa
torrevieja,토레비에하,torebieha
besós,베소스,besoseu
badalona,바달로나,badalrona
deportivo,데포르티보,deporeutibo
alavés,알라베스,alrabeseu
vicálvaro,비칼바로,bikalbaro
bandera,카나리아,kanaria
canarias,기,gi
oñate,오냐티,onyati
éibar,에이바르,eibareu
fartón,파르톤,pareuton
tolosa,톨로사,tolrosa
legión,스페인,seupein
española,외인부대,oeinbudae
lepe,레페,repe
sitges,시제스,sijeseu
ikurriña,이쿠리냐,ikurinya
lucena,루세나,rusena
trienio,스페인,seupein
liberal,반란,banran
panoramio,파노라미오,panoramio
plasencia,플라센시아,peulrasensia
vilaseca,빌라세카,bilraseka
batalla,메디나,medina
rioseco,전투,jeontu
castelldefels,카스텔데펠스,kaseuteldepelseu
álora,알로라,alrora
gavá,가바,gaba
gandía,간디아,gandia
vanguardia,반구아르디아,banguareudia
metrovalencia,메트로발렌시아,meteurobalrensia
nombre,스페인의,seupeinyi
español,작명,jagmyeong
vuelta,부엘타,buelta
españa,에스파냐,eseupanya
benicasim,베니카심,benikasim
arancón,아랑콘,arangkon
teide,테이데봉,teidebong
ágreda,아그레다,ageureda
companys,쿰파니스,kumpaniseu
écija,에시하,esiha
balompié,발롬피에,balrompie
tenerife,테네리페섬,teneripeseom
telemadrid,텔레마드리드,telremadeurideu
montehermoso,몬테헤르모소,montehereumoso
bardenas,바르데나스,bareudenaseu
reales,레알레스,realreseu
cepsa,세프사,sepeusa
euskadi,바스크,baseukeu
ta,조국과,joguggwa
askatasuna,자유,jayu
linares,리나레스,rinareseu
arnedo,아르네도,areunedo
olympic,올림픽,olrimpig
broadcasting,방송,bangsong
services,서비스,seobiseu
sagunto,사군토,sagunto
alhambra,알람브라,alrambeura
generalife,헤네랄리페,heneralripe
vueling,부엘링,buelring
tordesillas,토르데시야스,toreudesiyaseu
elda,엘다,elda
adra,아드라,adeura
mahón,마온,maon
jaca,하카,haka
arrecife,아레시페,aresipe
país,파이스,paiseu
baloncesto,발론세스토,balronseseuto
fuenlabrada,푸엔라브라다,puenrabeurada
telecinco,텔레싱코,telresingko
mancomunidad,만코무니다드,mankomunidadeu
menorca,메노르카섬,menoreukaseom
formentera,포르멘테라섬,poreumenteraseom
garachico,가라치코,garaciko
aeropuerto,주제프,jujepeu
tarradellas,바르셀로나,bareuselrona
barcelonael,엘프라트,elpeurateu
prat,공항,gonghang
telde,텔데,telde
alcázar,알카사르,alkasareu
gran,그랑,geurang
telescopio,텔레스코피오,telreseukopio
cabrales,카브랄레스,kabeuralreseu
comunidad,코무니다드,komunidadeu
william,허셜,heosyeol
herschel,망원경,mangweongyeong
chamartín,차마르틴,camareutin
grado,그라도,geurado
tibidabo,티비다보,tibidabo
itálica,이탈리카,italrika
úbeda,우베다,ubeda
loja,로하,roha
air,에어,eeo
europa,유로파,yuropa
acciona,악시오나,agsiona
glòries,글로리에스,geulrorieseu
leganés,레가네스,reganeseu
adeje,아데헤,adehe
llanito,야니토,yanito
imperio,스페인,seupein
álava,아라바도,arabado
o'donnell,오도넬,odonel
premio,미겔,migel
cartuja,카르투하,kareutuha
salou,살로우,salrou
numancia,누만티아,numantia
corte,코르테,koreute
inglés,잉글레스,inggeulreseu
almaluez,알말루에스,almalrueseu
panda,판다,panda
security,시큐리티,sikyuriti
villarrobledo,비야로블레도,biyarobeulredo
mirinda,미린다,mirinda
basauri,바사우리,basauri
vizcaya,비스카이아도,biseukaiado
espejo,에스페호,eseupeho
guipúzcoa,기푸스코아도,gipuseukoado
antequera,안테케라,antekera
alcañiz,알카니스,alkaniseu
armada,스페인,seupein
carlismo,카를로스파,kareulroseupa
occitania,옥시타니아,ogsitania
macaronesia,마카로네시아,makaronesia
orense,오우렌세,ourense
botafumeiro,보타푸메이로,botapumeiro
carreteras,유럽,yureob
europeas,고속도로,gosogdoro
nuevo,누에보,nuebo
cármenes,카르메네스,kareumeneseu
derechos,디지털,dijiteol
digitales,권리,gweonri
arcángel,아르캉헬,areukanghel
alándalus,알안달루스,alandalruseu
rentería,에렌테리아,erenteria
haro,아로,aro
nostrum,노스트룸,noseuteurum
villamarín,비야마린,biyamarin
pax,팍스,pagseu
hispanica,히스파니카,hiseupanika
sahara,스페인령,seupeinryeong
marcha,스페인의,seupeinyi
albaicín,알바이신,albaisin
mango,망고,manggo
renacimiento,스페인,seupein
bailén,바일렌,bailren
ajalvir,아할비르,ahalbireu
rosaleda,로살레다,rosalreda
altea,알테아,altea
derbi,마드리드,madeurideu
madrileño,더비,deobi
topas,토파스,topaseu
caminito,카미니토,kaminito
himno,카나리아,kanaria
moros,모로스,moroseu
cristianos,크리스티아노스,keuriseutianoseu
ambite,암비테,ambite
rosalejo,로살레호,rosalreho
túnel,지브롤터,jibeurolteo
gibraltar,횡단,hoengdan
massimo,마시모,masimo
dutti,두티,duti
transición,스페인의,seupeinyi
fundación,호안,hoan
silla,바르셀로나,bareuselrona
zarauz,사라우츠,sarauceu
latina,라티나,ratina
biescas,비에스카스,bieseukaseu
invencible,드레이크노리스,deureikeunoriseu
inglesa,원정,weonjeong
zara,자라,jara
ciudadela,시우타데야데메노르카,siutadeyademenoreuka
sadar,사다르,sadareu
monarquía,스페인,seupein
estelada,에스텔라다,eseutelrada
mobile,모바일,mobail
world,월드,weoldeu
congress,콩그레스,konggeureseu
fraga,프라가,peuraga
cerámica,세라미카,seramika
telefónica,텔레포니카,telreponika
camp,캄,kam
nou,노우,nou
pabellón,바르셀로나,bareuselrona
torrente,토렌트,torenteu
cartagena,카르타헤나,kareutahena
bankia,방키아,bangkia
barajas,바라하스,barahaseu
chipiona,치피오나,cipiona
corporación,몬드라곤,mondeuragon
mondragon,협동조합,hyeobdongjohab
bernabéu,베르나베우,bereunabeu
beach,비치,bici
soccer,사커,sakeo
worldwide,월드와이드,weoldeuwaideu
coslada,코슬라다,koseulrada
instituto,세르반테스,sereubanteseu
circuito,바르셀로나,bareuselrona
barcelonacataluña,서킷,seokis
parla,파를라,pareulra
algodonales,알고도날레스,algodonalreseu
algar,알가르,algareu
loewe,로에베,roebe
pozoblanco,포소블랑코,posobeulrangko
tercio,테르시오,tereusio
bershka,버쉬카,beoswika
tomatina,토마티나,tomatina
caltojar,칼토하르,kaltohareu
repsol,렙솔,rebsol
museo,티센보르네미사,tisenboreunemisa
thyssenbornemisza,미술관,misulgwan
castilla,카스티야,kaseutiya
anoeta,아노에타,anoeta
oliva,올리바,olriba
corts,코르츠,koreuceu
trofeo,트로페오,teuropeo
vinaroz,비나로스,binaroseu
marca,마르카,mareuka
guggenheim,구겐하임,gugenhaim
liga,리가,riga
asobal,아소발,asobal
cambrils,캄브릴스,kambeurilseu
almarza,알마르사,almareusa
mamá,마망,mamang
laredo,라레도,raredo
aldealices,알데알리세스,aldealriseseu
aldealafuente,알데알라푸엔테,aldealrapuente
alentisque,알렌티스케,alrentiseuke
alconaba,알코나바,alkonaba
adradas,아드라다스,adeuradaseu
abejar,아베하르,abehareu
almajano,알마하노,almahano
aldealpozo,알데알포소,aldealposo
aldealseñor,알데알세뇨르,aldealsenyoreu
ventas,벤타스,bentaseu
arenillas,아레니야스,areniyaseu
almazul,알마술,almasul
covaleda,코발레다,kobalreda
casarejos,카사레호스,kasarehoseu
cerbón,세르본,sereubon
mundo,문도,mundo
beratón,베라톤,beraton
cercanías,세르카니아스,sereukaniaseu
joma,호마,homa
nepas,네파스,nepaseu
borobia,보로비아,borobia
miss,미스,miseu
coliseum,콜리세움,kolriseum
blacos,블라코스,beulrakoseu
talgo,탈고,talgo
sarriá,사리아,saria
cobi,코비,kobi
balaídos,발라이도스,balraidoseu
tango,탱고,taenggo
boquería,보케리아,bokeria
cálida,해안,haean
municipal,무니시팔,munisipal
anduva,안두바,anduba
guardia,과르디아,gwareudia
civil,시빌,sibil
arqueológico,고고학,gogohag
plan,플랜,peulraen
culleredo,쿠제레도,kujeredo
fabada,파바다,pabada
montjuic,몬주이크,monjuikeu
orbea,오베아,obea
kelme,켈미,kelmi
carabanchel,카라반첼,karabancel
villajoyosa,비야호요사,biyahoyosa
cola,콜라,kolra
cao,카오,kao
observatorio,파브라,pabeura
mendizorroza,멘디소로차,mendisoroca
butarque,부타르케,butareuke
tartiere,타르티에레,tareutiere
judeoconverso,콘베르소,konbereuso
metropolitano,메트로폴리타노,meteuropolritano
duarte,두아르테,duareute
estrella,에스트렐라,eseuteurelra
coronación,코로나시온,koronasion
juegos,후에고스,huegoseu
mediterráneos,메디테라네오스,mediteraneoseu
cornisa,에스파냐,eseupanya
cantábrica,베르데,bereude
teneguía,테네기아,tenegia
iberismo,이베리스모,iberiseumo
mazamorra,마사모라,masamora
alcalá,알칼라,alkalra
vía,도미티아,domitia
domitia,가도,gado
hegoalde,에고알데,egoalde
camper,캠퍼,kaempeo
ciudadanos,시민시민권당,siminsimingweondang
cheles,첼레스,celreseu
zumárraga,수마라가,sumaraga
guerras,카를로스파,kareulroseupa
carlistas,전쟁,jeonjaeng
pasajes,파사이아,pasaia
caixabank,카이샤은행,kaisyaeunhaeng
alhucemas,제도,jedo
cinturón,알프스히말라야,alpeuseuhimalraya
alpino,조산대,josandae
arena,아레나,arena
rambla,거리,geori
guetaria,게타리아,getaria
santiagorosalía,데,de
castellana,카스테야나,kaseuteyana
iberdrola,이베르드롤라,ibereudeurolra
buñol,부뇰,bunyol
wamos,와모스,wamoseu
rodelero,로델레로,rodelrero
rois,로이스,roiseu
valga,발가,balga
alpedrete,알페드레테,alpedeurete
pegaso,페가소,pegaso
siemens,지멘스,jimenseu
gamesa,가메사,gamesa
echévarri,에체바리,ecebari
usera,우세라,usera
don,발론,balron
balón,상,sang
compostela,그룹,geurub
rioja,리오하,rioha
aya,아이아,aia
tetuán,테투안,tetuan
anchuelo,안추엘로,ancuelro
arroyomolinos,아로요몰리노스,aroyomolrinoseu
leiro,레이로,reiro
nacionalismo,카탈루냐,katalrunya
catalán,내셔널리즘,naesyeoneolrijeum
montiel,몬티엘,montiel
vistalegre,비스탈레그레,biseutalregeure
softonic,소프트오닉,sopeuteuonig
