イチロー,it͡ɕiɾoː
バダル,badaɾɯ
ラバディ,ɖabadi
ファイヤール,ɸaijaːɾɯ
テオフラスト,teoɸɯɾasɯto
ルノード,ɖɯnoːdo
ガニョル,ɡaɲoɾɯ
ダビ,dabʲi
ジュレヴィル,d͡ʑɯɾebʲiɾɯ
ゴトリブ,ɡotoɾʲibɯ
デフェール,deɸeːɾɯ
ジュアンドー,d͡ʑɯandoː
デュパン,djɯpaɴ
シャッヒャー,ɕaççaː
アユイ,ajɯi
ヴィルロジュー,bʲiɾɯɾoʑɯː
ゲノ,ɡeno
ゲイダマク,ɡeːdamakɯ
ボワテル,boɰateɾɯ
ドクルトレー,dokɯɾɯtoɾeː
ニクルー,ɲikɯɾɯː
シュルヴァージュ,ɕɯɾɯbaːʑɯ
モニ,moɲi
ミュゼット,mʲɯzetto
ポンテッロ,ponteɖɖo
ヘンリケス,henɖʲikesɯ
ウィザーリントン,ɰizaːɾʲintoɴ
グエナエル,ɡɯenaeɾɯ
エヌパン,enɯpaɴ
ウーセイ,ɯːseː
デュフレーヌ,djɯɸɯɾeːnɯ
ジェグ,d͡ʑeɡɯ
マニエ,maɲie
ブリュヌリー,bɯɾʲɯnɯɾʲiː
ヴィトラック,bʲitoɾakkɯ
ヴァレリオ,baɾeɾʲio
アダミ,adamʲi
ルボン,ɖɯboɴ
ジェゴ,d͡ʑeɡo
プーニー,pɯːɲiː
セルナス,seɾɯnasɯ
ポッセル,posseɾɯ
ソ,so
ミロショー,mʲiɾoɕoː
ブシャーディ,bɯɕaːdi
デュフォー,djɯɸoː
デュトゥール,djɯtɯːɾɯ
テポ,tepo
フォーコネ,ɸoːkone
バトリング,batoɾʲiŋɡɯ
フィリエール,ɸʲiɾʲieːɾɯ
ダンボ,dambo
カルボニエール,kaɾɯboɲieːɾɯ
ボイセル,boiseɾɯ
ジロードン,d͡ʑiɾoːdoɴ
サボ,sabo
カルメ,kaɾɯme
モルドレル,moɾɯdoɾeɾɯ
ヴァシェ,baɕe
ルマリエ,ɖɯmaɾʲie
パラディヌ,paɾadinɯ
ラウーグ,ɖaɯːɡɯ
ブロシュレ,bɯɾoɕɯɾe
イトルフ,itoɾɯɸɯ
ドモラン,domoɾaɴ
アフレ,aɸɯɾe
ガニアン,ɡaɲiaɴ
セギ,seɡʲi
リヨネー,ɖʲijoneː
モントブール,montobɯːɾɯ
コシャン,koɕaɴ
ゲラール,ɡeɾaːɾɯ
ベトゥ,betɯ
ヴァンホイエ,baãhoie
シャンガルニエ,ɕaŋɡaɾɯɲie
ウィンフェン,ɰiĩɸeŋ
シャスラン,ɕasɯɾaɴ
シャテル,ɕateɾɯ
ストラ,sɯtoɾa
ジャルー,d͡ʑaɾɯː
アテニャン,ateɲaɴ
カンボン,kamboɴ
ジャルロ,d͡ʑaɾɯɾo
アコワイエ,akoɰaie
マントゥー,mantɯː
モンクラル,moŋkɯɾaɾɯ
デュエーム,djɯeːmɯ
ドゥラプラス,dɯɾapɯɾasɯ
デュパンルー,djɯpanɖɯː
ゴスレ,ɡosɯɾe
バッタ,batta
ニコリッチ,ɲikoɾʲitt͡ɕi
クジー,kɯʑiː
ブリアール,bɯɾʲiaːɾɯ
ティサラン,tisaɾaɴ
ペロション,peɾoɕoɴ
ガントネル,ɡantoneɾɯ
ファルシー,ɸaɾɯɕiː
ジツェルマン,d͡ʑit͡seɾɯmaɴ
モンフェラン,moõɸeɾaɴ
フェルネル,ɸeɾɯneɾɯ
スネッラ,sɯneɖɖa
ブロカール,bɯɾokaːɾɯ
ベドス,bedosɯ
ドゥダン,dɯdaɴ
フォーデル,ɸoːdeɾɯ
デュヴェ,djɯbe
スタジ,sɯtaʑi
ルロール,ɖɯɾoːɾɯ
レヴェッリ,ɖebeɖʲɖʲi
コンション,koõɕoɴ
フレッシュ,ɸɯɾeɕɕɯ
ロセル,ɖoseɾɯ
バッシュ,baɕɕɯ
プランシー,pɯɾaãɕiː
ピエトロ,pʲietoɾo
テュリエ,tjɯɾʲie
ダンデルス,dandeɾɯsɯ
シュルピス,ɕɯɾɯpʲisɯ
ビューダン,bʲɯːdaɴ
ルシェル,ɖɯɕeɾɯ
カヴェニャック,kabeɲakkɯ
ドロヴェティー,doɾobetiː
ユーゼ,jɯːze
ショメット,ɕometto
プイヨン,pɯijoɴ
マテオリ,mateoɾʲi
レキショ,ɖekʲiɕo
アスリーヌ,asɯɾʲiːnɯ
エスクランゴン,esɯkɯɾaŋɡoɴ
モンタランベール,montaɾambeːɾɯ
カレフ,kaɾeɸɯ
デストゥトヴィル,desɯtɯtobʲiɾɯ
クロスキー,kɯɾosɯkʲiː
ベナキスタ,benakʲisɯta
セディフ,sediɸɯ
デュメストル,djɯmesɯtoɾɯ
クロピスキ,kɯɾopʲisɯkʲi
リヴィア,ɖʲibʲia
カトンネ,katonne
モワテシエ,moɰateɕie
ロルフェリン,ɖoɾɯɸeɾʲiŋ
ペイレール,peːɾeːɾɯ
ロセ,ɖose
ミストレル,mʲisɯtoɾeɾɯ
アシュカル,aɕɯkaɾɯ
ロイック,ɖoikkɯ
シルヴィアノ,ɕiɾɯbʲiano
ビエドゥー,bʲiedɯː
サルグ,saɾɯɡɯ
シェード,ɕeːdo
ガトー,ɡatoː
ロワトフェルド,ɖoɰatoɸeɾɯdo
ドゥマン,dɯmaɴ
ウード,ɯːdo
ジェミマ,d͡ʑemʲima
ベトレーム,betoɾeːmɯ
ビトゥー,bʲitɯː
アルトゥング,aɾɯtɯŋɡɯ
リュティック,ɖʲɯtikkɯ
ヴェルメルシュ,beɾɯmeɾɯɕɯ
コンパニョン,kompaɲoɴ
フルカネルリ,ɸɯɾɯkaneɾɯɾʲi
サパン,sapaɴ
バーレ,baːɾe
アロフ,aɾoɸɯ
ウィニャクール,ɰiɲakɯːɾɯ
クランペル,kɯɾampeɾɯ
デュトロン,djɯtoɾoɴ
ゼトゥン,d͡zetɯɴ
キャサリス,kʲasaɾʲisɯ
ギユー,ɡʲijɯː
フランシウス,ɸɯɾaãɕiɯsɯ
ジュニウス,d͡ʑɯɲiɯsɯ
ペルドンネ,peɾɯdonne
ゲースヌ,ɡeːsɯnɯ
ブルモン,bɯɾɯmoɴ
ミルピエ,mʲiɾɯpʲie
ジャッフェーリ,d͡ʑaɸɸeːɾʲi
ジャンノ,d͡ʑanno
ガストー,ɡasɯtoː
バンブー,bambɯː
エスプリット,esɯpɯɾʲitto
ジューフレ,d͡ʑɯːɸɯɾe
ドラード,doɾaːdo
ラグレ,ɖaɡɯɾe
デュリット,djɯɾʲitto
デショーム,deɕoːmɯ
タヌギー,tanɯɡʲiː
デュシャテル,djɯɕateɾɯ
ペルディギエ,peɾɯdiɡʲie
デュリュイ,djɯɾʲɯi
クレペル,kɯɾepeɾɯ
ミニエ,mʲiɲie
ヴェルクテール,beɾɯkɯteːɾɯ
エデラン,edeɾaɴ
フォルバン,ɸoɾɯbaɴ
ノンナ,nonna
デボンヌ,debonnɯ
ポンスレ,poõsɯɾe
ラアルプ,ɖaːɾɯpɯ
ヴィアルド,bʲiaɾɯdo
ベルジェス,beɾɯʑesɯ
フルー,ɸɯɾɯː
リュファス,ɖʲɯɸasɯ
ヴィレーヌ,bʲiɾeːnɯ
ヴィヤプラーヌ,bʲijapɯɾaːnɯ
グセル,ɡɯseɾɯ
ショウコウキョウキョク,ɕoɯkoɯkʲoɯkʲokɯ
ボーサン,boːsaɴ
エスケメラン,esɯkemeɾaɴ
マネシエ,maneɕie
ブラーグ,bɯɾaːɡɯ
サンジェ,sand͡ʑe
ブシコー,bɯɕikoː
タルタラ,taɾɯtaɾa
ジラルドーニ,d͡ʑiɾaɾɯdoːɲi
ラパック,ɖapakkɯ
オフレド,oɸɯɾedo
ミゴ,mʲiɡo
ディキシミエ,dikʲiɕimʲie
ラポワント,ɖapoɰanto
ブリュア,bɯɾʲɯa
シュミットラン,ɕɯmʲittoɾaɴ
ゴービル,ɡoːbʲiɾɯ
ラバラック,ɖabaɾakkɯ
ラカージ,ɖakaːʑi
クィエン,kɰieŋ
ショロデンコ,ɕoɾodeŋko
トグルル,toɡɯɾɯɾɯ
ナリマンベコフ,naɾʲimambekoɸɯ
クアンデテ,kɯandete
デメゾン,demezoɴ
ペルタン,peɾɯtaɴ
アコルシ,akoɾɯɕi
アッツフェル,att͡sɯɸeɾɯ
ペレラ,peɾeɾa
デュレリ,djɯɾeɾʲi
ゴドー,ɡodoː
ドルーオ,doɾɯːo
バジャーノフ,baʑaːnoɸɯ
ウダール,ɯdaːɾɯ
クレース,kɯɾeːsɯ
サリアン,saɾʲiaɴ
ロッソリモ,ɖossoɾʲimo
ブバクール,bɯbakɯːɾɯ
バスデヴァン,basɯdebaɴ
メアニェリー,meaɲeɾʲiː
ジョシアス,d͡ʑoɕiasɯ
ナハル,nahaɾɯ
タジャドッド,taʑadoddo
ステーグ,sɯteːɡɯ
ウーダン,ɯːdaɴ
チャプスキ,t͡ɕapɯsɯkʲi
ルッサン,ɖɯssaɴ
ヌガロ,nɯɡaɾo
スヴァーリン,sɯbaːɾʲiŋ
スコルニク,sɯkoɾɯɲikɯ
ドルフマン,doɾɯɸɯmaɴ
ショワジー,ɕoɰaʑiː
ギルエ,ɡʲiɾɯe
ドルヴィリュー,doɾɯbʲiɾʲɯː
サヴィニョン,sabʲiɲoɴ
タルドゥー,taɾɯdɯː
クエット,kɯetto
イスマイラ,isɯmaiɾa
シャイ,ɕai
フキエール,ɸɯkʲieːɾɯ
モンクレティアン,moŋkɯɾetiaɴ
オードギー,oːdoɡʲiː
マケ,make
パヴィ,pabʲi
ルノートル,ɖɯnoːtoɾɯ
ティスネ,tisɯne
コタン,kotaɴ
ケダフィ,kedaɸʲi
ジェルキル,d͡ʑeɾɯkʲiɾɯ
サドゥール,sadɯːɾɯ
ウイラキ,ɯiɾakʲi
マラール,maɾaːɾɯ
ドレズ,doɾezɯ
ベリドール,beɾʲidoːɾɯ
カザリス,kazaɾʲisɯ
ロヴェル,ɖobeɾɯ
テマール,temaːɾɯ
デルペッシュ,deɾɯpeɕɕɯ
ドリュモー,doɾʲɯmoː
ボロレ,boɾoɾe
バリュエル,baɾʲɯeɾɯ
シャントレル,ɕantoɾeɾɯ
プエプリュ,pɯepɯɾʲɯ
ルーヴェール,ɖɯːbeːɾɯ
タスカ,tasɯka
ポンソ,poõso
モワックス,moɰakkɯsɯ
ベルル,beɾɯɾɯ
シャルヴェ,ɕaɾɯbe
オリエマ,oɾʲiema
クラルティ,kɯɾaɾɯti
レリック,ɖeɾʲikkɯ
ドヴェル,dobeɾɯ
プレスタン,pɯɾesɯtaɴ
プロンジョン,pɯɾond͡ʑoɴ
ゴルマー,ɡoɾɯmaː
アネシー,aneɕiː
リュミエール,ɖʲɯmʲieːɾɯ
ナダウ,nadaɯ
コンバス,kombasɯ
ルクルブ,ɖɯkɯɾɯbɯ
スールデル,sɯːɾɯdeɾɯ
バルトローヌ,baɾɯtoɾoːnɯ
ドームスニュ,doːmɯsɯɲɯ
シャレー,ɕaɾeː
リフシッツ,ɖʲiɸɯɕitt͡sɯ
ボワッスリエ,boɰassɯɾʲie
ユステール,jɯsɯteːɾɯ
ラウール,ɖaɯːɾɯ
ファンティーヌ,ɸantiːnɯ
カフェティエン,kaɸetieŋ
ピュイグルニエ,pʲɯiɡɯɾɯɲie
メルリエ,meɾɯɾʲie
アドネ,adone
ダルボワ,daɾɯboɰa
ジュバンヴィル,d͡ʑɯbambʲiɾɯ
ヴァイセット,baisetto
プリエット,pɯɾʲietto
ラブルース,ɖabɯɾɯːsɯ
アルドゥアン,aɾɯdɯaɴ
カステリオン,kasɯteɾʲioɴ
ガリコイツ,ɡaɾʲikoit͡sɯ
コエフトー,koeɸɯtoː
ボゼット,bozetto
エントヴェン,entobeŋ
ラカッサン,ɖakassaɴ
エルゴリ,eɾɯɡoɾʲi
ヴァレンホーヴェン,baɾeẽhoːbeŋ
オーランシュ,oːɾaãɕɯ
ヴォートロ,boːtoɾo
ノワイエ,noɰaie
クラリ,kɯɾaɾʲi
トラファズ,toɾaɸazɯ
ソイヤー,soijaː
ヴィセシオ,bʲiseɕio
モエリク,moeɾʲikɯ
ジェンナーロ,d͡ʑennaːɾo
ブラチッリャーノ,bɯɾat͡ɕiɖʲɖʲaːno
バディーニ,badiːɲi
エリボン,eɾʲiboɴ
ミシャロン,mʲiɕaɾoɴ
ローベ,ɖoːbe
ピショワ,pʲiɕoɰa
クルーセ,kɯɾɯːse
ジュアノー,d͡ʑɯanoː
ヴォークルール,boːkɯɾɯːɾɯ
バルカニー,baɾɯkaɲiː
レオナール,ɖeonaːɾɯ
マラヌ,maɾanɯ
ヴィジェ,bʲiʑe
モンタル,montaɾɯ
ヴェシオ,beɕio
ロルグネ,ɖoɾɯɡɯne
ニョー,ɲoː
パンクラト,paŋkɯɾato
シムハ,ɕimɯha
アロム,aɾomɯ
ホーヘンドルプ,hoːhendoɾɯpɯ
ウィイク,ɰiːkɯ
サピール,sapʲiːɾɯ
パスリュー,pasɯɾʲɯː
ロスマ,ɖosɯma
マンソール,maãsoːɾɯ
グレーグ,ɡɯɾeːɡɯ
ディナム,dinamɯ
トゥドワール,tɯdoɰaːɾɯ
ピヴォ,pʲibo
メルキオール,meɾɯkʲioːɾɯ
ベナユン,benajɯɴ
オムネ,omɯne
サンニエ,saɲɲie
ピドゥ,pʲidɯ
クレソワ,kɯɾesoɰa
ヴァシリス,baɕiɾʲisɯ
アレクサキス,aɾekɯsakʲisɯ
クーファー,kɯːɸaː
ドネー,doneː
マフェソリ,maɸesoɾʲi
ゲジ,ɡeʑi
ラノエ,ɖanoe
ルノーダン,ɖɯnoːdaɴ
プレボ,pɯɾebo
マシオ,maɕio
スポンド,sɯpondo
ラロワ,ɖaɾoɰa
ペティヨン,petijoɴ
ドゥーセ,dɯːse
レリー,ɖeɾʲiː
ラビカ,ɖabʲika
ディテルラン,diteɾɯɾaɴ
ランブール,ɖambɯːɾɯ
トロワグロ,toɾoɰaɡɯɾo
ナジ,naʑi
ベルノードー,beɾɯnoːdoː
ビノ,bʲino
ウシャール,ɯɕaːɾɯ
ダリー,daɾʲiː
ヤクボウィッチ,jakɯboɰitt͡ɕi
フリッチ,ɸɯɾʲitt͡ɕi
ダーフイユ,daːɸɯijɯ
デュヴィニョー,djɯbʲiɲoː
ムリス,mɯɾʲisɯ
パスカーリ,pasɯkaːɾʲi
ヴィクトラン,bʲikɯtoɾaɴ
リュレル,ɖʲɯɾeɾɯ
メニエール,meɲieːɾɯ
ルベック,ɖɯbekkɯ
ヌーデルマン,nɯːdeɾɯmaɴ
ガステ,ɡasɯte
バルテルト,baɾɯteɾɯto
アクセロス,akɯseɾosɯ
グラナー,ɡɯɾanaː
カルヌ,kaɾɯnɯ
アーチェインバウド,aːt͡ɕeːmbaɯdo
カティリナ,katiɾʲina
ドミ,domʲi
ニザール,ɲizaːɾɯ
ヘムザ,hemɯza
ミホウビ,mʲihoɯbʲi
ゴンジュート,ɡond͡ʑɯːto
ウェスピザー,ɰesɯpʲizaː
モアレ,moaɾe
マブルク,mabɯɾɯkɯ
メシュリ,meɕɯɾʲi
メストラレ,mesɯtoɾaɾe
ヴォキエ,bokʲie
デュブレイ,djɯbɯɾeː
ブーラン,bɯːɾaɴ
シトリュク,ɕitoɾʲɯkɯ
ドーセル,doːseɾɯ
パパガリ,papaɡaɾʲi
フラッグ,ɸɯɾaɡɡɯ
プロワジー,pɯɾoɰaʑiː
ジリャラ,d͡ʑiɾʲaɾa
リトヴィーヌ,ɖʲitobʲiːnɯ
ダライラック,daɾaiɾakkɯ
シピエ,ɕipʲie
グリフュール,ɡɯɾʲiɸʲɯːɾɯ
ゴデメン,ɡodemeŋ
シフレディ,ɕiɸɯɾedi
フランダン,ɸɯɾandaɴ
シオル,ɕioɾɯ
ゴメンディ,ɡomendi
エマー,emaː
ダルクール,daɾɯkɯːɾɯ
サルゼ,saɾɯze
フィルマン,ɸʲiɾɯmaɴ
ジェミエ,d͡ʑemʲie
ティエレ,tieɾe
ミュエ,mʲɯe
フォンタニユ,ɸontaɲijɯ
ポダリデス,podaɾʲidesɯ
ディアクル,diakɯɾɯ
グーフェ,ɡɯːɸe
ピザニ,pʲizaɲi
ダノン,danoɴ
フォリエル,ɸoɾʲieɾɯ
モンサンジョン,moõsand͡ʑoɴ
パロセル,paɾoseɾɯ
セシャン,seɕaɴ
ミュロ,mʲɯɾo
マヌゲラ,manɯɡeɾa
ゴデプスキ,ɡodepɯsɯkʲi
マルチラ,maɾɯt͡ɕiɾa
ヴァイレーユ,baiɾeːjɯ
デルフール,deɾɯɸɯːɾɯ
ヴェルド,beɾɯdo
ダシャリー,daɕaɾʲiː
ミッサ,mʲissa
デクール,dekɯːɾɯ
スディリ,sɯdiɾʲi
フュガン,ɸʲɯɡaɴ
パンシアティッシ,paãɕiatiɕɕi
タルマン,taɾɯmaɴ
レオー,ɖeoː
ティジュ,tiʑɯ
ジュリエンヌ,d͡ʑɯɾʲiennɯ
ボゾン,bozoɴ
トゥーリ,tɯːɾʲi
バリエール,baɾʲieːɾɯ
ペリッソン,peɾʲissoɴ
ラルスネ,ɖaɾɯsɯne
フォシェ,ɸoɕe
プルヴィエ,pɯɾɯbʲie
ピンクス,pʲiŋkɯsɯ
クレメーニュ,kɯɾemeːɲɯ
ナズィ,nazi
フォンターヌ,ɸontaːnɯ
クラレイ,kɯɾaɾeː
カバエル,kabaeɾɯ
タラボ,taɾabo
ラヴァーズ,ɖabaːzɯ
シャイユー,ɕaijɯː
バルナベ,baɾɯnabe
ベリアール,beɾʲiaːɾɯ
クレマンティ,kɯɾemanti
ヴィラレー,bʲiɾaɾeː
ジョワイユーズ,d͡ʑoɰaijɯːzɯ
アゴスチネリ,aɡosɯt͡ɕineɾʲi
アレッサンドリニ,aɾessandoɾʲiɲi
ブルス,bɯɾɯsɯ
デホロノイ,dehoɾonoi
ラムール,ɖamɯːɾɯ
ジャナン,d͡ʑanaɴ
クージネ,kɯːʑine
ドマシー,domaɕiː
ヴィベール,bʲibeːɾɯ
シャロワン,ɕaɾoɰaɴ
ガヴェ,ɡabe
ポロンソー,poɾoõsoː
ビレメイン,bʲiɾemeːŋ
オッカンガム,okkaŋɡamɯ
ボーマノワール,boːmanoɰaːɾɯ
ルディア,ɖɯdia
ピショ,pʲiɕo
タイイベール,taiːbeːɾɯ
ケルヴェン,keɾɯbeŋ
シャレフ,ɕaɾeɸɯ
タイアー,taiaː
バルディネ,baɾɯdine
クローシュ,kɯɾoːɕɯ
モサリーニ,mosaɾʲiːɲi
サルトリー,saɾɯtoɾʲiː
ポワラーヌ,poɰaɾaːnɯ
カラソ,kaɾaso
ヴァネック,banekkɯ
クナイアゼヴィッツ,kɯnaiazebʲitt͡sɯ
ブーランヴィリエ,bɯːɾambʲiɾʲie
カゼッリ,kazeɖʲɖʲi
オーランヌ,oːɾannɯ
ドゥーグラス,dɯːɡɯɾasɯ
グラトン,ɡɯɾatoɴ
レオトー,ɖeotoː
シュナイド,ɕɯnaido
シマン,ɕimaɴ
エリアシェフ,eɾʲiaɕeɸɯ
フロジェ,ɸɯɾoʑe
ナスティ,nasɯti
ドロワ,doɾoɰa
マッサン,massaɴ
ブリヤン,bɯɾʲijaɴ
ユザンヌ,jɯzannɯ
オベルフェルド,obeɾɯɸeɾɯdo
ラベマナニャラ,ɖabemanaɲaɾa
ペイザン,peːzaɴ
トッケ,tokke
シャルネール,ɕaɾɯneːɾɯ
マクロリン,makɯɾoɾʲiŋ
サルヴァント,saɾɯbanto
クロ,kɯɾo
ピン,pʲiŋ
バッソンピエール,bassompʲieːɾɯ
エリエッテ,eɾʲiette
カラヤン,kaɾajaɴ
オース,oːsɯ
アロノヴィッチ,aɾonobʲitt͡ɕi
ボアザール,boazaːɾɯ
シッフ,ɕiɸɸɯ
キニュー,kʲiɲɯː
トゥルテ,tɯɾɯte
バルタバス,baɾɯtabasɯ
カリュチ,kaɾʲɯt͡ɕi
エリギウス,eɾʲiɡʲiɯsɯ
ルグーヴェ,ɖɯɡɯːbe
ショーニュ,ɕoːɲɯ
ハキム,hakʲimɯ
オルドノー,oɾɯdonoː
ゲ,ɡe
グリュオー,ɡɯɾʲɯoː
エチェベリー,et͡ɕebeɾʲiː
ラウルト,ɖaɯɾɯto
デメートル,demeːtoɾɯ
シパリュス,ɕipaɾʲɯsɯ
ピトエフ,pʲitoeɸɯ
エセディリ,esediɾʲi
デュスイエ,djɯsɯie
モイザン,moizaɴ
ギュルセル,ɡʲɯɾɯseɾɯ
ガディフェール,ɡadiɸeːɾɯ
ブレゾー,bɯɾezoː
プロコフスキー,pɯɾokoɸɯsɯkʲiː
ゴルニー,ɡoɾɯɲiː
コパン,kopaɴ
プラクシス,pɯɾakɯɕisɯ
ベネトン,benetoɴ
フィラレート,ɸʲiɾaɾeːto
ブルサール,bɯɾɯsaːɾɯ
ボルド,boɾɯdo
ブレバン,bɯɾebaɴ
デネル,deneɾɯ
フォルコ,ɸoɾɯko
ガヤル,ɡajaɾɯ
デナンクス,denaŋkɯsɯ
カミンカ,kamʲiŋka
パタラン,pataɾaɴ
ソネット,sonetto
バルベリヴィエン,baɾɯbeɾʲibʲieŋ
プリカン,pɯɾʲikaɴ
シャンベラン,ɕambeɾaɴ
ビアンコーニ,bʲiaŋkoːɲi
スーアム,sɯːamɯ
オスト,osɯto
コンベル,kombeɾɯ
シャンメレ,ɕammeɾe
ランデル,ɖandeɾɯ
ルブーク,ɖɯbɯːkɯ
ムーシャ,mɯːɕa
ラスパイユ,ɖasɯpaijɯ
オニョン,oɲoɴ
フランセン,ɸɯɾaãseŋ
ラピック,ɖapʲikkɯ
ベルメア,beɾɯmea
アイギ,aiɡʲi
ペルグラン,peɾɯɡɯɾaɴ
メスニエ,mesɯɲie
マリャン,maɾʲaɴ
ウィスニーウスキ,ɰisɯɲiːɯsɯkʲi
イシャック,iɕakkɯ
ジャコタン,d͡ʑakotaɴ
レベク,ɖebekɯ
オカール,okaːɾɯ
オバルディア,obaɾɯdia
セイベル,seːbeɾɯ
ムーリス,mɯːɾʲisɯ
サルセー,saɾɯseː
シミアン,ɕimʲiaɴ
ガルースト,ɡaɾɯːsɯto
デカーン,dekaːɴ
ウルモ,ɯɾɯmo
ヴィトゥー,bʲitɯː
イジュラン,iʑɯɾaɴ
セジョルネ,seʑoɾɯne
イリアート,iɾʲiaːto
ボヴェル,bobeɾɯ
ジェーヌ,d͡ʑeːnɯ
ギルシュマン,ɡʲiɾɯɕɯmaɴ
ヴォワイエ,boɰaie
ポルミー,poɾɯmʲiː
ダルジャンソン,daɾɯʑaãsoɴ
アイセレ,aiseɾe
ウルモン,ɯɾɯmoɴ
ゲオン,ɡeoɴ
フェオドール,ɸeodoːɾɯ
アトキーヌ,atokʲiːnɯ
トリジェ,toɾʲiʑe
ヴェンステイ,beẽsɯteː
ジュスラン,d͡ʑɯsɯɾaɴ
ヴィルベール,bʲiɾɯbeːɾɯ
デスナンビュック,desɯnambʲɯkkɯ
トニーニ,toɲiːɲi
ジョアノン,d͡ʑoanoɴ
プロドロミデス,pɯɾodoɾomʲidesɯ
ディズ,dizɯ
ジドレール,d͡ʑidoɾeːɾɯ
ドプレ,dopɯɾe
クルゲル,kɯɾɯɡeɾɯ
プッチマル,pɯtt͡ɕimaɾɯ
ミジュー,mʲiʑɯː
アンネヴィル,annebʲiɾɯ
デルヴァル,deɾɯbaɾɯ
クレウツヴァルド,kɯɾeɯt͡sɯbaɾɯdo
ファルスブール,ɸaɾɯsɯbɯːɾɯ
ミュジック,mʲɯʑikkɯ
オーソンヌ,oːsonnɯ
アテ,ate
ロンヴィ,ɖombʲi
アスパッハ,asɯpahha
ウージュ,ɯːʑɯ
クティニー,kɯtiɲiː
オールジュー,oːɾɯʑɯː
ヴァルソンヌ,baɾɯsonnɯ
クリモロワ,kɯɾʲimoɾoɰa
アンプピュイ,ampɯpʲɯi
キュブリズ,kʲɯbɯɾʲizɯ
トロワフォンテーヌ,toɾoɰaɸonteːnɯ
クーテルノン,kɯːteɾɯnoɴ
テルナン,teɾɯnaɴ
バッサンベル,bassambeɾɯ
シャムレ,ɕamɯɾe
モンソル,moõsoɾɯ
リヴォレ,ɖʲiboɾe
ビッチュホフェン,bʲitt͡ɕɯhoɸeŋ
ダーレンハイム,daːɾeẽhaimɯ
ディエーム,dieːmɯ
アススヴィラー,asɯsɯbʲiɾaː
グランドリ,ɡɯɾandoɾʲi
アレンヴィラー,aɾembʲiɾaː
ジボール,d͡ʑiboːɾɯ
オドゥナ,odɯna
オアン,oaɴ
ドゥランジャン,dɯɾand͡ʑaɴ
ディングスハイム,diŋɡɯsɯhaimɯ
クリンバッハ,kɯɾʲimbahha
ブランシュリュプト,bɯɾaãɕɯɾʲɯpɯto
アッシュバッハ,aɕɕɯbahha
ドヴァンサン,dobaãsaɴ
ブロイシュヴィッカースハイム,bɯɾoiɕɯbʲikkaːsɯhaimɯ
アミュザン,amʲɯzaɴ
ディーボルスハイム,diːboɾɯsɯhaimɯ
ドンフェセル,doõɸeseɾɯ
アヤンジュ,ajand͡ʑɯ
バッツェンドルフ,batt͡sendoɾɯɸɯ
ディーデンドルフ,diːdendoɾɯɸɯ
ビーブリスハイム,bʲiːbɯɾʲisɯhaimɯ
ブスヴィラー,bɯsɯbʲiɾaː
ブーフツハイム,bɯːɸɯt͡sɯhaimɯ
トンヴィル,tombʲiɾɯ
ベルノルスハイム,beɾɯnoɾɯsɯhaimɯ
クルアンジュ,kɯɾɯand͡ʑɯ
ボウルクハイム,boɯɾɯkɯhaimɯ
ケルツフェルト,keɾɯt͡sɯɸeɾɯto
アヴォルスハイム,aboɾɯsɯhaimɯ
リクサイム,ɖʲikɯsaimɯ
アウエナイム,aɯenaimɯ
ディンブシュタール,dimbɯɕɯtaːɾɯ
アイウィラー,aiɰiɾaː
アットマット,attomatto
レゾン,ɖezoɴ
アンジャンビートン,and͡ʑambʲiːtoɴ
ハントシュハイム,hantoɕɯhaimɯ
ウグネ,ɯɡɯne
コルブスハイム,koɾɯbɯsɯhaimɯ
ロシュモール,ɖoɕɯmoːɾɯ
フランシェヴィル,ɸɯɾaãɕebʲiɾɯ
フォルストハイム,ɸoɾɯsɯtohaimɯ
コルシ,koɾɯɕi
ハイドルスハイム,haidoɾɯsɯhaimɯ
ケッセルドルフ,kesseɾɯdoɾɯɸɯ
キエンハイム,kʲieẽhaimɯ
ロドマック,ɖodomakkɯ
オティウ,otiɯ
ハイリゲンシュタイン,haiɾʲiɡeẽɕɯtaiŋ
タネー,taneː
ギングスハイム,ɡʲiŋɡɯsɯhaimɯ
マシュラン,maɕɯɾaɴ
フェネトランジュ,ɸenetoɾand͡ʑɯ
アルルフ,aɾɯɾɯɸɯ
ヴォンジュ,bond͡ʑɯ
ヴィルヴィスハイム,bʲiɾɯbʲisɯhaimɯ
アインシュヴィル,aiĩɕɯbʲiɾɯ
モテルン,moteɾɯɴ
オードラッツハイム,oːdoɾatt͡sɯhaimɯ
ライヒスホーフェン,ɖaiçisɯhoːɸeŋ
ゲナンジュ,ɡenand͡ʑɯ
ミッテルシャエッフォルスハイム,mʲitteɾɯɕaeɸɸoɾɯsɯhaimɯ
ヘルリンゲン,heɾɯɾʲiŋɡeŋ
オーベンハイム,oːbeẽhaimɯ
ステンヴォルド,sɯtemboɾɯdo
ロンバ,ɖomba
レンバッハ,ɖembahha
レヌ,ɖenɯ
クストゥージュ,kɯsɯtɯːʑɯ
マトラ,matoɾa
ベルリエ,beɾɯɾʲie
エグザム,eɡɯzamɯ
ルターニュ,ɖɯtaːɲɯ
リュマンエム,ɖʲɯmaãemɯ
ヴィッシェス,bʲiɕɕesɯ
フランコー,ɸɯɾaŋkoː
